species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Aeromicrobium chenweiae,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pimelobacter simplex,2,74,NA,NA,NA,3,NA,NA,NA,2,NA,NA
Micropruina glycogenica,2,19,2,NA,1,NA,NA,NA,NA,NA,NA,NA
Mumia sp. Pv 4-285,1,19,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Kribbella sp. NBC_00359,157,24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Kribbella sp. NBC_00889,3,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kribbella sp. NBC_00482,3,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Kribbella sp. HUAS MG21,1,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Kribbella flavida,41,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rothia mucilaginosa,689,27,NA,6,NA,1,NA,1,NA,1,NA,6
Rothia dentocariosa,1,19,141,105,NA,1,NA,6,NA,2,NA,1
Paenarthrobacter sp. R1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthrobacter sp. K5,2,11,NA,NA,5,NA,NA,1,NA,NA,NA,NA
Arthrobacter sp. NicSoilB4,2,49,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Arthrobacter sp. UC242_113,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthrobacter sp. StoSoilB20,1,1,NA,2,NA,NA,NA,NA,NA,NA,7219,16
Arthrobacter sulfonylureivorans,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthrobacter alpinus,2,9,NA,NA,NA,2,NA,NA,NA,NA,24,1
Arthrobacter antioxidans,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Citricoccus sp. I39-566,8,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Glutamicibacter endophyticus,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glutamicibacter halophytocola,2,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA
Pseudarthrobacter oxydans,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudarthrobacter psychrotolerans,1,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
Sinomonas sp. P10A9,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium sp. che218,84,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium sp. CGR1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium sp. zg-Y625,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium sp. zg-B185,1,26,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Microbacterium sp. str. 'China',2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium sp. 10M-3C3,1,8,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Microbacterium sp. LWS13-1.2,1,20,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Microbacterium sp. 2P06AB,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Microbacterium marinum,18,7,NA,NA,NA,NA,NA,NA,103,NA,NA,NA
Microbacterium atlanticum,11,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Microbacterium esteraromaticum,5,4,NA,NA,NA,1,NA,NA,NA,1,NA,1
Microbacterium arborescens,2,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Microbacterium rhizosphaerae,1,10,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Microbacterium elymi,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agromyces aureus,93,29,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Agromyces sp. MMS24-JH15,20,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Agromyces sp. H17E-10,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agromyces badenianii,2,21,NA,NA,2,2,NA,NA,NA,NA,NA,NA
Agromyces silvae,1,15,NA,NA,NA,1,NA,NA,NA,1,NA,1
Agromyces larvae,1,21,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Agrococcus sp. Marseille-Q4369,34,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Agrococcus terreus,1,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Curtobacterium sp. TC1,4,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Curtobacterium sp. L1-20,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtobacterium sp. MCBD17_026,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucobacter sp. HNU,1,19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Leucobacter sp. Psy1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucobacter tenebrionis,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucobacter insecticola,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leifsonia sp. NPDC080035,3,4,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Leifsonia xyli,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Frigoribacterium sp. SL97,2,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Herbiconiux sp. L3-i23,2,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Cryobacterium sp. LW097,2,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Salinibacterium sp. UTAS2018,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcella sp.,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frondihabitans sp. PAMC 28766,1,9,NA,NA,5,9,NA,NA,NA,2,1,NA
Georgenia sp. TF02-10,20,15,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Georgenia yuyongxinii,3,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Kytococcus sedentarius,15,11,NA,2,NA,3,NA,NA,NA,NA,NA,NA
Ruania zhangjianzhongii,12,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Occultella kanbiaonis,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cellulomonas sp. ES6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cellulomonas sp. NS3,2,12,NA,NA,NA,3,NA,NA,NA,2,NA,NA
Cellulomonas sp. NTE-D12,1,10,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
Cellulomonas sp. PSBB021,1,20,NA,NA,NA,4,NA,NA,NA,1,NA,NA
Cellulomonas dongxiuzhuiae,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cellulomonas fimi,1,35,NA,NA,NA,3,NA,NA,NA,1,NA,NA
Pseudactinotalea sp. HY158,1,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Brevibacterium aurantiacum,4,6,NA,2,124,38,NA,NA,NA,NA,NA,2
Brevibacterium spongiae,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevibacterium sp. BDJS002,1,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,3
Brevibacterium koreense,1,1,NA,NA,278,9,NA,NA,NA,NA,1471,9
Brevibacterium casei,1,9,NA,1,NA,NA,NA,NA,NA,1,NA,NA
Brevibacterium linens,1,19,NA,NA,37,1,NA,NA,NA,NA,NA,NA
Allobranchiibius sp. GilTou73,4,12,NA,NA,NA,48,NA,NA,NA,1,NA,NA
Yimella sp. cx-51,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteipulveratus mongoliensis,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ornithinimicrobium ciconiae,2,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Ornithinimicrobium pratense,1,3,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
Serinicoccus hydrothermalis,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Janibacter sp. DB-40,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Janibacter limosus,1,9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Terrabacter sp. BE26,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cellulosimicrobium sp. JZ28,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Cellulosimicrobium cellulans,1,27,NA,NA,NA,7,NA,NA,NA,2,NA,NA
Sanguibacter keddieii,1,13,NA,NA,2,1,NA,NA,NA,NA,NA,NA
Pengzhenrongella phosphoraccumulans,1,10,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Jonesia denitrificans,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Devriesea agamarum,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,89,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. 20KCMC460,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. Aquia_216,4,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium sp. PDNC021,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. M23085,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. ITM-2016-00318,1,47,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Mycobacterium sp. JS623,1,43,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mycobacterium sp. Aquia_213,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium sp. DL,1,13,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mycobacterium intracellulare,42,39,NA,NA,NA,23,NA,NA,NA,NA,NA,NA
Mycobacterium avium,1,20,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Mycobacterium europaeum,30,9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Mycobacterium saskatchewanense,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium parmense,1,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium lentiflavum,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium paragordonae,28,14,NA,4,NA,1,NA,NA,1,NA,NA,NA
Mycobacterium paraterrae,17,8,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Mycobacterium basiliense,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium gallinarum,2,20,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Mycobacterium lacus,1,11,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
Mycobacterium conspicuum,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium branderi,1,16,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Mycobacterium adipatum,1,20,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Candidatus Mycobacterium methanotrophicum,1,16,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Mycobacterium dioxanotrophicus,1,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacteroides abscessus,125,19,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium mageritense,19,15,NA,NA,NA,1,NA,NA,NA,1,NA,1
Mycolicibacterium austroafricanum,14,20,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
Mycolicibacterium parafortuitum,5,28,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium litorale,6,28,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Mycolicibacterium rufum,5,22,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycolicibacterium sp. TUM20985,2,32,NA,1,NA,2,NA,NA,1,2,NA,NA
Mycolicibacterium sp. YH-1,1,24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium diernhoferi,3,8,NA,NA,1,2,NA,NA,NA,NA,NA,NA
Mycolicibacterium farcinogenes,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium nivoides,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium rhodesiae,2,37,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Mycolicibacterium fluoranthenivorans,2,16,NA,NA,5,NA,NA,NA,NA,1,NA,NA
Mycolicibacterium phlei,2,16,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mycolicibacterium neoaurum,1,14,NA,1,NA,2,NA,NA,NA,1,NA,1
Mycolicibacterium gilvum,1,14,NA,2,NA,1,NA,NA,NA,2,NA,NA
Mycolicibacterium hassiacum,1,28,NA,NA,NA,3,NA,NA,NA,NA,NA,1
[Mycobacterium] burgundiense,1,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium monacense,1,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium celeriflavum,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium doricum,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium boenickei,1,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium madagascariense,1,19,NA,2,NA,1,NA,NA,NA,1,NA,NA
Mycolicibacterium chubuense,1,30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium rutilum,1,18,NA,NA,3,1,NA,NA,NA,NA,NA,NA
Mycolicibacter terrae,29,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
[Mycobacterium] kokjensenii,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
[Mycobacterium] wendilense,1,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,150,69,5,33,NA,NA,NA,NA,NA,2,NA,NA
Corynebacterium marquesiae,53,14,6,7,NA,NA,NA,1,NA,NA,NA,NA
Corynebacterium kroppenstedtii,25,44,13263,44,NA,1,NA,NA,NA,1,NA,NA
Corynebacterium sp. LaCa54,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium sp. FDAARGOS 1242,1,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium genitalium,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium doosanense,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Corynebacterium matruchotii,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium ulcerans,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium striatum,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium testudinoris,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium dentalis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium mustelae,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium kefirresidentii,7,43,155,6,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium confusum,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium minutissimum,1,9,NA,3,NA,NA,NA,2,NA,NA,NA,NA
Corynebacterium simulans,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sputorum,51,8,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Nocardia salmonicida,30,25,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Nocardia sp. NBC_00511,5,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Nocardia sp. NBC_01388,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sp. PE-7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sp. NBC_00416,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sp. NBC_01329,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sp. CS682,1,15,NA,1,NA,2,NA,NA,NA,NA,NA,NA
Nocardia cyriacigeorgica,6,18,1,NA,NA,2,NA,NA,NA,NA,NA,NA
Nocardia nova,5,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nocardia huaxiensis,2,4,NA,NA,NA,3,NA,1,NA,NA,NA,NA
Nocardia otitidiscaviarum,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia mangyaensis,1,8,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Nocardia vinacea,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Rhodococcus sp. P-2,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcus sp. B7740,1,7,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Rhodococcus sp. USK13,1,3,NA,NA,NA,2,NA,NA,NA,2,NA,NA
Rhodococcus rhodochrous,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcus triatomae,1,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Rhodococcus ruber,9,17,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Rhodococcoides fascians,16,21,NA,NA,NA,3,NA,NA,NA,NA,NA,2
Prescottella equi,2,24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gordonia sp. NB41Y,2,9,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Gordonia sp. Swx-4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia insulae,10,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gordonia iterans,3,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Gordonia pseudamarae,1,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Dietzia kunjamensis,5,8,NA,1,NA,NA,NA,NA,NA,1,NA,NA
Dietzia psychralcaliphila,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tsukamurella paurometabola,2,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Tsukamurella pulmonis,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tomitella gaofuii,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Segniliparus rotundus,1,4,NA,NA,NA,1,NA,NA,NA,NA,1,NA
Streptomyces sp. NBC_01235,86,3,3,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. JL1001,99,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. SJL17-4,21,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01167,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00287,15,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. SCSIO ZS0520,13,7,NA,NA,NA,1,NA,1,NA,NA,NA,NA
Streptomyces sp. NBC_00385,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01351,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00457,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. TLI_053,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NL15-2K,4,8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Streptomyces sp. NBC_00658,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00459,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01723,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01186,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. CB01881,4,19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00996,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. So13.3,2,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01294,2,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces sp. NA02950,2,13,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Streptomyces sp. NBC_00414,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. 147326,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. SudanB91_2054,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00234,1,6,NA,NA,NA,3,NA,NA,NA,NA,NA,1
Streptomyces sp. NBC_01268,1,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00829,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01465,1,4,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Streptomyces sp. R44,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01768,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. SCA2-17,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. RerS4,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01506,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00316,1,8,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Streptomyces sp. QHH-9511,1,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00670,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. AM 4-1-1,1,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. 184,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00090,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. F41,2,11,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00637,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. Z423-1,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. S063,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00483,1,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00988,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00963,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00358,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. SUK 48,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01439,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01390,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces yatensis,161,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces venezuelae,141,51,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces anthocyanicus,113,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces lavendulae,36,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Streptomyces luteogriseus,19,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Streptomyces xanthii,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces albidoflavus,4,53,NA,NA,NA,NA,NA,NA,NA,7,NA,NA
Streptomyces griseoviridis,4,8,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Streptomyces carpaticus,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces davaonensis,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces cynarae,4,3,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Streptomyces decoyicus,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces collinus,3,28,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Streptomyces cadmiisoli,1,11,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces qaidamensis,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces prasinus,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces niveus,2,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces globisporus,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces vilmorinianum,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces uncialis,1,12,NA,NA,7,1,NA,NA,NA,NA,NA,NA
