species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Staphylococcus hominis,6,2,1,3,3,5,6
Staphylococcus warneri,5,2,2,NA,2,3,3
Staphylococcus saccharolyticus,5,4,7,3,3,5,2
Staphylococcus sp. IVB6181,4,NA,3,NA,2,NA,1
Staphylococcus lugdunensis,4,2,NA,1,6,1,5
Staphylococcus chromogenes,3,2,4,1,4,5,1
Staphylococcus simulans,3,3,NA,1,1,4,3
Staphylococcus taiwanensis,3,NA,NA,2,2,3,3
Staphylococcus edaphicus,3,NA,3,2,1,NA,1
Staphylococcus haemolyticus,2,4,5,4,5,3,6
Staphylococcus ratti,2,1,1,1,NA,NA,1
Staphylococcus arlettae,2,2,2,1,5,4,3
Staphylococcus capitis,2,4,9,7,7,10,1
Staphylococcus lloydii,2,1,1,1,NA,NA,2
Staphylococcus devriesei,2,2,2,1,2,4,2
Staphylococcus pasteuri,2,3,4,2,7,14,7
Staphylococcus equorum,1,NA,NA,2,2,1,NA
Staphylococcus casei,1,1,2,NA,2,NA,NA
Staphylococcus hsinchuensis,1,NA,NA,2,2,3,3
Staphylococcus xylosus,1,NA,NA,1,1,1,2
Staphylococcus shinii,1,1,1,NA,NA,2,NA
Staphylococcus agnetis,1,2,1,1,2,NA,NA
Staphylococcus schleiferi,1,NA,NA,NA,NA,NA,NA
Staphylococcus debuckii,1,NA,NA,NA,NA,1,NA
Staphylococcus caprae,1,3,1,2,4,4,NA
Mammaliicoccus sp. Marseille-Q6498,2,1,NA,NA,NA,NA,NA
Nosocomiicoccus ampullae,1,NA,NA,NA,NA,NA,NA
Listeria monocytogenes,24311,20484,24467,27844,37666,38611,40767
Listeria innocua,157,110,169,152,210,216,204
Listeria welshimeri,52,32,51,28,66,52,49
Listeria swaminathanii,47,35,70,67,84,65,59
Listeria seeligeri,26,17,27,23,37,42,24
Listeria ivanovii,21,17,23,28,49,44,43
uncultured Listeria sp.,3,NA,NA,NA,NA,NA,NA
Listeria weihenstephanensis,3,3,5,NA,6,2,6
Listeria grayi,3,NA,NA,1,2,3,NA
Listeria newyorkensis,1,3,3,2,3,2,1
Paenibacillus sp. FSL W8-0194,12,13,8,5,5,4,10
Paenibacillus mucilaginosus,1,NA,NA,NA,NA,1,NA
Brevibacillus laterosporus,4,NA,NA,NA,NA,NA,NA
Cohnella abietis,1,NA,NA,NA,NA,NA,NA
Paenisporosarcina macmurdoensis,10,NA,NA,NA,NA,NA,NA
Sporosarcina sp. Te-1,1,NA,NA,1,NA,1,NA
Sporosarcina ureae,1,NA,1,1,2,NA,NA
Pasteuria ramosa,1,NA,NA,NA,NA,NA,NA
Enterococcus faecalis,35248,30367,38767,33167,37031,37961,40292
Enterococcus sp. 9D6_DIV0238,7,8,5,4,6,7,9
Enterococcus sp. DIV1094,4,1,1,1,NA,5,3
Enterococcus sp. 12C11_DIV0727,3,NA,1,2,NA,1,1
Enterococcus sp. 7F3_DIV0205,2,1,2,2,2,1,3
Enterococcus sp. 9E7_DIV0242,2,NA,NA,NA,NA,NA,NA
Enterococcus sp. DA9,28,NA,23,NA,48,NA,34
Enterococcus sp. PLM3,15,NA,12,57,NA,17,18
Enterococcus sp. DIV2402,1,2,4,3,1,4,2
Enterococcus sp. DIV0849a,1,1,2,1,NA,NA,1
Enterococcus silesiacus,8,1,2,5,3,5,4
Enterococcus rotai,7,NA,3,NA,3,5,6
Enterococcus faecium,7,8,63,41,35,37,61
Enterococcus durans,4,1,9,3,9,2,7
Enterococcus dispar,4,4,4,1,2,1,3
Enterococcus cecorum,3,2,1,5,NA,4,3
uncultured Enterococcus sp.,2,6,4,5,3,3,6
Enterococcus raffinosus,2,5,2,5,3,3,5
Enterococcus avium,2,1,1,NA,NA,NA,1
Enterococcus gilvus,1,1,NA,NA,NA,NA,1
Enterococcus saigonensis,1,NA,1,NA,2,1,NA
Enterococcus mundtii,1,2,2,NA,2,4,2
Enterococcus wangshanyuanii,1,1,1,1,NA,2,2
Enterococcus saccharolyticus,1,3,2,1,2,2,2
Enterococcus casseliflavus,2,NA,2,NA,2,5,5
Vagococcus carniphilus,3,NA,2,1,NA,NA,1
Vagococcus xieshaowenii,1,NA,NA,NA,NA,NA,NA
Vagococcus jeotgali,1,NA,2,2,NA,NA,NA
Melissococcus plutonius,1,NA,NA,NA,NA,NA,NA
Limosilactobacillus fermentum,17725,14678,17152,21275,29116,27393,32665
Limosilactobacillus reuteri,2,NA,2,2,2,2,NA
Lactiplantibacillus plantarum,6,3,6,4,5,7,12
Lactiplantibacillus pentosus,2,NA,NA,1,NA,1,NA
Lactobacillus delbrueckii,3,NA,1,3,11,5,6
Lactobacillus crispatus,1,NA,NA,NA,NA,NA,NA
Pediococcus acidilactici,1,2,NA,NA,1,NA,NA
Pediococcus damnosus,1,2,NA,NA,1,NA,NA
Pediococcus pentosaceus,1,NA,NA,1,NA,1,1
Ligilactobacillus agilis,1,NA,NA,NA,NA,NA,NA
Ligilactobacillus salivarius,1,NA,NA,1,NA,NA,NA
Ligilactobacillus murinus,1,NA,1,NA,NA,NA,1
Leuconostoc mesenteroides,2,NA,NA,NA,NA,NA,NA
Lentilactobacillus kefiri,2,NA,NA,NA,NA,NA,NA
Fructobacillus fructosus,1,NA,NA,NA,NA,NA,NA
Weissella confusa,1,NA,NA,NA,NA,NA,NA
Levilactobacillus zymae,1,NA,NA,NA,1,1,NA
Companilactobacillus zhachilii,1,NA,NA,NA,NA,NA,NA
Apilactobacillus kunkeei,1,NA,NA,NA,1,NA,NA
Streptococcus thermophilus,2,NA,1,NA,1,NA,NA
Streptococcus uberis,1,NA,NA,NA,NA,NA,NA
Streptococcus infantis,1,NA,NA,NA,NA,1,NA
Streptococcus sanguinis,1,NA,NA,NA,NA,1,NA
Aerococcaceae bacterium zg-252,1,NA,NA,NA,NA,NA,NA
Aerococcaceae bacterium zg-1292,1,NA,NA,NA,NA,NA,NA
Aerococcus urinaeequi,2,NA,NA,NA,NA,NA,2
Ignavigranum ruoffiae,1,NA,NA,NA,NA,NA,NA
Desemzia incerta,1,NA,NA,NA,NA,NA,NA
Jeotgalibaca porci,1,NA,NA,NA,NA,1,NA
Carnobacterium viridans,1,NA,1,NA,1,NA,NA
Carnobacteriaceae bacterium zg-C25,1,NA,NA,NA,NA,NA,NA
uncultured Peptococcaceae bacterium,2,NA,NA,NA,NA,NA,NA
Desulfofundulus kuznetsovii,1,NA,NA,NA,NA,NA,NA
Desulfofarcimen acetoxidans,1,NA,NA,1,NA,NA,NA
Clostridium sp.,2,NA,NA,NA,NA,NA,NA
Clostridium estertheticum,1,NA,NA,NA,NA,NA,NA
Desulfitobacterium metallireducens,1,NA,NA,NA,NA,NA,NA
Lacrimispora xylanisolvens,2,4,2,3,1,2,2
Helicovermis profundi,1,NA,NA,NA,NA,NA,NA
Tepidibacter hydrothermalis,1,NA,NA,NA,NA,NA,NA
Solobacterium moorei,1,NA,NA,NA,NA,NA,NA
uncultured firmicutes bacterium contig_31,1,NA,NA,NA,NA,NA,NA
Negativicoccus massiliensis,1,NA,1,NA,NA,NA,NA
Aedoeadaptatus ivorii,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01335,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. R33,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. SirexAA-E,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. Je 1-332,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. 891-h,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. SCSIO 30461,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. ITFR-21,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00191,2,NA,NA,NA,NA,NA,NA
Streptomyces rochei,1,NA,NA,NA,NA,NA,NA
Streptomyces pluripotens,1,NA,NA,NA,NA,NA,NA
Streptomyces tirandamycinicus,1,NA,NA,NA,NA,NA,NA
Streptacidiphilus sp. P02-A3a,1,NA,NA,NA,NA,NA,NA
Streptomycetaceae bacterium NBC_01309,1,NA,NA,NA,NA,NA,NA
Arthrobacter sp. CJ23,1,NA,NA,NA,NA,NA,NA
Arthrobacter sp. StoSoilB5,1,NA,NA,NA,NA,NA,NA
Glutamicibacter mishrai,1,NA,NA,NA,NA,NA,NA
Pseudarthrobacter sp. MM222,1,NA,NA,NA,NA,NA,NA
Curtobacterium sp. MCPF17_002,1,NA,NA,NA,NA,NA,NA
Mycobacterium novum,1,NA,NA,NA,NA,NA,NA
Corynebacterium pseudotuberculosis,1,NA,NA,NA,NA,NA,NA
Saccharopolyspora spinosa,1,NA,NA,NA,NA,NA,NA
Saccharopolyspora erythraea,1,NA,NA,NA,NA,NA,NA
Lentzea sp. NBC_00516,1,NA,NA,NA,NA,NA,NA
Nocardioides aquaticus,1,NA,NA,NA,NA,NA,NA
Microlunatus sagamiharensis,1,NA,NA,NA,NA,NA,NA
Kribbella qitaiheensis,1,NA,NA,NA,NA,NA,NA
Micromonospora sp. NBC_01813,1,NA,NA,NA,NA,NA,NA
Verrucosispora sp. WMMD573,1,NA,NA,NA,NA,NA,NA
Bifidobacterium actinocoloniiforme,1,NA,NA,NA,NA,NA,NA
Bifidobacterium angulatum,1,NA,NA,NA,NA,NA,NA
Trueperella pyogenes,1,NA,NA,NA,NA,NA,NA
Olsenella sp. oral taxon 807,1,NA,NA,NA,NA,NA,NA
Baekduia alba,1,NA,NA,NA,NA,NA,NA
Mycoplasmopsis bovirhinis,2,NA,NA,NA,NA,NA,NA
Acholeplasma laidlawii,1,NA,NA,NA,NA,NA,NA
Prochlorococcus marinus,1,NA,NA,NA,NA,NA,NA
Moorena producens,1,1,NA,NA,NA,NA,NA
Caldilineaceae bacterium,1,NA,NA,NA,NA,NA,NA
Anaerolineaceae bacterium,1,NA,NA,NA,NA,NA,NA
Deinococcus sonorensis,1,NA,NA,NA,NA,NA,NA
Salmonella enterica,52235,49830,43920,33988,43117,41564,43879
Salmonella sp. WGH-01,43,29,44,9,22,22,31
Salmonella sp. SA14318,8,NA,8,5,NA,4,14
Salmonella sp. SSDFZ54,33,40,NA,NA,NA,NA,60
Salmonella sp.,8,NA,9,NA,10,NA,NA
Salmonella bongori,46,173,39,23,113,151,19
Escherichia coli,35216,41813,30202,22682,24971,21030,27788
Escherichia albertii,74,50,55,37,47,30,28
Escherichia sp. E4742,25,15,24,9,8,10,13
Escherichia sp. KS167_9B,11,19,NA,12,NA,10,11
Escherichia sp. HH091_1A,12,24,7,NA,NA,NA,5
Escherichia fergusonii,47,29,36,30,26,22,33
Escherichia marmotae,37,21,23,23,15,11,21
Shigella flexneri,974,405,361,412,415,1630,276
Shigella dysenteriae,147,119,146,113,73,74,119
Shigella boydii,267,192,184,133,218,145,213
Shigella sonnei,84,453,37,62,36,96,52
Klebsiella pneumoniae,136,110,102,172,91,69,169
Klebsiella aerogenes,11,4,8,3,2,1,6
Klebsiella quasipneumoniae,22,3,5,1,29,3,26
Klebsiella huaxiensis,4,3,3,1,1,4,1
Klebsiella sp. P1CD1,3,NA,NA,NA,NA,NA,NA
Klebsiella michiganensis,2,2,NA,2,2,1,4
Klebsiella africana,2,NA,1,NA,1,NA,1
Klebsiella oxytoca,2,1,2,3,2,1,3
Klebsiella variicola,2,5,1,1,NA,NA,NA
Raoultella ornithinolytica,5,3,5,5,6,5,NA
Raoultella planticola,2,3,NA,2,NA,2,1
Raoultella terrigena,1,1,NA,1,NA,NA,1
Citrobacter freundii,23,20,37,25,8,27,23
Citrobacter werkmanii,9,7,NA,5,3,5,NA
Citrobacter freundii complex sp. CFNIH9,4,NA,NA,NA,NA,NA,NA
Citrobacter portucalensis,9,11,5,7,5,2,7
Citrobacter braakii,16,16,11,12,18,10,8
Citrobacter sedlakii,1,1,NA,1,1,1,1
Citrobacter sp. RHB25-C09,6,5,5,5,4,3,4
Citrobacter sp. R56,3,1,3,2,3,NA,2
Citrobacter sp. 172116965,12,NA,NA,NA,NA,NA,NA
Citrobacter rodentium,6,3,2,4,5,1,2
Citrobacter koseri,7,1,8,3,1,5,1
Citrobacter amalonaticus,12,5,NA,2,1,3,7
Citrobacter enshiensis,3,2,NA,1,3,NA,NA
Citrobacter meridianamericanus,1,1,3,NA,NA,NA,1
Citrobacter telavivensis,1,2,1,NA,NA,NA,1
Citrobacter farmeri,1,3,4,2,2,NA,1
Enterobacter sp. BIDMC 29,3,NA,NA,3,NA,NA,NA
Enterobacter cloacae complex sp.,1,1,1,NA,1,NA,2
Enterobacter cloacae complex sp. Mu1197,1,NA,NA,NA,NA,1,NA
Enterobacter cancerogenus,5,3,1,1,4,4,NA
Enterobacter asburiae,8,3,3,1,4,NA,6
Enterobacter roggenkampii,3,1,1,NA,2,5,2
Enterobacter kobei,6,4,4,4,4,5,4
Enterobacter hormaechei,10,21,16,14,9,8,20
Enterobacter chuandaensis,2,NA,NA,1,NA,2,NA
Enterobacter sichuanensis,2,1,NA,2,1,NA,NA
Enterobacter ludwigii,6,3,NA,NA,7,7,NA
Enterobacter chengduensis,1,NA,NA,NA,NA,NA,1
Enterobacter cloacae,2,9,3,23,8,NA,5
Enterobacter sp. 638,2,1,1,NA,1,NA,1
Enterobacter sp. RHBSTW-00994,2,NA,NA,1,1,NA,2
Enterobacter sp. Z1,4,NA,NA,NA,NA,NA,NA
Enterobacter sp. SA187,1,NA,NA,NA,1,NA,NA
Enterobacter sp. SES19,1,NA,NA,NA,NA,NA,NA
Enterobacter sp. DTU_2021_1002640_1_SI_PRY_ASU_LCPMC_013,2,NA,NA,NA,NA,NA,NA
Enterobacter sp. PGRG2,2,NA,NA,NA,1,NA,NA
Enterobacter huaxiensis,4,2,NA,NA,3,NA,1
Enterobacter soli,1,NA,1,NA,NA,NA,NA
Enterobacter mori,1,1,2,NA,1,NA,2
Kosakonia sp. H02,3,1,6,2,3,1,NA
Kosakonia sp. SMBL-WEM22,1,NA,1,1,NA,NA,NA
Kosakonia cowanii,7,NA,NA,1,1,1,1
Kosakonia pseudosacchari,1,NA,NA,2,NA,NA,1
Kosakonia sacchari,1,1,1,NA,NA,2,1
Kosakonia oryzendophytica,1,1,1,NA,1,NA,NA
Kosakonia oryzae,2,1,1,1,NA,NA,NA
Kosakonia radicincitans,2,NA,1,1,NA,NA,1
Kluyvera sichuanensis,3,1,1,1,NA,NA,NA
Kluyvera intermedia,3,3,1,1,1,3,NA
Kluyvera ascorbata,3,1,2,NA,4,2,1
Kluyvera georgiana,2,NA,1,2,1,1,NA
Kluyvera cryocrescens,2,1,2,NA,NA,NA,NA
Kluyvera sp. CRP,1,NA,NA,NA,NA,NA,NA
Cronobacter sakazakii,7,2,1,NA,NA,NA,1
Cronobacter turicensis,1,NA,1,NA,NA,NA,NA
Cronobacter dublinensis,1,NA,NA,2,NA,1,NA
Leclercia adecarboxylata,7,7,2,5,8,3,7
Leclercia sp. S52,1,NA,NA,NA,NA,NA,NA
Leclercia pneumoniae,1,1,1,1,3,NA,2
Buttiauxella sp. WJP83,3,NA,1,1,3,NA,NA
Buttiauxella selenatireducens,1,NA,NA,NA,2,NA,NA
Buttiauxella ferragutiae,3,NA,NA,NA,NA,NA,NA
Buttiauxella agrestis,1,NA,1,NA,NA,3,3
Cedecea neteri,4,3,4,3,2,1,1
Cedecea sp. FDAARGOS_727,1,2,NA,1,NA,2,1
Cedecea lapagei,1,1,1,NA,NA,NA,NA
Superficieibacter sp. HKU1,5,2,7,2,1,3,NA
Enterobacteriaceae bacterium strain FGI 57,4,1,1,NA,NA,NA,2
Yokenella regensburgei,4,1,2,NA,1,NA,3
[Enterobacter] lignolyticus,4,NA,NA,NA,1,3,1
Atlantibacter hermannii,4,NA,1,1,NA,NA,4
Pseudocitrobacter faecalis,2,2,5,3,2,NA,3
Pseudocitrobacter corydidari,1,2,NA,1,NA,NA,1
Lelliottia amnigena,3,1,4,1,2,NA,NA
Trabulsiella odontotermitis,3,2,3,3,3,5,1
Phytobacter ursingii,2,NA,NA,1,NA,NA,NA
Mangrovibacter phragmitis,2,1,NA,1,1,2,2
Apirhabdus apintestini,1,NA,1,NA,NA,1,NA
Scandinavium goeteborgense,1,4,2,NA,1,NA,3
Shimwellia blattae,1,2,NA,NA,1,2,1
Jejubacter calystegiae,1,1,1,NA,1,2,1
Erwinia sp. E_sp_W01_6,4,NA,1,NA,NA,1,NA
Erwinia sp. E_sp_W01_1,5,NA,4,NA,NA,5,NA
[Pantoea] beijingensis,2,NA,1,NA,NA,1,NA
Erwinia tracheiphila,2,NA,1,1,NA,NA,NA
Erwinia sorbitola,1,NA,1,2,NA,NA,NA
Candidatus Erwinia impunctatus,1,NA,NA,NA,NA,NA,NA
Erwinia tasmaniensis,1,NA,NA,NA,NA,NA,1
Pantoea sp. Lij88,1,NA,NA,NA,NA,NA,NA
Pantoea sp. Z09,1,NA,NA,NA,NA,1,NA
Pantoea sp. At-9b,1,NA,NA,NA,1,NA,NA
Pantoea agglomerans,2,5,NA,3,3,NA,1
Pantoea piersonii,1,NA,NA,NA,1,NA,NA
Pantoea anthophila,1,NA,NA,NA,NA,NA,NA
Pantoea phytobeneficialis,1,NA,NA,NA,1,1,NA
Pantoea ananatis,1,1,1,NA,NA,NA,NA
Pantoea stewartii,5,NA,NA,NA,3,NA,3
Pantoea alhagi,1,NA,2,NA,1,1,1
Mixta hanseatica,1,NA,NA,NA,2,NA,NA
Mixta gaviniae,1,NA,NA,NA,NA,NA,NA
Duffyella gerundensis,1,1,NA,NA,NA,NA,NA
Tatumella ptyseos,1,NA,NA,NA,NA,1,1
Serratia fonticola,2,NA,NA,2,2,NA,NA
Serratia sp. UGAL515B_01,1,NA,NA,NA,3,NA,NA
Serratia entomophila,1,NA,NA,NA,NA,NA,1
Serratia rubidaea,1,NA,NA,1,NA,NA,1
Serratia plymuthica,1,NA,NA,NA,NA,2,1
Serratia symbiotica,1,4,1,NA,NA,NA,4
Serratia nematodiphila,3,NA,NA,NA,NA,NA,NA
Serratia rhizosphaerae,1,NA,NA,NA,NA,NA,NA
Serratia marcescens,1,7,3,NA,NA,2,4
Yersinia enterocolitica,1,NA,NA,NA,NA,NA,NA
Yersinia ruckeri,1,NA,NA,NA,NA,NA,NA
Rahnella aquatilis,2,NA,NA,NA,NA,NA,NA
Nissabacter sp. SGAir0207,1,NA,NA,NA,NA,NA,NA
Rouxiella chamberiensis,1,NA,1,NA,NA,NA,NA
Arsenophonus endosymbiont of Bemisia tabaci,6,NA,NA,NA,NA,NA,NA
Providencia rettgeri,4,NA,NA,2,NA,NA,1
Photorhabdus laumondii,3,NA,NA,NA,NA,NA,NA
Xenorhabdus bovienii,2,NA,NA,NA,NA,1,NA
Proteus mirabilis,1,NA,4,NA,1,NA,NA
Morganella morganii,1,NA,1,NA,3,1,1
Pectobacterium brasiliense,3,4,NA,NA,1,NA,NA
Pectobacterium sp. PL64,1,NA,NA,NA,NA,NA,NA
Pectobacterium versatile,1,NA,NA,NA,NA,NA,NA
Dickeya oryzae,2,NA,NA,NA,NA,NA,NA
Dickeya dadantii,1,NA,1,NA,NA,NA,NA
Brenneria rubrifaciens,1,1,NA,NA,1,NA,NA
Brenneria nigrifluens,1,NA,1,NA,NA,NA,NA
Sodalis sp. Fle,1,NA,NA,NA,NA,NA,NA
Candidatus Sodalis pierantonius,1,NA,NA,NA,NA,NA,NA
Sodalis glossinidius,1,NA,NA,NA,NA,NA,NA
Edwardsiella tarda,2,NA,2,4,2,NA,NA
Edwardsiella hoshinae,1,1,1,NA,NA,NA,NA
Limnobaculum parvum,1,1,NA,NA,NA,1,NA
Leminorella grimontii,1,NA,NA,NA,1,2,NA
Gallaecimonas sp. GXIMD4217,1,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,25018,22621,17707,16776,28803,24991,36010
Pseudomonas citronellolis,6,2,NA,NA,7,4,4
Pseudomonas mendocina,3,1,1,NA,7,NA,2
Pseudomonas nitroreducens,1,2,NA,NA,NA,NA,3
Pseudomonas furukawaii,1,1,1,1,NA,3,NA
Pseudomonas paraeruginosa,5,7,NA,NA,NA,8,10
Pseudomonas sp. GCEP-101,2,NA,NA,1,1,1,1
Pseudomonas sp. ATCC 13867,2,1,1,NA,NA,3,2
Pseudomonas sp. Q1-7,2,2,1,NA,NA,1,NA
Pseudomonas sp. R84,2,NA,NA,NA,NA,NA,NA
Pseudomonas sp. C9-3,2,1,NA,1,NA,2,1
Pseudomonas sp. 7SR1,2,NA,NA,1,NA,NA,NA
Pseudomonas sp. FFPRI_1,2,NA,NA,1,NA,NA,NA
Pseudomonas sp. 273,2,NA,NA,NA,1,NA,NA
Pseudomonas sp. TCU-HL1,1,NA,1,2,1,1,NA
Pseudomonas sp. B21-012,4,NA,NA,NA,NA,NA,NA
Pseudomonas sp. TE3-3-F2023,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. KNUC1026,1,NA,NA,1,1,NA,NA
Pseudomonas sp. SCT,1,1,1,NA,NA,NA,NA
Pseudomonas sp. HS6,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. Seg1,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. Ost2,1,1,NA,NA,NA,NA,1
Pseudomonas sp. L5B5,1,NA,NA,1,NA,NA,NA
Pseudomonas sp. G.S.17,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. HS-18,2,NA,NA,NA,NA,3,NA
Pseudomonas sp.,8,NA,NA,NA,NA,NA,NA
Pseudomonas sp. MTM4,1,1,1,NA,NA,NA,2
Pseudomonas sp. Marseille-Q3773,1,NA,NA,NA,NA,1,NA
Pseudomonas sp. RC10,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. SO81,1,1,1,NA,NA,1,NA
Pseudomonas sp. WJP1,1,NA,NA,NA,NA,1,NA
Pseudomonas sp. SL4(2022),1,NA,NA,1,1,NA,NA
Pseudomonas sp. FP2196,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. TUM22785,1,NA,NA,NA,NA,NA,1
Pseudomonas sp. FP1154,4,NA,NA,NA,NA,NA,NA
Pseudomonas sp. CC6-YY-74,1,NA,NA,1,NA,NA,NA
Pseudomonas sp. ADPe,2,NA,NA,NA,2,NA,NA
Pseudomonas sp. LPB0260,1,1,1,NA,NA,NA,1
Pseudomonas sp. MH9.3,5,NA,NA,NA,NA,NA,NA
Pseudomonas sp. DY-1,5,NA,NA,NA,NA,NA,NA
Pseudomonas sp. P9_31,2,NA,NA,NA,NA,NA,NA
Pseudomonas sp. FDAARGOS_761,12,22,NA,NA,NA,NA,NA
Pseudomonas sp. B11D7D,1,NA,NA,NA,1,NA,1
Pseudomonas sp. 15A4,1,NA,NA,NA,NA,NA,1
Pseudomonas sp. ADAK18,1,NA,NA,1,1,NA,NA
Pseudomonas sp. PDNC002,1,1,NA,1,2,1,1
Pseudomonas sp. MH9.2,1,2,NA,NA,NA,NA,NA
Pseudomonas sp. SCB32,1,3,NA,NA,2,1,NA
Pseudomonas sp. J452,1,NA,NA,NA,1,1,2
Pseudomonas sp. RU47,4,NA,NA,NA,NA,NA,NA
Pseudomonas sp. B21-053,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. BW7P1,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. Z8(2022),1,NA,NA,NA,2,NA,NA
Pseudomonas sp. JQ170C,1,NA,NA,NA,NA,NA,1
Pseudomonas sp. KHPS1,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. Lz4W,1,NA,1,NA,NA,NA,NA
Pseudomonas fluorescens,7,6,NA,3,2,7,4
Pseudomonas rhodesiae,2,NA,NA,NA,1,NA,1
Pseudomonas granadensis,1,NA,NA,NA,NA,1,1
Pseudomonas trivialis,1,1,1,NA,1,2,1
Pseudomonas corrugata,1,NA,1,NA,NA,NA,2
Pseudomonas tolaasii,1,NA,NA,1,NA,NA,1
