species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Mycolicibacterium goodii,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium moriokaense,1,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Mycolicibacter terrae,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia cyriacigeorgica,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcoides fascians,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Streptomyces sp. CB01881,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01213,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01390,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces davaonensis,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces venezuelae,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces ambofaciens,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kitasatospora sp. NBC_01246,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinacidiphila bryophytorum,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora aurantiaca,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytohabitans suffuscus,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Plantactinospora sp. ZYX-F-223,1,8,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Dactylosporangium sp. NBC_01737,1,7,NA,NA,NA,1,NA,NA,NA,3,NA,NA
Actinoplanes sp. NBC_00393,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphaerisporangium sp. NBC_01403,2,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nonomuraea glycinis,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermomonospora curvata,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schaalia meyeri,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schaalia sp. 19OD2882,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis carbonis,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Kutzneria albida,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bifidobacterium actinocoloniiforme,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egicoccus halophilus,60,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ilumatobacter sp.,3,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Ilumatobacter coccineus,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinomarinicola tropica,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidimicrobium ferrooxidans,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermophilibacter mediterraneus,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,49,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
Lacticaseibacillus rhamnosus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anoxybacillus sp. PDR2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metabacillus halosaccharovorans,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oceanobacillus sp. FSL K6-2867,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus sp. SYP-B4298,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus cellulosilyticus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevibacillus brevis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemella morbillorum,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
[Ruminococcus] torques,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfosporosinus orientis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,24,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,383,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
Raoultella terrigena,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Franconibacter daqui,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. MC1750,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolysobacter antarcticus,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Lysobacter soli,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella telluris,24,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
Dyella japonica,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella caseinilytica,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,35,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylomonas sp. 2B,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylomonas rapida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,33,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. Z003-0.4C(8344-21),16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas plecoglossicida,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas oryzihabitans,4,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
Pseudomonas congelans,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas vranovensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella sp. K02,22,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA
Acinetobacter venetianus,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,21,6,3,3,28,1,5,NA,NA,2,40,1
Vreelandella subglaciescola,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ferrimonas sp. YFM,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shewanella oneidensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catenovulum sediminis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Immundisolibacter cernigliae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vibrio rarus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,379,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. NLF5-7,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes aquatilis,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Achromobacter pestifer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus nantongensis,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia terricola,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
Paraburkholderia xenovorans,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycoavidus cysteinexigens,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eleftheria terrae,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobacter sp. AJA081-3,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,1,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramlibacter tataouinensis,1,10,NA,NA,NA,NA,NA,1,NA,NA,NA,1
Rhodoferax sediminis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoduganella flava,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massilia endophytica,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ferrovum myxofaciens,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfuritortus calidifontis,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dechloromonas sp. A34,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,131,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 4,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 170,2,57,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 200,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCBAU 51753,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium paxllaeri,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium diazoefficiens,8,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium roseum,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,14,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,96,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga roseola,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,43,56,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Methylobacterium sp. AMS5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,70,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium phaseoli,5,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Rhizobium etli,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pararhizobium sp. A13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. INR15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blastochloris viridis,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Starkeya sp. ORNL1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrys taiwanensis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stappia sp. ES.058,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosea sp. PAMC 26642,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyruvatibacter mobilis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodomicrobium lacus,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Methylocella tundrae,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,13,5,NA,NA,NA,3,NA,NA,NA,8,NA,NA
Sphingomonas sp. CL5.1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomicrobium aestuariivivum,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingorhabdus lacus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caulobacter sp. 73W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nisaea acidiphila,1,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Silicimonas algicola,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Paremcibacter congregatus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orientia tsutsugamushi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stieleria marina,127,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopirellula sp. P2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosistilla carotiformis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacipirellula limnantheis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomyces sp. SH-PL14,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Gimesia panareensis,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. LG18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. SL250,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga horti,13,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Chitinophaga caeni,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phnomibacter sp. MR,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyadobacter fermentans,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyadobacter sp. 676,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fibrella aestuarina,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenobacter sp. BRD67,2,NA,NA,NA,NA,NA,NA,NA,16,3,NA,NA
Pedobacter suwonensis,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmatimonas groenlandica,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edaphobacter paludis,13,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,6,51,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Anaeromyxobacter dehalogenans,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorangium cellulosum,2,22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Trichlorobacter lovleyi,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oceanispirochaeta crateris,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,3146,5757,8172,12895,1010,467,678,274,23,609,170,442
Malassezia restricta,317,380,1403,375,NA,1,NA,3,NA,6,NA,47
Kwoniella bestiolae,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptococcus depauperatus,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Aspergillus chevalieri,19,6,NA,2,NA,NA,NA,NA,NA,1,NA,8
Aspergillus puulaauensis,1,1,NA,NA,6,36,NA,NA,NA,NA,NA,NA
Penicillium digitatum,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Penicillium oxalicum,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talaromyces marneffei,1,1,NA,NA,74,NA,NA,NA,NA,NA,NA,NA
Trichoderma asperellum,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fusarium falciforme,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
Colletotrichum destructivum,1,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Colletotrichum lupini,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Botrytis cinerea,1,7,NA,NA,NA,3,NA,NA,NA,NA,4,NA
Solanum dulcamara,442,11,NA,1,NA,9,NA,NA,NA,NA,NA,NA
Solanum lycopersicum,1,8,NA,NA,113,5,NA,1,NA,NA,NA,NA
Solanum stenotomum,1,10,NA,1,NA,3,NA,10,NA,NA,1,1
Capsicum annuum,2,29,NA,1,NA,14,1,1,6,NA,1,NA
Lycium barbarum,1,7,NA,1,NA,5,NA,1,NA,NA,NA,NA
Nicotiana tomentosiformis,2,11,NA,NA,NA,9,NA,NA,NA,NA,1,NA
Nicotiana sylvestris,1,9,NA,1,NA,4,5,NA,NA,NA,NA,NA
Rutidosis leptorrhynchoides,3,16,NA,1,NA,5,NA,NA,NA,NA,1,NA
Lactuca sativa,1,10,NA,NA,1,8,NA,1,7,NA,NA,2
Cynara cardunculus,1,8,NA,NA,1,6,NA,NA,NA,NA,NA,NA
Citrus sinensis,199,3830,NA,9,NA,2,NA,NA,NA,1,NA,NA
Raphanus sativus,1,4,NA,NA,NA,3,NA,NA,NA,NA,1,NA
Camelina sativa,1,7,NA,NA,NA,3,NA,NA,1,NA,NA,NA
Gossypium arboreum,1,6,NA,NA,3,2,NA,NA,1,NA,NA,NA
Cicer arietinum,127,6,NA,1,NA,2,23,NA,NA,NA,NA,NA
Vicia villosa,2,11,NA,NA,NA,4,4,1,NA,NA,NA,NA
Pisum sativum,1,16,1,NA,30,12,59884,6216,NA,NA,7,NA
Arachis hypogaea,3,17,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
Mercurialis annua,5,9,NA,NA,2,1,NA,NA,NA,1,NA,NA
Ricinus communis,2,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Manihot esculenta,1,7,NA,NA,NA,4,1,NA,10,NA,NA,NA
Populus trichocarpa,3,107,NA,13,NA,8,NA,NA,NA,3,NA,NA
Corylus avellana,3,385,NA,14,44,82,NA,3,NA,35,NA,5
Quercus robur,1,63,NA,NA,NA,5,NA,NA,NA,7,NA,NA
Rosa rugosa,2,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Prunus mume,1,40,NA,NA,2,2,NA,NA,NA,1,NA,NA
Cucumis sativus,1,10,NA,6,NA,2,NA,NA,NA,1,NA,1
Cucumis melo,1,5,NA,NA,NA,4,NA,1,1,NA,NA,NA
Spinacia oleracea,3,9,NA,NA,NA,3,NA,NA,NA,NA,NA,10
Triticum dicoccoides,125,19,2,120,1,4,NA,12,NA,5,NA,3
Aegilops tauschii,1,6,NA,50,NA,5,NA,6,NA,NA,NA,NA
Hordeum vulgare,3,23,NA,2,6,10,NA,NA,6,3,1,1
Lolium rigidum,2,24,2,5,16,6,NA,NA,NA,42,3,NA
Sorghum bicolor,6,5,NA,NA,1,1,NA,NA,NA,NA,NA,NA
Miscanthus floridulus,2,12,NA,NA,1,5,NA,NA,NA,NA,NA,NA
Zea mays,1,11,NA,NA,1,4,1,NA,NA,NA,NA,NA
Elaeis guineensis,1,17,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
Dioscorea cayenensis,44,7,NA,NA,1,5,NA,NA,NA,NA,NA,NA
Asparagus officinalis,2,3,NA,NA,NA,5,NA,NA,NA,1,NA,1
Nymphaea colorata,1,NA,NA,NA,NA,4,NA,NA,9,NA,NA,NA
Cryptomeria japonica,4,416,NA,7,2,170,NA,NA,2,6,NA,NA
Micromonas commoda,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Porcisia hertigi,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plasmodium sp. gorilla clade G2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halobacterium sp. NMX12-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halobaculum sp. XH14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
