species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Pseudomonas syringae,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. KU26590,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. Ost2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,39,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,34,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,30,NA,NA,NA,18,15,NA,NA,NA,NA,5,NA
Thiocapsa bogorovii,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shewanella halifaxensis,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,49,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. NC92,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 111,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCBAU 051011,5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium lablabi,13,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,14,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,8,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. ISC25,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,42,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium muleiense,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,143,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,41,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga roseola,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,22,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium currus,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,26,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pararhizobium sp. A13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenggangzhangella methanolivorans,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosea sp. PAMC 26642,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyphomicrobium sp. DMF-1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Novosphingobium resinovorum,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,19,19,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
Alcaligenes faecalis,523,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. WGS1538,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,130,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidovorax temperans,29,29,NA,10,NA,22,NA,19,NA,15,NA,14
Acidovorax sp. 1608163,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,22,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ralstonia mannitolilytica,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrivivax gelatinosus,15,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoduganella sp. UC29_106,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bergeriella denitrificans,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrosospira sp. Is2,8,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrogenophilus thermoluteolus,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Palauibacter sp.,71,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudogemmatithrix spongiicola,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga pollutisoli,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rufibacter radiotolerans,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacunisphaera limnophila,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opitutus terrae,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. SL250,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseimicrobium sp. ORNL1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeoliella mucimassa,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bremerella sp. P1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singulisphaera acidiphila,10,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomyces sp. SH-PL14,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kolteria novifilia,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edaphobacter paludis,24,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA
Granulicella tundricola,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,12,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polyangium aurulentum,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,4147,7784,12536,16886,1950,708,976,368,91,803,300,608
Malassezia restricta,390,521,1737,558,NA,NA,NA,NA,NA,7,NA,71
Aspergillus chevalieri,31,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
Aspergillus nidulans,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium digitatum,11,40,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
Akanthomyces muscarius,37,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,429,4889,NA,17,NA,NA,NA,NA,NA,NA,NA,NA
Euphorbia lathyris,9,15,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
Dioscorea cayenensis,24,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
