species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Parafrankia sp. EAN1pec,18,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jatrophihabitans sp. GAS493,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capillimicrobium parvum,68,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conexibacter sp. S30A1,61,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermoleophilum album,23,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichocoleus desertorum,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcoleus vaginatus,61,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,27,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nostoc sp. MS1,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ureibacillus thermophilus,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudalkalibacillus hwajinpoensis,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus pedocola,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lentilactobacillus parabuchneri,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anaerocolumna sp. AGMB13020,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erysipelotrichaceae bacterium,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abditibacteriota bacterium,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,472,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella variicola,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leclercia sp. S52,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dickeya fangzhongdai,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pantoea alhagi,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rouxiella chamberiensis,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stutzerimonas stutzeri,380,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas koreensis,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas syringae,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas solani,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Pseudomonadales bacterium,21,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,95,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas pavanii,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter sp. S4-A87,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermomonas sp. XSG,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella telluris,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella terrae,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dokdonella koreensis,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,109,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter lanii,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella osloensis,32,30,10,49,NA,NA,NA,NA,NA,43,NA,NA
Chromohalobacter canadensis,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,26,NA,NA,NA,46,NA,NA,NA,NA,NA,10,NA
Candidatus Sedimenticola sp. (ex Thyasira tokunagai),106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thiocapsa bogorovii,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marichromatium purpuratum,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Methylospira mobilis,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathymodiolus thermophilus thioautotrophic gill symbiont,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gammaproteobacteria bacterium,16,47,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
Shewanella halifaxensis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Legionella anisa,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. I71,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1650,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. B097,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,149,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium diazoefficiens,47,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium ontarionense,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,29,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,18,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. B2-1-1,27,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. SRDI969,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. Pop5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,39,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium rhizogenes,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,93,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,46,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium currus,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium nodulans,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenggangzhangella methanolivorans,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nordella sp. HKS 07,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phreatobacter cathodiphilus,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrys taiwanensis,16,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfitobacter sp. S190,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalassovita sp.,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paracoccus zhejiangensis,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paracoccus pantotrophus,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseomonas haemaphysalidis,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Lichenicoccus sp.,51,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA
Nisaea acidiphila,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingobium yanoikuyae,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,16,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingosinicella microcystinivorans,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,535,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bordetella sp. H567,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herminiimonas arsenitoxidans,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoduganella aquatica,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herbaspirillum sp. meg3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia sp. SUR17,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,34,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynucleobacter sp. MWH-Braz-FAM2G,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,70,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidovorax temperans,32,NA,NA,15,NA,NA,NA,24,NA,NA,NA,14
Simplicispira suum,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptothrix cholodnii,13,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrivivax gelatinosus,11,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chromobacterium vaccinii,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenuifilaceae bacterium CYCD,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paramuribaculum intestinale,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dokdonia sp. MED134,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euzebyella marina,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenobacter sp. APR13,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rufibacter radiotolerans,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aquiflexum balticum,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmatimonadota bacterium,79,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Hydrogenedentota bacterium,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akkermansiaceae bacterium,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. SL250,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseimicrobium sp. ORNL1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeoliella mucimassa,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosistilla carotiformis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomyces sp. SH-PL14,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gimesia panareensis,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmataceae bacterium,24,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomycetota bacterium,47,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomycetes bacterium Pan216,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phycisphaerales bacterium,14,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Omnitrophota bacterium,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minicystis rosea,208,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorangium cellulosum,130,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corallococcus coralloides,32,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyxidicoccus parkwaysis,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium contig00001,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium,76,1420,NA,NA,NA,318,NA,NA,NA,NA,NA,NA
uncultured bacterium esnapd2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paludibaculum fermentans,70,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Paludibaculum sp.,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryobacterales bacterium,36,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicinamibacterales bacterium,69,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,16,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Manganitrophus sp.,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syntrophotalea acetylenica,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfobacterales bacterium,21,26,NA,NA,926,NA,NA,NA,NA,NA,NA,NA
Desulfosarcina alkanivorans,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitratidesulfovibrio liaohensis,17,NA,74,NA,NA,NA,NA,NA,NA,NA,NA,NA
bacterium,92,66,NA,NA,NA,NA,NA,NA,NA,NA,32,NA
Candidatus Nanogingivalaceae bacterium,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Nanosynbacter sp. HMT-348_TM7c-JB,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Saccharibacteria bacterium TM7i,16,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spirochaetia bacterium,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,3854,7239,11541,16365,2135,546,792,384,29,788,88,568
Pan troglodytes,14,76,383,127,NA,25,NA,NA,NA,NA,NA,21
Symphalangus syndactylus,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saimiri boliviensis,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Callithrix jacchus,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcebus murinus,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandromys fortis,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mus musculus,85,208,20,20,187,107,11,18,39,NA,146,NA
Heterocephalus glaber,113,131,33,20,69,56,NA,NA,12,NA,NA,NA
Felis catus,33,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Panthera uncia,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sus scrofa,45,63,12,NA,27,30,NA,NA,NA,NA,NA,NA
Equus caballus,31,207,NA,37,173,65,10,13,15,12,15,NA
Elgaria multicarinata,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Varanus komodoensis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apteryx mantelli,150,124,NA,12,32,60,NA,NA,48,NA,13,NA
Larus michahellis,77,78,NA,NA,22,42,NA,NA,NA,NA,16,NA
Pterocles gutturalis,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Motacilla alba,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Meleagris gallopavo,12,69,14,NA,160,29,NA,NA,NA,NA,NA,NA
Protopterus annectens,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphiprion ocellaris,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegastes partitus,65,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA
Salarias fasciatus,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreochromis aureus,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pungitius pungitius,163,56,NA,NA,NA,21,NA,NA,76,NA,NA,NA
Eleginops maclovinus,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hippocampus zosterae,33,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
Betta splendens,19,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boleophthalmus pectinirostris,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danio rerio,40,92,NA,NA,16,57,NA,15,28,NA,NA,NA
Carassius gibelio,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amia calva,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Timema monikensis,134,46,NA,NA,NA,38,NA,NA,NA,NA,NA,NA
Timema cristinae,94,77,NA,NA,31,42,NA,NA,24,NA,NA,NA
Timema douglasi,92,71,NA,NA,NA,46,NA,NA,NA,NA,NA,NA
Timema genevievae,23,75,NA,NA,62,42,NA,NA,NA,NA,NA,NA
Drosophila nasuta,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosophila willistoni,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scaptodrosophila lebanonensis,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Toxorhynchites rutilus,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthonomus grandis,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cephus cinctus,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Notodromas monacha,11,28,NA,NA,14,15,NA,NA,NA,NA,NA,NA
Rhipicephalus sanguineus,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dermacentor andersoni,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicrocoelium dendriticum,178,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spirometra erinaceieuropaei,27,64,NA,NA,22,28,NA,NA,NA,NA,NA,NA
Ylistrum balloti,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinopora horrida,56,37,NA,NA,103,13,NA,NA,NA,NA,NA,NA
Apiospora kogelbergensis,1414,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apiospora phragmitis,21,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pestalotiopsis fici,22,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microdochium trichocladiopsis,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beauveria bassiana,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pochonia chlamydosporia,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticillium dahliae,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neurospora crassa,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venustampulla echinocandica,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyaloscypha bicolor,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollisia scopiformis,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium pulvis,1736,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium longicatenatum,50,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium taxi,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium daleae,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium odoratum,18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium cosmopolitanum,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium hordei,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium oxalicum,10,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA
Aspergillus viridinutans,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus glaucus,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,18
Aspergillus bombycis,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Endocarpon pusillum,25,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxophila tyrrhenica,546,61,NA,NA,52,35,NA,NA,NA,NA,NA,NA
Neohortaea acidophila,141,NA,NA,NA,20,32,NA,NA,NA,NA,NA,NA
Baudoinia panamericana,19,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA
Dissoconium aciculare,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocercospora fijiensis,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cercospora sojina,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria viburni,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria arbusti,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria rosae,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curvularia lunata,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trematosphaeria pertusa,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
