species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
[Ruminococcus] torques,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Intestinimonas butyriciproducens,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clostridium tetani,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Desulfosporosinus meridiei,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Biomaibacter acetigenes,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,39,374,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Prochlorococcus marinus,3,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Phototrophicus methaneseepsis,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pelolinea submarina,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metamycoplasma arthritidis,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vulcanimicrobium alpinum,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,113,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 26S5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCBAU 53338,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 170,2,72,NA,NA,NA,1,NA,NA,NA,NA,NA,1
Bradyrhizobium sp. CCGE-LA001,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,146,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium lablabi,6,13,NA,NA,NA,5,NA,NA,NA,NA,NA,1
Bradyrhizobium paxllaeri,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium diazoefficiens,6,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium roseum,1,21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium symbiodeficiens,1,3,NA,NA,NA,3,NA,NA,NA,3,NA,NA
Nitrobacter hamburgensis,8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter sp. NHB1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,12,29,NA,NA,NA,7,NA,NA,NA,1,NA,NA
Microvirga sp. RSM25,160,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. VF16,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Microvirga sp. 17 mud 1-3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,40,76,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Microvirga roseola,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium nodulans,29,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium aquaticum,2,8,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. DCY119,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. AaZ16,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium muleiense,82,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium australicum,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitratireductor mangrovi,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chelativorans sp. AA-79,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,28,17,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Rhizobium phaseoli,3,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Rhizobium etli,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Agrobacterium vitis,19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pararhizobium sp. A13,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sinorhizobium terangae,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shinella zoogloeoides,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Peteryoungia desertarenae,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylosinus trichosporium,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosea sp. PAMC 26642,4,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bosea vaviloviae,2,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Blastochloris viridis,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phreatobacter cathodiphilus,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Phreatobacter stygius,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Starkeya sp. ORNL1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrys taiwanensis,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Labrys okinawensis,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Anderseniella sp. Alg231-50,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stappia sp. ES.058,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocella tundrae,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Sphingobium yanoikuyae,146,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
Sphingobium sp. JS3065,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. R1,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,8,7,NA,NA,NA,3,NA,NA,NA,11,NA,NA
Sphingomonas sp. Y38-1Y,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Sphingomonas sp. CL5.1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas flavalba,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sabuli,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingorhabdus lacus,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingopyxis chilensis,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Novosphingobium sp. Gsoil 351,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Tsuneonella mangrovi,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tsuneonella sp. CC-YZS046,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erythrobacter litoralis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azospirillum argentinense,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruegeria sp. YS9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oceanicola sp. D3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Silicimonas algicola,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Caulobacter sp. 73W,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caulobacter mirabilis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseomonas gilardii,2,7,NA,1,NA,5,NA,NA,NA,2,NA,NA
Tistrella bauzanensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orientia tsutsugamushi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,268,9,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
Klebsiella quasipneumoniae,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella pneumoniae,135,38,NA,30,43,9,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raoultella terrigena,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Franconibacter daqui,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Enterobacter hormaechei,3,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA
[Enterobacter] lignolyticus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serratia liquefaciens,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dickeya chrysanthemi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sodalis praecaptivus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pantoea sp. App145,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoluteimonas lycopersici,97,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. MC1750,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arenimonas daejeonensis,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hawaiiensis,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolysobacter antarcticus,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Stenotrophomonas sp. ESTM1D_MKCIP4_1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter soli,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella telluris,33,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
Dyella japonica,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Dyella caseinilytica,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
Dokdonella koreensis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,122,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. CS-2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter indicus,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter venetianus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella sp. K02,21,NA,NA,2,NA,NA,NA,NA,NA,6,NA,NA
Moraxella osloensis,19,22,9,41,NA,2,NA,2,NA,29,1,4
Neptuniibacter halophilus,49,1,2,3,70,8,6,NA,NA,3,36,4
Vreelandella aquamarina,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vreelandella subglaciescola,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,36,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylomonas sp. HYX-M1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylomonas rapida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. Z003-0.4C(8344-21),15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. MPB26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas oryzihabitans,4,6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Pseudomonas putida,3,21,NA,3,NA,NA,35,6,100,6,7,3
Pseudomonas fluorescens,4,10,NA,2,NA,1,NA,2,NA,NA,NA,NA
Pseudomonas congelans,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas huanghezhanensis,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas vranovensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas siliginis,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA
Azotobacter chroococcum,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,32,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
