species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Bradyrhizobium sp. ORS 278,17,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. B097,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,170,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium ontarionense,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium lablabi,17,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,36,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,15,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. ISC25,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium muleiense,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,44,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga roseola,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium currus,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,30,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. Pop5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhizobium banfieldiae,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenggangzhangella methanolivorans,82,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrys taiwanensis,54,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingobium yanoikuyae,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingosinicella microcystinivorans,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseomonas haemaphysalidis,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalassovita sp.,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nisaea acidiphila,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rouxiella chamberiensis,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,120,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas sp. WHRI 8082,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas pavanii,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella telluris,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella caseinilytica,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter courvalinii,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter gandensis,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas syringae,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. YJ42,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathymodiolus thermophilus thioautotrophic gill symbiont,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Methylospira mobilis,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halioglobus sp. Uisw_031,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,32,NA,NA,NA,53,19,NA,NA,NA,NA,23,NA
Vreelandella sp. F11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thiocapsa bogorovii,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marichromatium purpuratum,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shewanella halifaxensis,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,549,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. WGS1538,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,213,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidovorax temperans,31,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,15
Acidovorax sp. 1608163,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herminiimonas arsenitoxidans,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,27,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ralstonia mannitolilytica,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynucleobacter sp. MWH-Braz-FAM2G,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrivivax gelatinosus,16,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bergeriella denitrificans,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paramuribaculum intestinale,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga pollutisoli,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rufibacter radiotolerans,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Palauibacter sp.,118,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeoliella mucimassa,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosistilla carotiformis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomyces sp. SH-PL14,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gimesia panareensis,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kolteria novifilia,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singulisphaera acidiphila,10,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacunisphaera limnophila,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opitutus terrae,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. SL250,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseimicrobium sp. ORNL1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorangium cellulosum,116,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polyangium aurulentum,10,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cystobacter fuscus,10,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edaphobacter paludis,49,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
Terriglobus sp.,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,16,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfosarcina alkanivorans,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrospira sp. KM1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deinococcus radiomollis,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,4506,8292,12887,17162,3028,923,1008,382,165,832,363,627
Akanthomyces muscarius,232,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fusarium oxysporum,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neurospora crassa,38,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sordaria macrospora,33,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA
Talaromyces marneffei,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus nidulans,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus chevalieri,35,23,NA,NA,NA,NA,NA,NA,NA,NA,13,24
Penicillium digitatum,14,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cercospora beticola,12,13,NA,NA,21,12,NA,NA,NA,NA,NA,NA
Malassezia restricta,406,549,1844,592,NA,NA,NA,NA,NA,NA,NA,71
Puccinia triticina,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,481,5010,NA,19,NA,18,NA,NA,NA,NA,NA,NA
Gossypium hirsutum,75,68,NA,NA,10,67,NA,NA,NA,NA,NA,NA
Lupinus angustifolius,46,35,NA,NA,37,26,NA,NA,NA,NA,NA,NA
Benincasa hispida,32,36,NA,NA,NA,39,NA,NA,NA,NA,NA,NA
Alnus glutinosa,18,823,NA,23,53,272,NA,NA,NA,48,NA,NA
Euphorbia lathyris,17,29,NA,NA,NA,19,NA,NA,NA,NA,NA,NA
Salvia hispanica,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ipomoea triloba,11,20,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
Rutidosis leptorrhynchoides,14,67,NA,NA,NA,60,NA,NA,NA,NA,NA,NA
Rhododendron vialii,11,24,NA,NA,48,NA,NA,NA,NA,NA,NA,NA
Malania oleifera,12,39,NA,NA,NA,51,NA,NA,NA,NA,NA,NA
Triticum dicoccoides,214,124,NA,161,NA,34,NA,NA,NA,NA,NA,NA
Triticum aestivum,13,100,NA,691,50,67,NA,104,95,NA,NA,NA
Hordeum vulgare,17,82,NA,NA,NA,51,NA,NA,NA,19,NA,NA
Panicum virgatum,35,63,NA,NA,NA,21,NA,NA,NA,NA,NA,NA
Miscanthus floridulus,13,69,NA,NA,30,31,NA,NA,NA,NA,NA,NA
Ananas comosus,17,14,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
Elaeis guineensis,186,43,NA,NA,NA,43,NA,NA,NA,NA,NA,NA
Dioscorea cayenensis,33,26,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
Magnolia sinica,51,46,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
Cryptomeria japonica,44,1177,NA,37,182,705,NA,10,22,25,NA,NA
Natronorubrum aibiense,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methanolobus sp. WCC4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
