species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Thalassovita sp.,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathymodiolus thermophilus thioautotrophic gill symbiont,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halioglobus sp. Uisw_031,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,564,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. WGS1538,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,228,368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herminiimonas arsenitoxidans,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga pollutisoli,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Palauibacter sp.,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacunisphaera limnophila,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeoliella mucimassa,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorangium cellulosum,117,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edaphobacter paludis,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,4521,8324,12887,17163,3033,966,1017,382,165,837,364,627
Akanthomyces muscarius,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fusarium oxysporum,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talaromyces marneffei,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malassezia restricta,407,551,1844,592,NA,NA,NA,NA,NA,NA,NA,71
Citrus sinensis,484,5073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gossypium hirsutum,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lupinus angustifolius,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salvia hispanica,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triticum dicoccoides,218,146,NA,165,NA,NA,NA,NA,NA,NA,NA,NA
Elaeis guineensis,187,46,NA,NA,NA,48,NA,NA,NA,NA,NA,NA
Magnolia sinica,51,46,NA,NA,NA,46,NA,NA,NA,NA,NA,NA
Cryptomeria japonica,44,1182,NA,NA,182,731,NA,NA,NA,NA,NA,NA
