species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Massilia endophytica,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Rhodoferax sp.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodoferax sediminis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eleftheria terrae,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfuritortus calidifontis,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,49,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 170,1,28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium icense,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium diazoefficiens,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium roseum,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,56,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,14,39,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Agrobacterium tumefaciens,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrys taiwanensis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodomicrobium lacus,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,3,5,NA,NA,NA,3,NA,NA,NA,4,NA,NA
Sphingorhabdus lacus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caulobacter sp. 73W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paremcibacter congregatus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella sp. K02,20,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter venetianus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteibacter aegosomaticola,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Dyella caseinilytica,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
Pseudomonas plecoglossicida,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas oryzihabitans,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
Pseudomonas sp. Z003-0.4C(8344-21),2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Franconibacter daqui,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raoultella terrigena,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vreelandella subglaciescola,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shewanella oneidensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catenovulum sediminis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga horti,13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Chitinophaga caeni,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenobacter sp. BRD67,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
Phocaeicola dorei,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. LG18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomyces sp. SH-PL14,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Luteitalea pratensis,4,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorangium cellulosum,1,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Deinococcus deserti,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,1913,3780,4984,8529,554,276,465,204,5,422,110,328
Malassezia restricta,227,240,987,248,NA,1,NA,2,NA,2,NA,28
Penicillium digitatum,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium oxalicum,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus chevalieri,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA,3
Trichoderma asperellum,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colletotrichum lupini,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Kluyveromyces marxianus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triticum dicoccoides,62,13,3,60,NA,2,NA,9,NA,15,NA,4
Hordeum vulgare,1,7,NA,1,2,3,NA,1,NA,NA,NA,NA
Sorghum bicolor,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Zingiber officinale,9,4,NA,NA,1,3,NA,NA,NA,NA,NA,NA
Musa acuminata,1,2,NA,5,NA,NA,NA,NA,NA,1,4,NA
Asparagus officinalis,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1
Citrus sinensis,29,2579,NA,5,NA,1,NA,NA,NA,NA,NA,NA
Alnus glutinosa,1,130,NA,8,27,65,NA,NA,1,8,NA,NA
Corylus avellana,1,195,NA,7,35,31,NA,3,NA,24,NA,3
Argentina anserina,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Nicotiana tomentosiformis,1,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nicotiana sylvestris,1,1,NA,NA,NA,1,3,NA,NA,NA,NA,NA
Lycium barbarum,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Solanum dulcamara,1,6,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Helianthus annuus,2,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Beta vulgaris,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Magnolia sinica,12,6,NA,NA,1,2,NA,NA,NA,NA,NA,NA
Micromonas commoda,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plasmodium sp. gorilla clade G2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
