species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Anaerocolumna sp. AGMB13020,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erysipelotrichaceae bacterium,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,314,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella variicola,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dickeya fangzhongdai,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pantoea alhagi,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rouxiella chamberiensis,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,95,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas pavanii,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter sp. S4-A87,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermomonas sp. XSG,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dokdonella koreensis,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella telluris,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella terrae,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stutzerimonas stutzeri,194,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas koreensis,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas syringae,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Pseudomonadales bacterium,15,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter lanii,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella osloensis,31,30,10,49,NA,NA,NA,NA,NA,42,NA,NA
Chromohalobacter canadensis,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,26,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
Candidatus Sedimenticola sp. (ex Thyasira tokunagai),106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thiocapsa bogorovii,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathymodiolus thermophilus thioautotrophic gill symbiont,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gammaproteobacteria bacterium,14,42,NA,NA,NA,NA,NA,NA,21,NA,NA,NA
Shewanella halifaxensis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. I71,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1650,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium diazoefficiens,44,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium ontarionense,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,27,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,19,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. B2-1-1,26,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. SRDI969,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,77,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,47,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium currus,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenggangzhangella methanolivorans,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nordella sp. HKS 07,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phreatobacter cathodiphilus,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfitobacter sp. S190,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalassovita sp.,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paracoccus zhejiangensis,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paracoccus pantotrophus,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseomonas haemaphysalidis,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Lichenicoccus sp.,41,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA
Nisaea acidiphila,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingobium yanoikuyae,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,16,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,536,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bordetella sp. H567,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herminiimonas arsenitoxidans,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoduganella aquatica,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,63,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidovorax temperans,33,NA,NA,14,NA,NA,NA,24,NA,NA,NA,14
Simplicispira suum,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia sp. SUR17,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrivivax gelatinosus,11,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chromobacterium vaccinii,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenuifilaceae bacterium CYCD,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paramuribaculum intestinale,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dokdonia sp. MED134,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euzebyella marina,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenobacter sp. APR13,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aquiflexum balticum,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmatimonadota bacterium,64,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Hydrogenedentota bacterium,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium contig00001,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium,65,1435,NA,NA,NA,279,NA,NA,NA,NA,NA,NA
Minicystis rosea,153,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorangium cellulosum,90,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corallococcus coralloides,30,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akkermansiaceae bacterium,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. SL250,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeoliella mucimassa,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosistilla carotiformis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomyces sp. SH-PL14,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomycetota bacterium,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phycisphaerales bacterium,13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Omnitrophota bacterium,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paludibaculum fermentans,67,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryobacterales bacterium,29,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicinamibacterales bacterium,64,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,14,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Manganitrophus sp.,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Nanogingivalaceae bacterium,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Nanosynbacter sp. HMT-348_TM7c-JB,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Saccharibacteria bacterium TM7i,12,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syntrophotalea acetylenica,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfobacterales bacterium,13,22,NA,NA,434,NA,NA,NA,NA,NA,NA,NA
bacterium,31,49,NA,NA,NA,NA,NA,NA,NA,NA,29,NA
Spirochaetia bacterium,13,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apiospora kogelbergensis,1386,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apiospora phragmitis,21,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pestalotiopsis fici,21,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beauveria bassiana,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pochonia chlamydosporia,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticillium dahliae,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neurospora crassa,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venustampulla echinocandica,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyaloscypha bicolor,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollisia scopiformis,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium pulvis,1689,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium longicatenatum,43,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium taxi,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium odoratum,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium cosmopolitanum,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium hordei,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium daleae,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus viridinutans,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus glaucus,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,18
Aspergillus bombycis,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Endocarpon pusillum,22,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxophila tyrrhenica,498,57,NA,NA,49,31,NA,NA,NA,NA,NA,NA
Neohortaea acidophila,142,NA,NA,NA,17,31,NA,NA,NA,NA,NA,NA
Baudoinia panamericana,19,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA
Dissoconium aciculare,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cercospora sojina,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocercospora fijiensis,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria viburni,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria arbusti,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria rosae,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curvularia lunata,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trematosphaeria pertusa,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Westerdykella ornata,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllosticta capitalensis,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malassezia restricta,372,546,1810,525,NA,NA,NA,NA,NA,NA,NA,73
Malassezia globosa,80,202,168,108,NA,NA,NA,NA,220,19,NA,NA
Moesziomyces antarcticus,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomicrostroma glucosiphilum,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantharellus anzutake,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptococcus tetragattii,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,3788,7160,11465,16280,2004,507,779,376,NA,778,86,561
Pan troglodytes,14,72,381,124,NA,26,NA,NA,NA,NA,NA,21
Symphalangus syndactylus,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcebus murinus,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandromys fortis,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mus musculus,48,143,15,18,115,79,NA,18,24,NA,118,NA
Heterocephalus glaber,73,107,30,19,35,41,NA,NA,NA,NA,NA,NA
Felis catus,33,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sus scrofa,31,52,NA,NA,15,21,NA,NA,NA,NA,NA,NA
Equus caballus,17,147,NA,36,78,45,NA,NA,NA,NA,NA,NA
Elgaria multicarinata,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apteryx mantelli,70,90,NA,NA,17,44,NA,NA,20,NA,NA,NA
Pterocles gutturalis,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Protopterus annectens,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphiprion ocellaris,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegastes partitus,45,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA
Salarias fasciatus,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pungitius pungitius,71,55,NA,NA,NA,18,NA,NA,48,NA,NA,NA
Hippocampus zosterae,24,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
Betta splendens,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danio rerio,25,76,NA,NA,NA,45,NA,13,20,NA,NA,NA
Carassius gibelio,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amia calva,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Timema monikensis,76,39,NA,NA,NA,32,NA,NA,NA,NA,NA,NA
Timema cristinae,73,54,NA,NA,NA,31,NA,NA,NA,NA,NA,NA
Timema douglasi,44,44,NA,NA,NA,37,NA,NA,NA,NA,NA,NA
Scaptodrosophila lebanonensis,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosophila nasuta,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthonomus grandis,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhipicephalus sanguineus,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicrocoelium dendriticum,93,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spirometra erinaceieuropaei,17,48,NA,NA,NA,19,NA,NA,NA,NA,NA,NA
Ylistrum balloti,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinopora horrida,47,25,NA,NA,59,NA,NA,NA,NA,NA,NA,NA
Salpingoeca rosetta,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus cavaleriei,387,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,96,1171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herrania umbratica,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitis retordii,31,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cannabis sativa,15,61,NA,NA,NA,32,19,NA,10,NA,NA,NA
Abrus precatorius,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salvia hispanica,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Torenia fournieri,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musa acuminata,29,25,NA,NA,NA,22,NA,NA,NA,NA,NA,NA
Digitaria exilis,10,41,NA,NA,33,19,NA,NA,NA,NA,NA,NA
Eragrostis tef,10,42,11,NA,NA,19,NA,NA,NA,NA,NA,NA
Chlamydomonas reinhardtii,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Natronococcus sp. CG52,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Natronorubrum aibiense,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermoplasmatales archaeon,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermoplasmata archaeon,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ackermannviridae sp.,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caudoviricetes sp.,60,77,38,66,17,29,NA,NA,NA,NA,NA,NA
Severe acute respiratory syndrome-related coronavirus,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
