species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Chenggangzhangella methanolivorans,53,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrys taiwanensis,32,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingobium yanoikuyae,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalassovita sp.,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseomonas haemaphysalidis,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nisaea acidiphila,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,118,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas sp. WHRI 8082,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas pavanii,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella caseinilytica,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella telluris,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter courvalinii,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter gandensis,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rouxiella chamberiensis,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas syringae,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Methylospira mobilis,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathymodiolus thermophilus thioautotrophic gill symbiont,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,31,NA,NA,NA,47,18,NA,NA,NA,NA,NA,NA
Halioglobus sp. Uisw_031,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thiocapsa bogorovii,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shewanella halifaxensis,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,546,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. WGS1538,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,178,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidovorax temperans,30,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,14
Acidovorax sp. 1608163,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herminiimonas arsenitoxidans,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ralstonia mannitolilytica,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrivivax gelatinosus,14,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bergeriella denitrificans,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paramuribaculum intestinale,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga pollutisoli,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Palauibacter sp.,107,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacunisphaera limnophila,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. SL250,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeoliella mucimassa,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosistilla carotiformis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomyces sp. SH-PL14,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singulisphaera acidiphila,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorangium cellulosum,80,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edaphobacter paludis,36,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
Terriglobus sp.,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,14,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deinococcus radiomollis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,4392,8115,12752,17127,2478,846,991,378,125,825,324,624
Akanthomyces muscarius,131,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fusarium oxysporum,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sordaria macrospora,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neurospora crassa,13,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talaromyces marneffei,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus chevalieri,35,21,NA,NA,NA,NA,NA,NA,NA,NA,10,24
Aspergillus nidulans,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium digitatum,14,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malassezia restricta,404,541,1799,578,NA,NA,NA,NA,NA,NA,NA,71
Citrus sinensis,463,4969,NA,18,NA,12,NA,NA,NA,NA,NA,NA
Gossypium hirsutum,33,54,NA,NA,NA,51,NA,NA,NA,NA,NA,NA
Lupinus angustifolius,24,26,NA,NA,25,20,NA,NA,NA,NA,NA,NA
Benincasa hispida,18,25,NA,NA,NA,29,NA,NA,NA,NA,NA,NA
Euphorbia lathyris,15,23,NA,NA,NA,16,NA,NA,NA,NA,NA,NA
Salvia hispanica,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triticum dicoccoides,119,99,NA,157,NA,29,NA,NA,NA,NA,NA,NA
Panicum virgatum,21,44,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
Ananas comosus,12,12,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
Elaeis guineensis,88,33,NA,NA,NA,32,NA,NA,NA,NA,NA,NA
Dioscorea cayenensis,28,19,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
Magnolia sinica,26,36,NA,NA,NA,36,NA,NA,NA,NA,NA,NA
Cryptomeria japonica,23,1063,NA,31,124,610,NA,NA,NA,22,NA,NA
Natronorubrum aibiense,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methanolobus sp. WCC4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
