species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Streptomyces sp. NBC_01235,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. JL1001,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces yatensis,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces anthocyanicus,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces venezuelae,145,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces lavendulae,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinacidiphila reveromycinica,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis carbonis,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hymeniacidonis,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hoggarensis,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jiangella alkaliphila,57,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geodermatophilus sp. DSM 44513,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conexibacter sp. S30A1,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermoleophilum album,20,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anaerocolumna sp. AGMB13020,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,54,522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. I71,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1650,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 111,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,37,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,45,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga roseola,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium currus,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. ISC25,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium muleiense,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenggangzhangella methanolivorans,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrys taiwanensis,54,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingobium yanoikuyae,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseomonas haemaphysalidis,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalassovita sp.,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella telluris,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter courvalinii,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathymodiolus thermophilus thioautotrophic gill symbiont,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Methylospira mobilis,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halioglobus sp. Uisw_031,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,32,NA,NA,NA,53,NA,NA,NA,NA,NA,23,NA
Alcaligenes faecalis,560,501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. WGS1538,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,227,261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herminiimonas arsenitoxidans,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paramuribaculum intestinale,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga pollutisoli,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Palauibacter sp.,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacunisphaera limnophila,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. SL250,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeoliella mucimassa,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomyces sp. SH-PL14,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gimesia panareensis,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorangium cellulosum,117,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edaphobacter paludis,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terriglobus sp.,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,4513,8309,12887,17163,3029,934,1008,382,165,833,364,627
Akanthomyces muscarius,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fusarium oxysporum,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neurospora crassa,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sordaria macrospora,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talaromyces marneffei,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus nidulans,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus chevalieri,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
Malassezia restricta,407,550,1844,592,NA,NA,NA,NA,NA,NA,NA,71
Citrus sinensis,483,5029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gossypium hirsutum,75,86,NA,NA,NA,89,NA,NA,NA,NA,NA,NA
Lupinus angustifolius,48,35,NA,NA,37,27,NA,NA,NA,NA,NA,NA
Benincasa hispida,33,37,NA,NA,NA,39,NA,NA,NA,NA,NA,NA
Salvia hispanica,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triticum dicoccoides,218,134,NA,165,NA,NA,NA,NA,NA,NA,NA,NA
Panicum virgatum,35,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elaeis guineensis,187,43,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
Dioscorea cayenensis,33,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magnolia sinica,51,46,NA,NA,NA,45,NA,NA,NA,NA,NA,NA
Cryptomeria japonica,44,1179,NA,37,182,712,NA,NA,22,25,NA,NA
Natronorubrum aibiense,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
