species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Streptomyces venezuelae,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Plantactinospora sp. ZYX-F-223,1,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Dactylosporangium sp. NBC_01737,1,6,NA,NA,NA,1,NA,NA,NA,3,NA,NA
Amycolatopsis carbonis,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Schaalia sp. 19OD2882,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schaalia meyeri,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nonomuraea glycinis,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bifidobacterium actinocoloniiforme,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egicoccus halophilus,55,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ilumatobacter sp.,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Ilumatobacter coccineus,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidimicrobium ferrooxidans,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermophilibacter mediterraneus,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,46,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metabacillus halosaccharovorans,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oceanobacillus sp. FSL K6-2867,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anoxybacillus sp. PDR2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemella morbillorum,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
[Ruminococcus] torques,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,19,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,373,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. NLF5-7,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes aquatilis,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Achromobacter pestifer,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia terricola,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
Paraburkholderia xenovorans,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycoavidus cysteinexigens,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoduganella flava,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massilia endophytica,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eleftheria terrae,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,1,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodoferax sediminis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfuritortus calidifontis,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ferrovum myxofaciens,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,216,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
Franconibacter daqui,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Raoultella terrigena,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. MC1750,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella japonica,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella telluris,11,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Dyella caseinilytica,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylomonas sp. 2B,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylomonas rapida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella sp. K02,21,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA
Acinetobacter venetianus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,20,NA,NA,NA,NA,1,4,NA,NA,NA,11,NA
Vreelandella subglaciescola,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas plecoglossicida,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas oryzihabitans,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Pseudomonas sp. Z003-0.4C(8344-21),4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas vranovensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ferrimonas sp. YFM,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shewanella oneidensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catenovulum sediminis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Immundisolibacter cernigliae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,69,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,33,48,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Microvirga roseola,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium sp. AMS5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,51,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 4,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 170,2,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 200,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium paxllaeri,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium diazoefficiens,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium roseum,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,36,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pararhizobium sp. A13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. INR15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Starkeya sp. ORNL1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrys taiwanensis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blastochloris viridis,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosea sp. PAMC 26642,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyruvatibacter mobilis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stappia sp. ES.058,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodomicrobium lacus,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,8,5,NA,NA,NA,3,NA,NA,NA,7,NA,NA
Sphingomonas sp. CL5.1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingorhabdus lacus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caulobacter sp. 73W,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paremcibacter congregatus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stieleria marina,65,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopirellula sp. P2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosistilla carotiformis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacipirellula limnantheis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomyces sp. SH-PL14,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Gimesia panareensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. LG18,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. SL250,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga horti,13,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Chitinophaga caeni,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenobacter sp. BRD67,1,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA
Fibrella aestuarina,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmatimonas groenlandica,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,6,39,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Edaphobacter paludis,5,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
Anaeromyxobacter dehalogenans,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorangium cellulosum,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oceanispirochaeta crateris,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,2835,5178,7389,11745,854,376,617,258,6,553,133,404
Malassezia restricta,300,353,1315,346,NA,1,NA,2,NA,5,NA,37
Cryptococcus depauperatus,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Aspergillus chevalieri,11,5,NA,2,NA,NA,NA,NA,NA,1,NA,6
Aspergillus puulaauensis,1,1,NA,NA,5,33,NA,NA,NA,NA,NA,NA
Penicillium digitatum,7,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium oxalicum,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talaromyces marneffei,1,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA
Trichoderma asperellum,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colletotrichum destructivum,1,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Colletotrichum lupini,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Solanum dulcamara,250,9,NA,1,NA,5,NA,NA,NA,NA,NA,NA
Lycium barbarum,1,6,NA,1,NA,3,NA,1,NA,NA,NA,NA
Nicotiana tomentosiformis,1,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nicotiana sylvestris,1,2,NA,1,NA,1,3,NA,NA,NA,NA,NA
Lactuca sativa,1,6,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Citrus sinensis,124,3533,NA,7,NA,2,NA,NA,NA,NA,NA,NA
Cicer arietinum,61,4,NA,1,NA,1,14,NA,NA,NA,NA,NA
Mercurialis annua,3,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Ricinus communis,1,5,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Populus trichocarpa,1,82,NA,12,NA,7,NA,NA,NA,1,NA,NA
Corylus avellana,3,327,NA,12,34,66,NA,3,NA,34,NA,4
Quercus robur,1,56,NA,NA,NA,5,NA,NA,NA,7,NA,NA
Triticum dicoccoides,62,18,2,99,2,4,NA,12,NA,5,NA,3
Aegilops tauschii,1,6,NA,46,NA,5,NA,7,NA,NA,NA,NA
Hordeum vulgare,1,15,NA,2,3,5,NA,NA,2,1,NA,NA
Sorghum bicolor,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Miscanthus floridulus,1,7,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Elaeis guineensis,1,10,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Dioscorea cayenensis,23,7,NA,NA,1,3,NA,NA,NA,NA,NA,NA
Asparagus officinalis,1,2,NA,NA,NA,3,NA,NA,NA,NA,NA,1
Micromonas commoda,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Plasmodium sp. gorilla clade G2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Porcisia hertigi,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halobaculum sp. XH14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
