species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Thermocoleostomius sinensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Gastranaerophilales bacterium,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,45,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalococcoidia bacterium,1,84,NA,1,NA,8,NA,NA,NA,3,NA,NA
Anaerolineales bacterium,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pelolinea submarina,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aggregatilineales bacterium,1,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Herpetosiphon aurantiacus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abditibacteriota bacterium,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vulcanimicrobium alpinum,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Eremiobacterota bacterium,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Deinococcus taeanensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,59,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,29,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,17,10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Bradyrhizobium sp. NC92,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCBAU 051011,5,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. Ash2021,3,22,NA,1,NA,NA,NA,NA,NA,1,NA,NA
Bradyrhizobium sp. ISRA435,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. sBnM-33,2,29,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Bradyrhizobium sp. B097,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 26S5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 200,2,46,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Bradyrhizobium sp. 170,2,74,NA,1,NA,2,NA,NA,NA,3,NA,1
Bradyrhizobium sp. CCBAU 51753,1,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCBAU 53338,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. A5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. I71,1,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 1(2017),1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. NP1,1,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB82,1,6,NA,1,NA,NA,1,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB3481,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Bradyrhizobium sp. CB2312,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,128,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bradyrhizobium diazoefficiens,21,32,NA,NA,NA,11,NA,NA,NA,4,NA,NA
Bradyrhizobium lablabi,8,16,NA,NA,NA,3,NA,NA,NA,1,NA,NA
Bradyrhizobium ontarionense,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium erythrophlei,3,47,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
Bradyrhizobium zhanjiangense,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium huanghuaihaiense,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
