species,ZC1_S4,ZC2_S5,ZC3_S6,ZC4_S7,ZP1_S20,ZP2_S21,ZP3_S22
Heyndrickxia vini,1,NA,2,NA,NA,NA,NA
Rossellomorea sp. FM04394,1,NA,1,NA,NA,2,1
Rossellomorea sp. AcN35-11,1,NA,NA,NA,NA,NA,NA
Metabacillus endolithicus,2,NA,NA,1,NA,NA,NA
Psychrobacillus sp. FSL H8-0483,2,NA,NA,NA,NA,NA,NA
Cytobacillus kochii,1,NA,NA,NA,NA,NA,NA
Niallia circulans,1,NA,NA,NA,NA,NA,NA
Halalkalibacter krulwichiae,1,NA,NA,NA,NA,NA,1
Mesobacillus jeotgali,1,NA,NA,NA,NA,NA,NA
Ornithinibacillus sp. FSL M8-0202,1,NA,NA,NA,1,1,NA
Neobacillus sp. DY30,1,NA,NA,NA,1,NA,NA
Ectobacillus sp. JY-23,1,NA,NA,NA,NA,NA,NA
Salipaludibacillus sp. LMS25,1,NA,NA,NA,NA,NA,NA
Staphylococcus aureus,25913,21471,27588,26898,38666,40180,41125
Staphylococcus argenteus,22,21,28,32,30,41,22
Staphylococcus schweitzeri,16,13,20,10,22,31,30
Staphylococcus saprophyticus,14,6,15,9,28,28,16
Staphylococcus epidermidis,11,7,12,7,20,15,11
Staphylococcus simiae,9,6,6,8,12,11,12
Staphylococcus pseudintermedius,8,11,8,5,16,23,12
Staphylococcus hominis,7,3,1,3,3,8,7
Staphylococcus saccharolyticus,5,4,7,3,3,5,2
Staphylococcus warneri,6,2,2,NA,2,5,4
Staphylococcus taiwanensis,4,NA,NA,2,2,3,3
Staphylococcus lugdunensis,4,2,NA,1,6,1,5
Staphylococcus simulans,3,3,NA,1,1,4,4
Staphylococcus chromogenes,3,2,5,1,4,5,1
Staphylococcus edaphicus,3,NA,3,2,1,NA,1
Staphylococcus equorum,5,5,5,6,5,8,2
Staphylococcus haemolyticus,2,4,5,5,5,3,6
Staphylococcus devriesei,2,2,2,1,2,4,2
Staphylococcus pasteuri,2,3,4,2,6,20,7
Staphylococcus ratti,2,1,1,1,NA,NA,1
Staphylococcus capitis,2,4,10,7,7,9,1
Staphylococcus lloydii,2,1,1,1,NA,NA,2
Staphylococcus cohnii,1,NA,NA,2,2,NA,NA
Staphylococcus arlettae,1,1,1,1,2,3,1
Staphylococcus schleiferi,1,NA,NA,NA,NA,NA,NA
Staphylococcus xylosus,1,NA,NA,2,1,1,2
Staphylococcus caprae,1,4,1,2,4,4,NA
Staphylococcus pettenkoferi,1,NA,1,NA,2,2,3
Staphylococcus casei,1,1,2,NA,2,NA,NA
Staphylococcus hsinchuensis,1,NA,NA,2,2,3,3
Staphylococcus massiliensis,1,1,1,1,2,1,1
Staphylococcus agnetis,1,1,2,1,2,NA,NA
Staphylococcus shinii,1,1,1,NA,NA,3,NA
Staphylococcus debuckii,1,NA,NA,NA,NA,1,NA
Mammaliicoccus sp. Marseille-Q6498,2,1,NA,NA,NA,NA,NA
Mammaliicoccus vitulinus,1,NA,NA,1,NA,NA,NA
Macrococcus brunensis,1,NA,NA,NA,NA,NA,NA
Listeria monocytogenes,24816,20436,25488,27894,37966,38478,40813
Listeria innocua,158,119,180,163,212,227,209
Listeria welshimeri,52,32,48,27,64,50,51
Listeria swaminathanii,49,34,68,66,81,70,58
Listeria seeligeri,26,18,25,21,36,43,24
Listeria ivanovii,21,16,22,26,50,44,44
uncultured Listeria sp.,4,NA,NA,NA,NA,NA,NA
Listeria weihenstephanensis,3,3,5,NA,6,2,6
Listeria grayi,3,NA,NA,1,2,3,NA
Listeria newyorkensis,1,3,3,2,3,2,1
Paenisporosarcina antarctica,1,NA,NA,1,NA,NA,NA
Paenisporosarcina macmurdoensis,13,NA,NA,NA,NA,NA,NA
Solibacillus isronensis,12,NA,NA,NA,NA,NA,NA
Sporosarcina sp. Te-1,1,NA,NA,1,NA,1,NA
Sporosarcina ureae,1,NA,1,1,2,NA,NA
Kurthia sp. wang_05,1,NA,NA,NA,NA,NA,NA
Paenibacillus sp. FSL W8-0194,13,13,8,5,5,4,13
Paenibacillus sp. FSL K6-1217,2,NA,NA,NA,NA,NA,NA
Paenibacillus sabinae,1,NA,NA,NA,NA,NA,NA
Brevibacillus laterosporus,4,NA,NA,NA,NA,1,NA
Cohnella abietis,2,NA,NA,NA,NA,NA,NA
Pasteuria ramosa,1,NA,NA,NA,NA,NA,NA
Enterococcus faecalis,35820,31192,37986,33502,37437,38615,41007
Enterococcus sp. 9D6_DIV0238,7,9,5,4,6,7,9
Enterococcus sp. DIV0212c,4,2,5,1,2,4,1
Enterococcus sp. 12C11_DIV0727,3,NA,1,2,NA,1,1
Enterococcus sp. DIV1094,3,NA,1,1,NA,4,1
Enterococcus sp. 7F3_DIV0205,2,2,2,2,2,1,5
Enterococcus sp. 9E7_DIV0242,2,3,NA,4,1,3,NA
Enterococcus sp. DA9,31,NA,33,NA,53,NA,38
Enterococcus sp. DIV2402,1,2,3,3,1,3,2
Enterococcus sp. DIV0849a,1,NA,1,1,NA,NA,NA
Enterococcus sp. PLM3,16,NA,16,40,NA,18,19
Enterococcus rotai,7,NA,3,NA,2,5,6
Enterococcus silesiacus,7,2,2,5,3,6,4
Enterococcus faecium,8,10,13,16,13,14,10
Enterococcus durans,4,1,9,3,9,2,7
Enterococcus dispar,4,4,3,1,2,1,3
Enterococcus cecorum,3,2,1,5,NA,4,3
Enterococcus avium,3,1,1,NA,NA,NA,1
Enterococcus raffinosus,2,5,2,5,3,3,5
Enterococcus devriesei,2,2,4,1,2,2,2
Enterococcus casseliflavus,2,NA,2,NA,NA,5,5
Enterococcus saccharolyticus,1,3,2,1,2,2,2
Enterococcus saigonensis,1,NA,2,NA,2,1,NA
Enterococcus wangshanyuanii,1,1,1,1,NA,2,2
Enterococcus mundtii,1,2,2,NA,2,4,1
Vagococcus carniphilus,3,NA,1,1,NA,NA,1
Vagococcus xieshaowenii,1,NA,NA,NA,NA,NA,NA
Vagococcus jeotgali,1,NA,2,2,NA,NA,NA
Melissococcus plutonius,1,NA,NA,NA,NA,NA,NA
Limosilactobacillus fermentum,17907,14913,17305,21458,29311,27690,33145
Limosilactobacillus reuteri,2,NA,2,2,2,2,NA
Lactiplantibacillus plantarum,6,3,6,5,6,8,14
Lactiplantibacillus pentosus,2,NA,NA,1,NA,1,NA
Lactobacillus delbrueckii,3,NA,3,3,10,6,9
Lactobacillus crispatus,1,NA,NA,NA,NA,NA,NA
Pediococcus acidilactici,1,2,NA,NA,1,NA,NA
Pediococcus damnosus,1,2,NA,NA,1,NA,NA
Pediococcus pentosaceus,1,NA,NA,1,NA,1,1
Ligilactobacillus agilis,1,NA,NA,NA,NA,NA,NA
Ligilactobacillus salivarius,1,NA,NA,1,NA,NA,NA
Ligilactobacillus murinus,1,NA,1,NA,NA,NA,1
Leuconostoc mesenteroides,2,NA,NA,NA,NA,NA,NA
Lentilactobacillus kefiri,2,NA,NA,NA,NA,NA,NA
Weissella cibaria,1,2,NA,NA,NA,NA,NA
Weissella confusa,1,NA,NA,NA,NA,NA,NA
Fructobacillus fructosus,1,NA,NA,NA,NA,NA,NA
Levilactobacillus zymae,1,NA,NA,NA,1,1,NA
Apilactobacillus kunkeei,1,NA,NA,NA,1,NA,NA
Streptococcus thermophilus,2,NA,1,NA,1,NA,NA
Streptococcus infantis,1,NA,NA,NA,NA,1,NA
Streptococcus uberis,1,NA,NA,NA,1,NA,NA
Streptococcus suis,1,1,NA,NA,NA,1,NA
Streptococcus sanguinis,1,NA,NA,NA,NA,1,NA
Streptococcus nidrosiense,1,NA,NA,NA,NA,NA,NA
Aerococcaceae bacterium zg-252,1,NA,NA,NA,NA,NA,NA
Aerococcaceae bacterium zg-1292,1,NA,NA,NA,NA,NA,NA
Aerococcus urinaeequi,2,NA,NA,NA,NA,NA,2
Ignavigranum ruoffiae,1,NA,NA,NA,NA,NA,NA
Desemzia incerta,1,NA,NA,NA,NA,NA,NA
Carnobacterium viridans,1,NA,1,NA,1,NA,NA
Carnobacteriaceae bacterium zg-C25,1,NA,NA,NA,NA,NA,NA
Clostridium sp.,1,NA,NA,NA,NA,NA,NA
Clostridium perfringens,1,NA,1,NA,NA,4,NA
Clostridium cochlearium,1,NA,NA,NA,NA,NA,NA
Clostridium estertheticum,1,NA,NA,NA,NA,NA,NA
uncultured Peptococcaceae bacterium,1,NA,NA,NA,NA,1,NA
Desulfofundulus kuznetsovii,1,NA,NA,NA,NA,NA,NA
Desulfofarcimen acetoxidans,1,NA,NA,1,NA,NA,NA
Acididesulfobacillus acetoxydans,1,NA,NA,NA,NA,NA,NA
Hominenteromicrobium mulieris,1,NA,NA,NA,NA,NA,NA
Ruthenibacterium lactatiformans,1,NA,1,NA,NA,NA,NA
uncultured Faecalibacterium sp.,1,1,NA,NA,NA,NA,NA
Caproicibacter fermentans,1,NA,NA,NA,NA,NA,NA
Desulfitobacterium metallireducens,1,NA,NA,NA,NA,NA,NA
Lachnospiraceae bacterium,2,NA,NA,NA,NA,NA,NA
Blautia producta,1,NA,NA,NA,NA,NA,NA
Roseburia sp. 499,1,1,NA,NA,NA,NA,NA
Hungatella hathewayi,1,NA,NA,NA,NA,NA,NA
Lacrimispora xylanisolvens,1,4,2,3,1,2,2
Helicovermis profundi,1,NA,NA,NA,NA,NA,NA
Aedoeadaptatus ivorii,2,NA,NA,1,NA,NA,NA
Negativicoccus massiliensis,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00191,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. Je 1-332,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. GMY02,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. GS7,1,NA,NA,NA,NA,NA,1
Streptomyces sp. NBC_01518,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. fd1-xmd,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00820,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. ITFR-21,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. R39,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01335,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. R33,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00513,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. SirexAA-E,1,NA,NA,NA,NA,NA,NA
Streptomyces tirandamycinicus,1,NA,NA,NA,NA,NA,NA
Streptomyces pluripotens,1,NA,NA,NA,NA,NA,NA
Streptomyces prunicolor,1,NA,NA,NA,NA,NA,NA
Streptomyces albus,1,NA,1,NA,NA,NA,NA
Kitasatospora sp. HUAS MG31,1,NA,NA,NA,NA,NA,NA
Streptacidiphilus sp. P02-A3a,1,NA,NA,NA,NA,NA,NA
Arthrobacter sp. CJ23,1,NA,NA,NA,NA,NA,NA
Arthrobacter sp. UKPF54-2,1,NA,NA,NA,NA,NA,NA
Arthrobacter sp. StoSoilB5,1,NA,NA,NA,NA,NA,NA
Paenarthrobacter nicotinovorans,1,NA,NA,NA,NA,NA,NA
Glutamicibacter mishrai,1,NA,NA,NA,NA,NA,NA
Sinomonas sp. R1AF57,1,NA,NA,NA,NA,NA,NA
Microcella flavibacter,1,NA,NA,NA,NA,NA,NA
Clavibacter capsici,1,NA,NA,NA,NA,NA,NA
Curtobacterium sp. MCPF17_002,1,NA,NA,NA,NA,NA,NA
Nocardioides sp. JS614,1,1,NA,1,NA,NA,NA
Nocardioides aquaticus,1,NA,NA,NA,NA,NA,NA
Nocardioides faecalis,1,NA,NA,NA,NA,NA,NA
Microlunatus sagamiharensis,1,NA,NA,NA,NA,NA,NA
Kribbella qitaiheensis,1,NA,NA,NA,NA,NA,NA
Tsukamurella pulmonis,1,NA,NA,NA,NA,NA,NA
Gordonia terrae,1,NA,NA,NA,NA,NA,NA
Mycobacterium sp. ITM-2016-00317,1,NA,1,NA,1,NA,NA
Corynebacterium kefirresidentii,1,NA,NA,NA,NA,NA,NA
Nocardiopsis sp. HUAS JQ3,1,NA,NA,NA,NA,NA,NA
Thermobifida halotolerans,1,NA,NA,NA,NA,NA,NA
Actinomadura rugatobispora,1,NA,NA,NA,NA,NA,NA
Bifidobacterium actinocoloniiforme,1,NA,NA,NA,NA,NA,NA
Bifidobacterium dentium,1,NA,NA,NA,NA,NA,NA
Bifidobacterium angulatum,1,NA,NA,NA,NA,NA,NA
Saccharopolyspora spinosa,1,NA,NA,NA,NA,NA,NA
Saccharopolyspora erythraea,1,NA,NA,1,NA,NA,NA
uncultured Actinomycetes bacterium,1,NA,1,1,1,NA,NA
Trueperella pyogenes,1,NA,NA,NA,NA,NA,NA
uncultured Acidimicrobiaceae bacterium,1,NA,NA,NA,NA,NA,NA
Prochlorococcus marinus,1,NA,NA,NA,NA,NA,1
Nodosilinea sp. LVE1205-7,1,NA,NA,NA,NA,NA,NA
Gloeotrichia echinulata,1,NA,NA,6,NA,NA,NA
Moorena producens,1,NA,NA,NA,NA,NA,NA
Mycoplasmopsis bovirhinis,2,NA,NA,NA,NA,NA,NA
Caldilinea aerophila,1,NA,NA,NA,NA,NA,NA
Dehalococcoidia bacterium,1,1,2,2,NA,NA,NA
Salmonella enterica,52820,51090,46968,33388,42793,39253,44229
Salmonella sp. WGH-01,54,36,53,12,35,30,43
Salmonella sp. SJTUF15606,168,NA,NA,NA,NA,NA,NA
Salmonella sp. SA14318,5,NA,11,7,NA,6,18
Salmonella sp. SSDFZ54,42,55,47,NA,NA,NA,77
Salmonella sp.,10,NA,12,NA,12,NA,NA
Salmonella bongori,50,252,41,25,155,243,20
Escherichia coli,34482,33124,28871,20816,23126,20221,27046
Escherichia albertii,63,56,60,42,49,30,30
Escherichia sp. E4742,27,15,25,11,10,10,14
Escherichia sp. KS167_9B,20,26,NA,15,NA,13,14
Escherichia marmotae,43,22,23,21,18,11,24
Escherichia fergusonii,47,33,41,33,33,23,35
Shigella flexneri,1391,748,652,431,542,2370,789
Shigella dysenteriae,174,160,191,155,99,108,147
Shigella boydii,335,263,210,147,351,190,285
Shigella sonnei,88,643,45,65,46,113,54
Klebsiella pneumoniae,181,149,130,184,86,90,672
Klebsiella quasipneumoniae,21,4,7,2,35,21,43
Klebsiella variicola,4,10,5,2,NA,NA,4
Klebsiella aerogenes,12,5,8,3,2,1,6
Klebsiella sp. P1CD1,3,NA,NA,NA,NA,NA,NA
Klebsiella huaxiensis,3,3,3,1,1,2,1
Klebsiella michiganensis,2,4,NA,5,4,1,4
Klebsiella africana,2,NA,1,NA,1,NA,1
Klebsiella oxytoca,2,1,2,3,2,2,3
Raoultella ornithinolytica,7,4,9,6,7,5,NA
Raoultella planticola,2,3,NA,2,NA,3,1
Raoultella terrigena,1,1,NA,1,NA,NA,1
Citrobacter freundii,25,26,39,27,14,29,28
Citrobacter braakii,22,15,14,21,20,4,4
Citrobacter freundii complex sp. CFNIH9,4,NA,NA,NA,NA,NA,NA
Citrobacter portucalensis,10,10,7,6,5,2,8
Citrobacter werkmanii,7,8,NA,5,3,5,NA
Citrobacter sedlakii,1,1,NA,1,1,1,1
Citrobacter sp. RHB25-C09,6,5,5,5,4,3,4
Citrobacter sp. R56,3,1,3,2,3,NA,2
Citrobacter sp. 172116965,13,NA,NA,NA,NA,NA,NA
Citrobacter rodentium,6,3,2,3,5,1,2
Citrobacter koseri,8,1,8,2,1,7,1
Citrobacter enshiensis,3,2,NA,1,2,NA,NA
Citrobacter meridianamericanus,1,1,2,NA,NA,NA,1
Citrobacter telavivensis,1,3,1,NA,1,NA,1
Citrobacter farmeri,1,4,5,2,2,1,1
Citrobacter amalonaticus,1,3,NA,2,1,NA,NA
Enterobacter cloacae complex sp.,1,1,1,NA,1,NA,2
Enterobacter sp. BIDMC 29,4,NA,NA,4,NA,NA,NA
Enterobacter cloacae complex sp. Mu1197,1,NA,NA,NA,NA,1,NA
Enterobacter asburiae,10,3,3,1,8,NA,7
Enterobacter roggenkampii,6,1,1,1,2,6,2
Enterobacter cancerogenus,5,4,1,1,4,4,NA
Enterobacter hormaechei,13,18,17,14,14,10,22
Enterobacter kobei,7,4,4,2,4,4,5
Enterobacter chuandaensis,2,NA,NA,1,NA,2,NA
Enterobacter sichuanensis,2,1,2,2,1,NA,NA
Enterobacter ludwigii,8,4,NA,NA,8,14,NA
Enterobacter chengduensis,1,NA,NA,NA,NA,NA,1
Enterobacter cloacae,2,12,6,6,9,2,3
Enterobacter sp. RHBSTW-00994,2,NA,NA,1,1,NA,2
Enterobacter sp. 638,2,1,1,NA,1,NA,1
Enterobacter sp. SA187,1,NA,NA,NA,NA,NA,NA
Enterobacter sp. PGRG2,1,NA,NA,NA,1,NA,NA
Enterobacter sp. Z1,5,NA,NA,NA,NA,NA,NA
Enterobacter sp. SES19,2,NA,NA,NA,NA,NA,NA
Enterobacter sp. DTU_2021_1002640_1_SI_PRY_ASU_LCPMC_013,2,NA,NA,4,NA,NA,NA
Enterobacter huaxiensis,4,2,NA,NA,3,NA,1
Enterobacter soli,1,1,2,NA,NA,NA,NA
Enterobacter mori,1,1,2,NA,1,NA,2
Enterobacter adelaidei,1,1,NA,1,NA,NA,NA
Kosakonia cowanii,7,NA,NA,1,1,1,1
Kosakonia sp. SMBL-WEM22,1,NA,1,1,NA,NA,NA
Kosakonia sp. H02,1,1,5,1,3,1,NA
Kosakonia pseudosacchari,1,NA,NA,2,NA,NA,1
Kosakonia sacchari,1,1,1,NA,NA,2,1
Kosakonia oryzendophytica,1,1,1,NA,1,1,NA
Kosakonia oryzae,2,1,1,1,NA,NA,NA
Kosakonia radicincitans,2,NA,1,1,NA,NA,1
Kluyvera intermedia,3,3,1,1,1,3,NA
Kluyvera ascorbata,3,1,2,NA,4,2,1
Kluyvera sichuanensis,2,2,1,1,NA,NA,NA
Kluyvera cryocrescens,2,2,2,1,NA,NA,NA
Kluyvera sp. CRP,1,NA,NA,NA,NA,NA,NA
Leclercia adecarboxylata,9,7,2,5,8,3,7
Leclercia sp. S52,1,NA,NA,NA,NA,NA,NA
Leclercia pneumoniae,1,1,1,1,2,NA,2
Cronobacter sakazakii,7,NA,1,NA,NA,NA,1
Cronobacter turicensis,1,NA,1,NA,NA,NA,NA
Cronobacter dublinensis,1,NA,NA,2,NA,1,NA
Buttiauxella sp. WJP83,3,NA,1,1,3,NA,NA
Buttiauxella selenatireducens,1,NA,NA,NA,2,NA,NA
Buttiauxella ferragutiae,3,NA,NA,NA,NA,NA,NA
Buttiauxella agrestis,1,2,1,NA,NA,3,3
Cedecea neteri,4,3,5,3,2,1,1
Cedecea sp. FDAARGOS_727,1,2,NA,NA,NA,1,1
Cedecea lapagei,1,1,1,NA,NA,NA,NA
Enterobacteriaceae bacterium strain FGI 57,2,1,1,NA,NA,NA,2
Enterobacteriaceae bacterium ENNIH1,3,1,1,NA,NA,1,2
Superficieibacter sp. HKU1,5,2,7,2,1,3,NA
Pseudocitrobacter faecalis,3,1,9,3,2,2,4
Pseudocitrobacter corydidari,1,2,NA,1,NA,NA,1
Lelliottia amnigena,4,1,4,2,2,NA,NA
Yokenella regensburgei,4,1,2,NA,1,NA,3
[Enterobacter] lignolyticus,4,NA,NA,NA,1,3,1
Phytobacter ursingii,2,NA,NA,1,NA,NA,NA
Trabulsiella odontotermitis,2,2,3,3,4,5,NA
Mangrovibacter phragmitis,2,1,NA,1,1,2,2
Atlantibacter hermannii,2,NA,1,1,NA,NA,4
Jejubacter calystegiae,2,1,1,NA,1,2,1
Apirhabdus apintestini,1,NA,1,NA,NA,1,NA
Scandinavium goeteborgense,1,3,2,NA,1,NA,3
Shimwellia blattae,1,2,NA,NA,1,2,NA
Erwinia sp. E_sp_W01_6,5,NA,1,NA,NA,1,NA
Erwinia sp. E_sp_W01_1,6,NA,4,NA,NA,6,NA
[Pantoea] beijingensis,2,NA,1,NA,NA,1,NA
Erwinia tracheiphila,2,NA,1,1,NA,NA,NA
Erwinia sorbitola,1,NA,1,2,NA,NA,NA
Candidatus Erwinia impunctatus,1,NA,NA,NA,NA,NA,NA
Erwinia tasmaniensis,1,NA,NA,NA,NA,NA,NA
Pantoea sp. Lij88,1,NA,NA,NA,NA,NA,NA
Pantoea sp. At-9b,1,NA,NA,NA,1,NA,NA
Pantoea sp. Z09,1,NA,NA,NA,NA,1,NA
Pantoea agglomerans,2,5,NA,NA,4,NA,1
Pantoea piersonii,1,NA,NA,NA,1,NA,NA
Pantoea phytobeneficialis,1,NA,NA,NA,1,1,NA
Pantoea alhagi,1,NA,2,NA,1,1,1
Pantoea stewartii,5,NA,NA,NA,3,NA,3
Pantoea ananatis,1,1,1,NA,NA,NA,NA
Mixta hanseatica,1,NA,NA,NA,2,NA,NA
Mixta gaviniae,1,NA,NA,NA,NA,NA,NA
Duffyella gerundensis,1,1,NA,NA,NA,NA,NA
Tatumella ptyseos,1,NA,NA,NA,NA,1,1
Arsenophonus endosymbiont of Bemisia tabaci,7,NA,NA,NA,NA,NA,NA
Providencia rettgeri,5,NA,NA,2,NA,NA,1
Morganella morganii,2,NA,1,NA,3,1,2
Xenorhabdus bovienii,2,NA,NA,NA,NA,1,NA
Photorhabdus laumondii,2,NA,NA,NA,NA,NA,NA
Proteus mirabilis,1,1,4,NA,1,NA,NA
Serratia fonticola,1,NA,NA,1,NA,NA,NA
Serratia rubidaea,1,NA,NA,1,NA,NA,1
Serratia plymuthica,1,NA,NA,NA,NA,2,1
Serratia nematodiphila,5,NA,NA,NA,NA,NA,NA
Serratia aquatilis,1,NA,NA,NA,1,NA,NA
Serratia rhizosphaerae,1,NA,NA,NA,NA,NA,NA
Serratia marcescens,1,6,4,2,2,2,3
Yersinia entomophaga,1,NA,NA,NA,NA,NA,NA
Yersinia enterocolitica,1,NA,NA,NA,NA,NA,NA
Yersinia ruckeri,1,NA,NA,NA,NA,NA,NA
Yersinia vastinensis,1,NA,NA,NA,NA,NA,NA
Gibbsiella quercinecans,1,NA,NA,2,NA,NA,NA
Rouxiella chamberiensis,1,NA,1,NA,NA,NA,NA
Pectobacterium brasiliense,3,2,NA,NA,NA,NA,NA
Pectobacterium sp. PL64,1,NA,NA,NA,NA,NA,NA
Pectobacterium parmentieri,1,1,NA,NA,NA,NA,3
Pectobacterium versatile,1,NA,NA,NA,NA,NA,NA
Dickeya dadantii,4,NA,NA,NA,NA,NA,NA
Brenneria rubrifaciens,1,1,NA,NA,1,NA,NA
Brenneria nigrifluens,1,NA,1,NA,NA,NA,NA
Sodalis sp. Fle,1,NA,NA,NA,NA,NA,NA
Candidatus Sodalis pierantonius,1,NA,2,NA,NA,NA,NA
Sodalis glossinidius,1,NA,NA,NA,NA,NA,NA
Edwardsiella tarda,2,NA,2,3,2,1,NA
Edwardsiella hoshinae,1,1,1,NA,NA,NA,NA
Limnobaculum parvum,1,1,NA,NA,NA,1,NA
Leminorella grimontii,1,1,NA,NA,1,2,NA
Gallaecimonas sp. GXIMD4217,1,NA,NA,NA,NA,NA,NA
Pseudomonas aeruginosa,23215,22781,18054,16815,30072,25543,31970
Pseudomonas paraeruginosa,17,2,10,6,NA,11,17
Pseudomonas citronellolis,7,2,NA,NA,7,4,9
Pseudomonas nitroreducens,2,5,NA,NA,NA,NA,5
Pseudomonas sp. LPB0260,2,1,1,NA,NA,NA,1
Pseudomonas sp. Q1-7,2,1,1,NA,NA,1,NA
Pseudomonas sp. GCEP-101,2,NA,NA,1,1,1,1
Pseudomonas sp. ATCC 13867,2,1,1,NA,NA,3,2
Pseudomonas sp. 273,2,NA,NA,NA,NA,NA,NA
Pseudomonas sp. C9-3,2,1,NA,1,NA,1,1
Pseudomonas sp. FFPRI_1,2,NA,NA,1,NA,NA,NA
Pseudomonas sp. 7SR1,2,NA,NA,1,NA,NA,NA
Pseudomonas sp. HS-18,3,NA,NA,NA,NA,4,NA
Pseudomonas sp. ADAK18,1,NA,NA,1,1,NA,NA
Pseudomonas sp. SL4(2022),1,NA,NA,1,1,NA,NA
Pseudomonas sp. WJP1,1,NA,NA,NA,NA,1,NA
Pseudomonas sp.,10,NA,NA,NA,NA,NA,NA
Pseudomonas sp. MTM4,1,1,1,NA,NA,NA,2
Pseudomonas sp. L5B5,1,NA,NA,1,NA,NA,NA
Pseudomonas sp. RU47,5,NA,NA,NA,NA,NA,NA
Pseudomonas sp. PDNC002,1,1,NA,1,2,NA,1
Pseudomonas sp. 15A4,1,NA,NA,NA,NA,NA,1
Pseudomonas sp. KNUC1026,1,NA,NA,1,1,1,NA
Pseudomonas sp. TUM22785,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. HN11,1,NA,NA,NA,NA,NA,NA
Pseudomonas sp. J452,1,NA,NA,NA,1,1,2
Pseudomonas sp. B21-012,4,NA,NA,NA,NA,NA,NA
Pseudomonas sp. ADPe,2,NA,NA,NA,2,NA,NA
Pseudomonas sp. B21-053,1,NA,NA,NA,NA,NA,NA
