species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Actinacidiphila reveromycinica,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis carbonis,203,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hymeniacidonis,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hoggarensis,26,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geodermatophilus sp. DSM 44513,40,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora sp. WMMD998,25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Longispora sp. K20-0274,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jiangella alkaliphila,20,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parafrankia sp. EAN1pec,18,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jatrophihabitans sp. GAS493,16,8,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Schaalia cardiffensis,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conexibacter sp. S30A1,24,11,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
Thermoleophilum album,20,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Poriferisodalis sp.,11,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrobacter xylanophilus,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,56,7,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
Bacillus sp. PPSBB_11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA
Pseudalkalibacillus hwajinpoensis,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus pedocola,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anaerocolumna sp. AGMB13020,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,51,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. I71,97,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,63,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1650,24,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 111,19,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,18,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. NC92,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. B097,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCBAU 051011,5,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. Ash2021,5,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,159,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium lablabi,14,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium ontarionense,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,22,47,NA,NA,NA,20,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,15,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. ISC25,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,36,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. AaZ16,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium muleiense,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,151,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,44,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga roseola,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,29,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium currus,35,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium nodulans,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,28,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. Pop5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhizobium banfieldiae,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pararhizobium sp. A13,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenggangzhangella methanolivorans,53,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrys taiwanensis,31,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Labrys sp. KNU-23,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosea sp. ANAM02,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosea sp. PAMC 26642,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyphomicrobium sp. DMF-1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oceaniradius stylonematis,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingobium yanoikuyae,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,21,14,NA,NA,NA,NA,NA,NA,NA,13,NA,NA
Novosphingobium resinovorum,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingosinicella microcystinivorans,13,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalassovita sp.,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseomonas haemaphysalidis,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nisaea acidiphila,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,116,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas sp. WHRI 8082,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas pavanii,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter sp. S4-A87,41,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermomonas sp. XSG,5,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
Dyella caseinilytica,15,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
Dyella telluris,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella terrae,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahibacter amnicola,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dokdonella koreensis,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,156,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,42,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. A2,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,149,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter courvalinii,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter gandensis,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella sp. K02,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella osloensis,15,34,10,46,NA,NA,NA,NA,NA,40,NA,NA
Escherichia coli,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rouxiella chamberiensis,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas syringae,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. KU26590,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. Ost2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ectopseudomonas mendocina,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,40,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Methylospira mobilis,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,31,NA,NA,NA,47,13,NA,NA,NA,NA,8,NA
Vreelandella sp. F11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,33,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathymodiolus thermophilus thioautotrophic gill symbiont,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thiocapsa bogorovii,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marichromatium purpuratum,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halioglobus sp. Uisw_031,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shewanella halifaxensis,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,542,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. WGS1538,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,177,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidovorax temperans,30,24,NA,11,NA,26,NA,20,NA,18,NA,14
Acidovorax sp. 1608163,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herminiimonas arsenitoxidans,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herbaspirillum sp. meg3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoduganella sp. UC29_106,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,25,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ralstonia mannitolilytica,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrivivax gelatinosus,14,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bergeriella denitrificans,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrosospira sp. Is2,9,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrogenophilus thermoluteolus,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paramuribaculum intestinale,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga pollutisoli,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sediminibacterium sp. TEGAF015,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rufibacter radiotolerans,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Palauibacter sp.,107,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudogemmatithrix spongiicola,8,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmatimonas groenlandica,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacunisphaera limnophila,82,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opitutus terrae,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. SL250,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseimicrobium sp. ORNL1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeoliella mucimassa,39,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosistilla carotiformis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bremerella sp. P1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stieleria marina,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lignipirellula cremea,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomyces sp. SH-PL14,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gimesia panareensis,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singulisphaera acidiphila,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kolteria novifilia,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edaphobacter paludis,36,NA,NA,NA,10,5,NA,NA,NA,NA,NA,NA
Terriglobus sp.,22,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicella tundricola,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alloacidobacterium dinghuense,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paludibaculum fermentans,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,14,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea sp. TBR-22,7,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorangium cellulosum,80,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polyangium aurulentum,7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfosarcina alkanivorans,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deinococcus radiomollis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,4385,8105,12752,17127,2477,843,989,378,125,824,324,624
Akanthomyces muscarius,127,13,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
Fusarium oxysporum,107,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
Purpureocillium takamizusanense,10,11,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
Sordaria macrospora,28,7,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
Neurospora crassa,13,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talaromyces marneffei,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talaromyces rugulosus,6,7,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
Aspergillus chevalieri,35,19,NA,NA,NA,NA,NA,NA,NA,NA,10,24
Aspergillus nidulans,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus fumigatus,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium digitatum,14,47,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
Cercospora beticola,6,11,NA,NA,10,7,NA,NA,NA,NA,NA,NA
Malassezia restricta,403,541,1799,578,NA,NA,NA,NA,NA,8,NA,71
Puccinia triticina,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,462,4964,NA,17,NA,12,NA,NA,NA,NA,NA,NA
Gossypium hirsutum,33,49,NA,NA,NA,51,NA,NA,NA,NA,NA,NA
Lupinus angustifolius,24,26,NA,NA,25,20,NA,NA,NA,NA,NA,NA
Vigna unguiculata,12,23,NA,NA,NA,19,NA,NA,NA,NA,NA,NA
Benincasa hispida,18,25,NA,NA,NA,29,NA,NA,NA,NA,NA,NA
Euphorbia lathyris,14,23,NA,NA,NA,16,NA,NA,NA,NA,NA,NA
Salvia hispanica,22,8,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
Nicotiana tomentosiformis,6,38,NA,NA,NA,27,NA,NA,NA,NA,NA,NA
Rhododendron vialii,9,22,NA,NA,46,7,NA,NA,NA,NA,NA,NA
Rutidosis leptorrhynchoides,7,51,NA,NA,NA,43,NA,NA,NA,NA,NA,NA
Malania oleifera,8,29,NA,NA,6,44,NA,NA,NA,NA,NA,NA
Triticum dicoccoides,117,99,NA,155,NA,27,NA,19,NA,24,NA,NA
Triticum aestivum,6,81,NA,672,21,51,NA,86,36,28,NA,NA
Hordeum vulgare,8,58,NA,NA,NA,39,NA,NA,NA,10,NA,NA
Panicum virgatum,21,44,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
Miscanthus floridulus,9,54,NA,NA,12,22,NA,NA,NA,NA,NA,NA
Phragmites australis,5,38,NA,NA,343,13,NA,NA,NA,NA,NA,NA
Ananas comosus,12,12,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
Elaeis guineensis,88,33,NA,NA,NA,32,NA,NA,NA,NA,NA,NA
Dioscorea cayenensis,28,19,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
Magnolia sinica,26,36,NA,NA,NA,36,NA,NA,NA,NA,NA,NA
Cryptomeria japonica,23,1063,NA,30,124,609,NA,9,5,22,NA,NA
Natronorubrum aibiense,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methanolobus sp. WCC4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
