species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Bradyrhizobium sp. CB1015,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. I71,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1650,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,45,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga roseola,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium currus,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. ISC25,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium muleiense,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenggangzhangella methanolivorans,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrys taiwanensis,32,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingobium yanoikuyae,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalassovita sp.,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseomonas haemaphysalidis,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter courvalinii,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathymodiolus thermophilus thioautotrophic gill symbiont,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,31,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA
Halioglobus sp. Uisw_031,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,558,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. WGS1538,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,191,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herminiimonas arsenitoxidans,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga pollutisoli,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Palauibacter sp.,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacunisphaera limnophila,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeoliella mucimassa,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorangium cellulosum,80,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edaphobacter paludis,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terriglobus sp.,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,4398,8135,12752,17128,2478,875,991,378,125,826,324,624
Malassezia restricta,404,542,1799,578,NA,NA,NA,NA,NA,NA,NA,71
Akanthomyces muscarius,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Fusarium oxysporum,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Talaromyces marneffei,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus chevalieri,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
Aspergillus nidulans,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,464,5004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gossypium hirsutum,33,65,NA,NA,NA,71,NA,NA,NA,NA,NA,NA
Lupinus angustifolius,27,27,NA,NA,25,NA,NA,NA,NA,NA,NA,NA
Salvia hispanica,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triticum dicoccoides,119,114,NA,161,NA,NA,NA,NA,NA,NA,NA,NA
Panicum virgatum,21,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elaeis guineensis,88,33,NA,NA,NA,36,NA,NA,NA,NA,NA,NA
Dioscorea cayenensis,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Magnolia sinica,26,36,NA,NA,NA,37,NA,NA,NA,NA,NA,NA
Cryptomeria japonica,23,1066,NA,31,124,628,NA,NA,NA,22,NA,NA
