species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Stutzerimonas stutzeri,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas koreensis,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Pseudomonadales bacterium,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dokdonella koreensis,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella telluris,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter lanii,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chromohalobacter canadensis,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,26,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
Candidatus Sedimenticola sp. (ex Thyasira tokunagai),106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Methylospira mobilis,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathymodiolus thermophilus thioautotrophic gill symbiont,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. I71,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1650,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,30,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,47,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium currus,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenggangzhangella methanolivorans,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nordella sp. HKS 07,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfitobacter sp. S190,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalassovita sp.,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paracoccus zhejiangensis,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paracoccus pantotrophus,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseomonas haemaphysalidis,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Lichenicoccus sp.,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nisaea acidiphila,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingobium yanoikuyae,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,548,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herminiimonas arsenitoxidans,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoduganella aquatica,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herbaspirillum sp. meg3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia sp. SUR17,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,77,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simplicispira suum,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenuifilaceae bacterium CYCD,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dokdonia sp. MED134,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euzebyella marina,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenobacter sp. APR13,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmatimonadota bacterium,79,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akkermansiaceae bacterium,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeoliella mucimassa,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmataceae bacterium,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomycetota bacterium,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Omnitrophota bacterium,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minicystis rosea,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorangium cellulosum,130,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corallococcus coralloides,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium contig00001,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paludibaculum fermentans,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryobacterales bacterium,36,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicinamibacterales bacterium,69,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Manganitrophus sp.,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bacterium,95,75,NA,NA,NA,NA,NA,NA,NA,NA,32,NA
Syntrophotalea acetylenica,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfobacterales bacterium,21,28,NA,NA,926,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,3875,7342,11637,16378,2150,578,792,389,NA,799,90,579
Symphalangus syndactylus,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcebus murinus,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandromys fortis,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mus musculus,85,209,20,NA,187,110,NA,NA,43,NA,147,NA
Heterocephalus glaber,113,131,33,NA,69,56,NA,NA,NA,NA,NA,NA
Sus scrofa,46,64,NA,NA,27,30,NA,NA,NA,NA,NA,NA
Felis catus,41,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equus caballus,32,209,NA,37,175,66,NA,NA,NA,NA,NA,NA
Elgaria multicarinata,425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apteryx mantelli,150,127,NA,NA,32,61,NA,NA,48,NA,NA,NA
Pterocles gutturalis,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Protopterus annectens,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphiprion ocellaris,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegastes partitus,66,NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA
Salarias fasciatus,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pungitius pungitius,164,79,NA,NA,NA,NA,NA,NA,76,NA,NA,NA
Hippocampus zosterae,33,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
Danio rerio,48,98,NA,NA,NA,60,NA,NA,28,NA,NA,NA
Amia calva,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Timema monikensis,136,49,NA,NA,NA,85,NA,NA,NA,NA,NA,NA
Timema cristinae,96,82,NA,NA,NA,90,NA,NA,NA,NA,NA,NA
Timema douglasi,97,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosophila nasuta,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scaptodrosophila lebanonensis,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicrocoelium dendriticum,178,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spirometra erinaceieuropaei,27,65,NA,NA,22,29,NA,NA,NA,NA,NA,NA
Ylistrum balloti,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinopora horrida,56,37,NA,NA,103,NA,NA,NA,NA,NA,NA,NA
Apiospora kogelbergensis,1415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apiospora phragmitis,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pestalotiopsis fici,22,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beauveria bassiana,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticillium dahliae,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neurospora crassa,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venustampulla echinocandica,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyaloscypha bicolor,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollisia scopiformis,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium pulvis,1742,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium longicatenatum,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium taxi,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium daleae,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus viridinutans,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus glaucus,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA
Endocarpon pusillum,25,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxophila tyrrhenica,547,66,NA,NA,52,47,NA,NA,NA,NA,NA,NA
Dissoconium aciculare,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neohortaea acidophila,142,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
Pseudocercospora fijiensis,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cercospora sojina,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria viburni,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria arbusti,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria rosae,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trematosphaeria pertusa,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malassezia restricta,380,569,1845,541,NA,NA,NA,NA,NA,NA,NA,74
Malassezia globosa,82,218,172,110,NA,NA,NA,NA,224,NA,NA,NA
Moesziomyces antarcticus,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantharellus anzutake,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptococcus tetragattii,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salpingoeca rosetta,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus cavaleriei,403,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,97,1240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herrania umbratica,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitis retordii,50,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abrus precatorius,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salvia hispanica,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Torenia fournieri,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Digitaria exilis,54,56,NA,NA,49,NA,NA,NA,NA,NA,NA,NA
Musa acuminata,48,40,NA,NA,NA,40,NA,NA,NA,NA,NA,NA
Chlamydomonas reinhardtii,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Natronococcus sp. CG52,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Natronorubrum aibiense,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermoplasmatales archaeon,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ackermannviridae sp.,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caudoviricetes sp.,82,109,40,69,28,44,NA,NA,NA,NA,NA,NA
