species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Rhodococcoides fascians,24,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia insulae,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. 2-15,177,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hoggarensis,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces venezuelae,95,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. SJL17-4,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces luteogriseus,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces pristinaespiralis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geodermatophilus sp. DSM 44513,41,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parafrankia sp. EAN1pec,18,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jatrophihabitans sp. GAS493,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermoleophilum album,22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conexibacter sp. S30A1,6,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Actinomycetota bacterium,7,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrobacter xylanophilus,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcoleus vaginatus,48,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,25,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichocoleus desertorum,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,52,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
Bacillus sp. PPSBB_11,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus pedocola,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermocaproicibacter melissae,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Caproiciproducens sp.,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,80,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas pavanii,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter sp. S4-A87,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermomonas sp. XSG,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dokdonella koreensis,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella terrae,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahibacter amnicola,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,89,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,39,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter lanii,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella sp. K02,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella osloensis,20,26,9,44,NA,NA,NA,NA,NA,36,NA,NA
Aquirhabdus parva,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Sedimenticola sp. (ex Thyasira tokunagai),78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thiocapsa bogorovii,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rouxiella chamberiensis,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,38,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas syringae,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Pseudomonadales bacterium,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,25,5,NA,NA,39,10,NA,NA,NA,NA,NA,NA
Shewanella halifaxensis,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,25,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. NC92,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCBAU 051011,5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,105,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium lablabi,8,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,17,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,13,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. B2-1-1,19,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,52,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. SRDI969,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,33,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium etli,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pararhizobium sp. A13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,49,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,41,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium currus,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenggangzhangella methanolivorans,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aurantimonas sp. HBX-1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosea sp. PAMC 26642,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfitobacter sp. S190,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,19,13,NA,NA,NA,NA,NA,NA,NA,8,NA,NA
Nisaea acidiphila,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,483,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. 1735tsa3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidovorax temperans,33,26,NA,13,NA,NA,NA,16,NA,12,NA,12
Variovorax paradoxus,29,70,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
Cupriavidus necator,21,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ralstonia mannitolilytica,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrivivax gelatinosus,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chromobacterium vaccinii,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrosospira sp. Is2,8,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrogenophilus thermoluteolus,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium contig00001,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium,38,780,NA,NA,NA,161,NA,NA,NA,NA,NA,NA
Tenuifilaceae bacterium CYCD,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rufibacter radiotolerans,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmatimonadota bacterium,27,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudogemmatithrix spongiicola,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicinamibacterales bacterium,37,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,12,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea sp. TBR-22,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Paludibaculum sp.,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paludibaculum fermentans,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryobacterales bacterium,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidobacteriota bacterium,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Manganitrophus sp.,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeoliella mucimassa,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bremerella sp. P1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singulisphaera acidiphila,9,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomyces sp. SH-PL14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phycisphaerales bacterium,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. SL250,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseimicrobium sp. ORNL1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opitutus terrae,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minicystis rosea,43,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polyangium aurulentum,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Nanosynbacter sp. HMT-348_TM7c-JB,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Nanogingivalaceae bacterium,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spirochaetia bacterium,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apiospora kogelbergensis,1343,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apiospora phragmitis,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apiospora aurea,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pestalotiopsis fici,12,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beauveria bassiana,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticillium dahliae,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaetomium globosum,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venustampulla echinocandica,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyaloscypha bicolor,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollisia scopiformis,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium pulvis,1485,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium longicatenatum,34,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium odoratum,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium hordei,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium digitatum,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium cosmopolitanum,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium verrucosum,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium crustosum,5,32,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
Penicillium solitum,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus glaucus,28,8,NA,NA,NA,NA,NA,NA,NA,NA,18,12
Aspergillus chevalieri,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rasamsonia emersonii,5,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,NA
Endocarpon pusillum,18,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxophila tyrrhenica,390,33,NA,NA,43,13,NA,NA,NA,NA,NA,NA
Neohortaea acidophila,88,NA,NA,NA,9,20,NA,NA,NA,NA,NA,NA
Baudoinia panamericana,9,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA
Dissoconium aciculare,23,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
Cercospora sojina,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria viburni,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria arbusti,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria rosae,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curvularia lunata,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trematosphaeria pertusa,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Westerdykella ornata,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllosticta capitalensis,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malassezia restricta,351,503,1713,497,NA,NA,NA,NA,NA,NA,NA,69
Malassezia globosa,72,184,162,104,NA,NA,NA,NA,213,15,NA,NA
Malassezia sympodialis,7,17,NA,34,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,3601,6733,11056,15858,1721,390,728,346,NA,732,74,538
Pan troglodytes,5,57,358,118,6,17,NA,12,NA,7,NA,21
Symphalangus syndactylus,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandromys fortis,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heterocephalus glaber,7,24,22,15,NA,7,NA,NA,NA,NA,NA,NA
Equus caballus,25,39,NA,24,NA,11,NA,NA,NA,NA,NA,NA
Carassius gibelio,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danio rerio,6,11,NA,NA,NA,NA,NA,5,NA,NA,NA,NA
Amphiprion ocellaris,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strongylocentrotus purpuratus,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Timema cristinae,21,21,NA,NA,NA,16,NA,NA,NA,NA,NA,NA
Timema monikensis,13,12,NA,NA,NA,17,NA,NA,NA,NA,NA,NA
Penaeus monodon,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinopora horrida,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus cavaleriei,322,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,83,1108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cannabis sativa,8,32,NA,NA,NA,11,12,5,NA,NA,NA,NA
Chamaecyparis obtusa,5,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Severe acute respiratory syndrome-related coronavirus,22,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
