species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Eleftheria terrae,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga roseola,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,43,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,15,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,11,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stieleria marina,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopirellula sp. P2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomyces sp. SH-PL14,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gimesia panareensis,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. LG18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edaphobacter paludis,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,6,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga horti,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anaeromyxobacter dehalogenans,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,3148,5786,8172,12896,1010,486,679,274,23,611,170,442
Malassezia restricta,318,381,1403,375,NA,NA,NA,NA,NA,6,NA,47
Aspergillus chevalieri,19,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
Penicillium digitatum,7,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solanum dulcamara,442,12,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
Citrus sinensis,199,3846,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
Cicer arietinum,127,7,NA,NA,NA,NA,23,NA,NA,NA,NA,NA
Mercurialis annua,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triticum dicoccoides,126,20,NA,123,NA,NA,NA,NA,NA,NA,NA,NA
Sorghum bicolor,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dioscorea cayenensis,44,7,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
