species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Yimella sp. cx-51,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteipulveratus mongoliensis,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ornithinimicrobium ciconiae,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Ornithinimicrobium pratense,1,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
Cellulomonas sp. NTE-D12,1,7,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Cellulomonas fimi,1,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Georgenia yuyongxinii,2,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Pengzhenrongella phosphoraccumulans,1,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Terrabacter sp. BE26,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,149,70,5,33,NA,NA,NA,NA,NA,3,NA,NA
Corynebacterium marquesiae,52,13,6,7,NA,NA,NA,1,NA,NA,NA,NA
Corynebacterium kroppenstedtii,25,44,12797,43,NA,1,NA,NA,NA,1,NA,NA
Corynebacterium genitalium,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium doosanense,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Corynebacterium ulcerans,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium sp. FDAARGOS 1242,1,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium dentalis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium kefirresidentii,8,35,133,6,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium confusum,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium striatum,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium matruchotii,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium minutissimum,1,9,NA,3,NA,NA,NA,1,NA,NA,NA,NA
Corynebacterium simulans,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,65,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. Aquia_216,3,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium sp. ITM-2016-00318,1,37,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycobacterium sp. M23085,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. Aquia_213,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium sp. PDNC021,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium intracellulare,29,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium avium,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium europaeum,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium saskatchewanense,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium lentiflavum,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium paraterrae,17,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium paragordonae,15,10,NA,4,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium gallinarum,2,15,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycobacterium lacus,1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Mycobacterium adipatum,2,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium mageritense,20,12,NA,NA,NA,1,NA,NA,NA,1,NA,2
Mycolicibacterium sp. TUM20985,2,23,NA,1,NA,1,NA,NA,1,1,NA,NA
Mycolicibacterium sp. YH-1,1,17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium farcinogenes,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium litorale,2,18,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mycolicibacterium rhodesiae,2,32,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Mycolicibacterium phlei,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium fluoranthenivorans,1,14,NA,NA,1,NA,NA,NA,NA,1,NA,NA
Mycolicibacterium nivoides,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium chubuense,1,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium diernhoferi,1,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Mycolicibacterium hassiacum,1,22,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycolicibacter terrae,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
[Mycobacterium] wendilense,1,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nocardia sputorum,60,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Nocardia nova,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nocardia salmonicida,4,24,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Nocardia cyriacigeorgica,3,12,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nocardia huaxiensis,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nocardia otitidiscaviarum,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcoides fascians,16,14,NA,NA,NA,2,NA,NA,NA,NA,NA,2
Rhodococcus sp. B7740,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcus sp. P-2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia insulae,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia iterans,6,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gordonia sp. NB41Y,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tomitella gaofuii,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis carbonis,177,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis aidingensis,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hoggarensis,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hymeniacidonis,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saccharopolyspora pogona,1,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Saccharomonospora marina,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kibdelosporangium phytohabitans,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces anthocyanicus,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. SJL17-4,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. CB01881,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00457,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00358,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00996,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. TLI_053,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00090,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00963,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00414,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00459,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01465,1,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Streptomyces sp. NBC_00829,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01186,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces luteogriseus,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces davaonensis,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces yatensis,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces collinus,2,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces cadmiisoli,1,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces tsukubensis,1,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces chartreusis,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces paludis,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces decoyicus,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptacidiphilus sp. PB12-B1b,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Kitasatospora sp. NBC_01560,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geodermatophilus sp. DSM 44513,40,7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Micromonospora sp. WMMD998,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora craniellae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Longispora sp. K20-0274,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dactylosporangium sp. AC04546,2,15,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Dactylosporangium sp. NBC_01737,1,14,NA,NA,NA,1,NA,NA,NA,3,NA,NA
Plantactinospora sp. ZYX-F-223,1,12,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Phytohabitans suffuscus,1,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Parafrankia sp. EAN1pec,18,13,NA,NA,NA,4,NA,NA,NA,1,NA,NA
Jatrophihabitans sp. GAS493,12,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Sphaerisporangium sp. NBC_01403,1,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Microbispora hainanensis,1,14,NA,NA,NA,4,NA,NA,NA,1,NA,NA
Nonomuraea glycinis,1,15,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Actinomadura verrucosospora,1,11,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Bifidobacterium sp. ESL0790,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bifidobacterium coryneforme,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scardovia inopinata,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Actinomyces slackii,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schaalia cardiffensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermoleophilum album,19,19,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Baekduia soli,2,56,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Svornostia abyssi,2,39,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
Ilumatobacter sp.,4,25,NA,NA,NA,3,NA,NA,NA,1,NA,NA
Ilumatobacter coccineus,1,27,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Candidatus Poriferisodalis sp.,3,30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Aquihabitans sp. G128,2,50,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Acidimicrobium ferrooxidans,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrobacter xylanophilus,5,10,NA,NA,NA,2,NA,NA,1,NA,NA,NA
Granulicatella adiacens,52,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
Alkalibacterium putridalgicola,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacillus sp. PPSBB_11,10,NA,NA,NA,NA,5,1,NA,NA,NA,1,NA
Bacillus velezensis,3,18,NA,NA,2,9,NA,NA,NA,NA,NA,NA
Niallia oryzisoli,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Evansella sp. LMS18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solibacillus sp. FSL W8-0372,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus sp. SI8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus sp. FSL R7-0216,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus sp. FSL F4-0100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus peoriae,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Staphylospora marina,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anoxybacillus sp. PDR2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Caproiciproducens sp.,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermocaproicibacter melissae,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfosporosinus orientis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,48,439,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Allocoleopsis franciscana,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseiflexus sp. RS-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pelolinea submarina,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,38,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,17,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Bradyrhizobium sp. NC92,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCBAU 051011,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 111,6,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. Ash2021,3,19,NA,1,NA,NA,NA,NA,NA,1,NA,NA
Bradyrhizobium sp. 26S5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 170,2,80,NA,1,NA,2,NA,NA,NA,2,NA,1
Bradyrhizobium sp. 200,2,49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. sBnM-33,2,30,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Bradyrhizobium sp. CCBAU 53338,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. A5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 1(2017),1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 86,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. NP1,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB82,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB3481,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Bradyrhizobium sp. I71,1,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. STM 3557,1,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Bradyrhizobium arachidis,120,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bradyrhizobium lablabi,11,19,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Bradyrhizobium zhanjiangense,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium erythrophlei,3,44,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Bradyrhizobium ontarionense,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bradyrhizobium symbiodeficiens,1,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,12,22,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Nitrobacter sp. TKz-YC01,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter sp. NHB1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,6,32,NA,NA,NA,3,NA,NA,NA,2,NA,NA
Variibacter gotjawalensis,1,3,NA,2,1,2,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. ISC25,39,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,41,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mesorhizobium sp. L-2-11,23,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. DCY119,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2,8,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1,5,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Mesorhizobium sp. AaZ16,3,11,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mesorhizobium sp. B4-1-4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. 8,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. ORM16,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. 131-3-5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. ANAO-SY3R2,1,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium muleiense,74,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium koreense,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium amorphae,1,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,132,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Microvirga sp. 17 mud 1-3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. M2,2,9,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Microvirga roseola,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,38,86,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,20,8,NA,1,NA,2,NA,NA,NA,NA,NA,NA
Methylobacterium currus,23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium nodulans,2,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Methylorubrum extorquens,1,31,NA,NA,NA,4,NA,NA,NA,3,NA,NA
Rhizobium leguminosarum,24,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. 32-5/1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. Pop5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. ZK1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agrobacterium vaccinii,36,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Agrobacterium vitis,10,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Pararhizobium sp. A13,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sinorhizobium americanum,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ensifer adhaerens,2,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Shinella zoogloeoides,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hoeflea sp.,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosea sp. PAMC 26642,5,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bosea sp. NBC_00550,4,10,NA,NA,NA,7,NA,NA,NA,1,NA,NA
Bosea sp. AS-1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosea sp. ANAM02,2,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Labrys sp. KNU-23,4,4,NA,1,NA,2,NA,NA,NA,NA,NA,NA
Labrys okinawensis,1,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Pseudolabrys taiwanensis,3,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Starkeya sp. ORNL1,2,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Hyphomicrobium sp. DMF-1,3,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Hyphomicrobium sp. MC8b,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodoplanes sp. Z2-YC6860,1,25,NA,1,NA,NA,NA,NA,NA,2,NA,NA
Methyloceanibacter sp. wino2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodomicrobium vannielii,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenggangzhangella methanolivorans,6,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Phreatobacter cathodiphilus,3,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Devosia rhizosphaerae,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devosia beringensis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paradevosia shaoguanensis,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aureimonas mangrovi,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
