species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Streptomyces xanthii,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinacidiphila reveromycinica,27,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embleya sp. NBC_00896,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis carbonis,209,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. cg13,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hymeniacidonis,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hoggarensis,28,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora sp. WMMD998,49,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Longispora sp. K20-0274,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytohabitans suffuscus,6,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jiangella alkaliphila,57,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geodermatophilus sp. DSM 44513,41,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinomadura sp. WMMB 499,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinomadura sp. NAK00032,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parafrankia sp. EAN1pec,18,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jatrophihabitans sp. GAS493,18,9,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
Catenulispora acidiphila,6,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schaalia cardiffensis,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bifidobacterium sp. ESL0790,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Conexibacter sp. S30A1,49,16,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
Thermoleophilum album,20,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Poriferisodalis sp.,13,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrobacter xylanophilus,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,57,7,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
Limosilactobacillus portuensis,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudalkalibacillus hwajinpoensis,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacillus sp. PPSBB_11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA
Paenisporosarcina sp. FSL H8-0542,19,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus pedocola,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anaerocolumna sp. AGMB13020,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geochorda subterranea,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,54,520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gloeothece verrucosa,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. I71,180,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,66,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1650,44,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 111,22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. B097,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. NC92,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. Ash2021,6,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCBAU 051011,5,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,168,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium ontarionense,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium lablabi,17,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,36,53,NA,NA,NA,19,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,14,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. ISC25,51,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,35,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. AaZ16,7,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium muleiense,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,154,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,44,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga roseola,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,32,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium currus,35,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium nodulans,9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,29,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. Pop5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorhizobium banfieldiae,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pararhizobium sp. A13,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenggangzhangella methanolivorans,81,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrys taiwanensis,53,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Labrys sp. KNU-23,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosea sp. ANAM02,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosea sp. PAMC 26642,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oceaniradius stylonematis,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyphomicrobium sp. DMF-1,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingobium yanoikuyae,262,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,20,15,NA,NA,NA,NA,NA,NA,NA,13,NA,NA
Sphingomonas sp. Y38-1Y,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Novosphingobium resinovorum,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingosinicella microcystinivorans,19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tsuneonella sp. CC-YZS046,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseomonas haemaphysalidis,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalassovita sp.,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nisaea acidiphila,16,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azospirillum sp. B510,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,118,81,NA,NA,NA,37,NA,NA,NA,NA,NA,NA
Stenotrophomonas sp. WHRI 8082,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas pavanii,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,93,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas rydalmerensis,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter sp. S4-A87,31,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter sp. 5GHs7-4,19,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermomonas sp. XSG,5,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA
Dyella telluris,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella caseinilytica,18,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
Dyella terrae,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahibacter amnicola,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dokdonella koreensis,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,507,NA,NA,NA,NA,105,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rouxiella chamberiensis,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,158,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,41,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. A2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,147,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter courvalinii,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter gandensis,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter lanii,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella sp. K02,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella osloensis,15,36,10,46,NA,NA,NA,NA,NA,41,NA,NA
Pseudomonas syringae,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. YJ42,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. KU26590,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. Ost2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas taetrolens,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ectopseudomonas mendocina,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathymodiolus thermophilus thioautotrophic gill symbiont,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Reidiella endopervernicosa,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,40,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Methylospira mobilis,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Halioglobus sp. Uisw_031,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,32,NA,NA,NA,53,11,NA,NA,NA,NA,23,NA
Vreelandella sp. F11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,34,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thiocapsa bogorovii,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marichromatium purpuratum,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shewanella halifaxensis,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ferrimonas sp. YFM,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thiohalobacter sp. IOR34,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,546,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. WGS1538,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,211,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax sp. RKNM96,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidovorax temperans,30,26,NA,12,NA,20,NA,20,NA,19,NA,15
Acidovorax sp. 1608163,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramlibacter tataouinensis,8,34,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
Herminiimonas arsenitoxidans,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoduganella aquatica,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoduganella sp. UC29_106,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herbaspirillum sp. meg3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,27,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ralstonia mannitolilytica,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polynucleobacter sp. MWH-Braz-FAM2G,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrivivax gelatinosus,16,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrosospira sp. Is2,9,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrosomonas sp. Is79A3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bergeriella denitrificans,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrogenophilus thermoluteolus,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paramuribaculum intestinale,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga pollutisoli,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sediminibacterium sp. TEGAF015,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rufibacter radiotolerans,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenobacter canadensis,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haliscomenobacter hydrossis,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Formosa sp. Hel1_33_131,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mucilaginibacter sp. Mucisp86,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA
Candidatus Palauibacter sp.,118,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudogemmatithrix spongiicola,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmatimonas groenlandica,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeoliella mucimassa,52,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosistilla carotiformis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stieleria marina,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bremerella sp. P1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lignipirellula cremea,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomyces sp. SH-PL14,24,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gimesia panareensis,23,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctellipticum variicoloris,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singulisphaera acidiphila,10,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aquisphaera giovannonii,7,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kolteria novifilia,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacunisphaera limnophila,88,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opitutus terrae,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opitutus sp. GAS368,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. SL250,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseimicrobium sp. ORNL1,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorangium cellulosum,116,109,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
Polyangium aurulentum,10,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cystobacter fuscus,10,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anaeromyxobacter dehalogenans,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyxidicoccus parkwaysis,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edaphobacter paludis,49,NA,NA,NA,10,6,NA,NA,NA,NA,NA,NA
Terriglobus sp.,37,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicella tundricola,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alloacidobacterium dinghuense,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paludibaculum fermentans,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,16,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea sp. TBR-22,9,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfosarcina alkanivorans,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geotalea uraniireducens,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfuromonas versatilis,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitratidesulfovibrio sp. HK-II,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrospira sp. KM1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spirochaeta thermophila,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deinococcus radiomollis,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deinococcus gobiensis,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Nanosynbacter sp. HMT-352,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,4498,8278,12887,17162,3028,921,1006,382,165,832,363,627
Akanthomyces muscarius,230,14,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Fusarium oxysporum,217,14,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
Purpureocillium takamizusanense,11,15,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
Neurospora crassa,38,22,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Sordaria macrospora,33,11,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
Talaromyces marneffei,180,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
Talaromyces rugulosus,7,6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Aspergillus nidulans,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus chevalieri,35,21,NA,NA,NA,NA,NA,NA,NA,NA,13,24
Aspergillus fumigatus,6,8,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
Penicillium digitatum,14,49,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
Cercospora beticola,12,13,NA,NA,21,11,NA,NA,NA,NA,NA,NA
Malassezia restricta,406,548,1844,592,NA,NA,NA,NA,NA,9,NA,71
Puccinia triticina,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,480,5003,NA,19,NA,17,NA,NA,NA,NA,NA,NA
Gossypium hirsutum,75,68,NA,NA,10,67,NA,NA,NA,NA,NA,NA
Punica granatum,7,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lupinus angustifolius,46,35,NA,NA,37,26,NA,NA,5,NA,NA,NA
Vigna unguiculata,18,29,NA,NA,NA,24,NA,NA,NA,NA,NA,NA
Benincasa hispida,31,36,NA,NA,NA,39,NA,NA,NA,NA,NA,NA
Alnus glutinosa,16,818,NA,22,53,268,NA,NA,NA,46,NA,NA
Corylus avellana,7,861,NA,35,117,151,NA,NA,NA,55,NA,9
Euphorbia lathyris,16,29,NA,NA,NA,19,NA,NA,NA,NA,NA,NA
Humulus lupulus,7,64,NA,NA,6,51,NA,6,NA,NA,NA,NA
Salvia hispanica,40,10,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
Nicotiana tomentosiformis,11,47,NA,NA,NA,36,NA,NA,NA,NA,NA,NA
Nicotiana sylvestris,7,35,NA,NA,NA,45,16,NA,NA,NA,NA,NA
