species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Stenotrophomonas maltophilia,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dokdonella koreensis,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter lanii,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Sedimenticola sp. (ex Thyasira tokunagai),78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,25,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,42,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium currus,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,529,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,44,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium contig00001,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Manganitrophus sp.,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenuifilaceae bacterium CYCD,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmatimonadota bacterium,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minicystis rosea,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicinamibacterales bacterium,37,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apiospora kogelbergensis,1344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beauveria bassiana,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticillium dahliae,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venustampulla echinocandica,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyaloscypha bicolor,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollisia scopiformis,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium pulvis,1487,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium longicatenatum,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus glaucus,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxophila tyrrhenica,391,35,NA,NA,43,NA,NA,NA,NA,NA,NA,NA
Neohortaea acidophila,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dissoconium aciculare,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria viburni,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria arbusti,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria rosae,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trematosphaeria pertusa,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malassezia restricta,352,512,1713,497,NA,NA,NA,NA,NA,NA,NA,72
Malassezia globosa,72,197,162,104,NA,NA,NA,NA,219,NA,NA,NA
Homo sapiens,3614,6796,11135,15882,1732,463,754,356,NA,748,75,552
Symphalangus syndactylus,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus cavaleriei,323,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,83,1150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
