species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Streptomyces sp. NBC_01426,3,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Streptomyces sp. NBC_01186,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. 891-h,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00996,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01612,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. Je 1-332,2,8,NA,NA,1,2,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01439,2,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00886,2,10,NA,NA,NA,NA,11,NA,7,NA,NA,NA
Streptomyces sp. So13.3,2,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01294,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. HSG2,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. R44,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00090,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Streptomyces sp. NBC_00096,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. CG1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. RerS4,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00316,1,8,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Streptomyces sp. NBC_01530,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. S063,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00358,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01506,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00483,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00523,1,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01390,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00670,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01498,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01754,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01768,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01788,1,8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Streptomyces sp. MST-110588,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. F41,3,10,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Streptomyces sp. Z423-1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. AM 4-1-1,1,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00637,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00829,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00963,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00988,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. HUAS 14-6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00234,1,7,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00899,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. SUK 48,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces pristinaespiralis,211,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces venezuelae,156,41,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Streptomyces anulatus,14,53,1,NA,457,6,NA,NA,NA,NA,NA,NA
Streptomyces globisporus,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces cyaneofuscatus,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces luteogriseus,16,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Streptomyces zaomyceticus,13,17,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Streptomyces xanthii,12,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces lavendulae,6,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Streptomyces vinaceus,6,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Streptomyces griseoviridis,4,8,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Streptomyces davaonensis,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces cynarae,4,3,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Streptomyces cadmiisoli,1,13,1,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces qaidamensis,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces aurantiacus,1,11,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Streptomyces collinus,3,21,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Streptomyces radiopugnans,2,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Streptomyces vilmorinianum,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces erythrochromogenes,2,12,NA,NA,1,1,NA,NA,NA,NA,NA,NA
Streptomyces carpaticus,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces prasinus,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces niveus,2,19,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Streptomyces xinghaiensis,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces tendae,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces uncialis,1,9,NA,NA,4,1,NA,NA,NA,NA,NA,NA
Streptomyces antibioticus,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces mirabilis,4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces longwoodensis,1,13,NA,NA,NA,1,1,NA,NA,1,NA,NA
Streptomyces tsukubensis,1,10,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Streptomyces viridosporus,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces clavuligerus,1,8,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Streptomyces seoulensis,1,17,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Streptomyces katrae,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces lydicamycinicus,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Streptomyces spectabilis,1,14,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Streptomyces angustmyceticus,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces paludis,1,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces olivoreticuli,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces bobili,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sudanensis,1,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Streptomyces bathyalis,1,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces celluloflavus,1,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces nitrosporeus,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces chartreusis,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces genisteinicus,1,9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Streptomyces cellulosae,3,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces kanamyceticus,1,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Kitasatospora sp. NBC_01560,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kitasatospora sp. CM 4170,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kitasatospora sp. NBC_00458,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Kitasatospora purpeofusca,1,39,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Kitasatospora albolonga,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embleya sp. NBC_00896,10,13,NA,NA,4,2,NA,1,NA,NA,NA,NA
Peterkaempfera bronchialis,2,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptacidiphilus sp. PB12-B1b,2,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Rothia mucilaginosa,682,25,NA,6,NA,NA,NA,1,NA,1,NA,6
Rothia dentocariosa,1,18,141,104,NA,1,NA,6,NA,3,NA,1
Arthrobacter sp. FB24,1,5,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Arthrobacter sp. QXT-31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
Arthrobacter sp. OVS8,2,56,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
Arthrobacter sp. K5,2,9,NA,NA,3,NA,NA,1,NA,NA,NA,NA
Arthrobacter sp. MN05-02,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthrobacter sp. FW306-2-2C-D06B,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthrobacter sp. JZ12,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthrobacter sulfonylureivorans,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthrobacter antioxidans,1,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Arthrobacter alpinus,2,17,NA,NA,NA,2,NA,NA,NA,NA,12,1
Arthrobacter crystallopoietes,1,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Paenarthrobacter sp. R1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenarthrobacter aurescens,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4878,2
Citricoccus sp. I39-566,8,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Pseudarthrobacter oxydans,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudarthrobacter defluvii,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA
Pseudarthrobacter sulfonivorans,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Glutamicibacter halophytocola,2,3,NA,1,NA,NA,NA,NA,NA,NA,1,NA
Glutamicibacter mishrai,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sinomonas sp. P10A9,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paeniglutamicibacter sp. Y32M11,1,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
Agromyces aureus,95,26,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
Agromyces sp. H17E-10,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agromyces protaetiae,1,29,NA,NA,NA,4,NA,NA,NA,1,NA,1
Agromyces flavus,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agromyces larvae,1,19,NA,NA,1,NA,NA,NA,NA,1,NA,NA
Microbacterium sp. CGR1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium sp. LWS13-1.2,1,22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Microbacterium sp. 10M-3C3,1,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Microbacterium sp. str. 'China',4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium sp. NIBRBAC000506063,1,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Microbacterium sp. zg-Y625,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium imperiale,12,7,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Microbacterium atlanticum,7,9,NA,NA,NA,2,NA,NA,NA,NA,1,NA
Microbacterium esteraromaticum,5,8,NA,NA,NA,1,NA,NA,NA,1,NA,2
Microbacterium hydrocarbonoxydans,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium arborescens,2,9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Microbacterium phyllosphaerae,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium proteolyticum,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium rhizosphaerae,1,9,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Microbacterium elymi,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agrococcus sp. Marseille-Q4369,35,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Salinibacterium hongtaonis,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salinibacterium sp. UTAS2018,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leifsonia sp. NPDC080035,7,2,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Leifsonia xyli,1,21,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Curtobacterium sp. TC1,5,1,NA,NA,NA,1,NA,NA,NA,3,NA,NA
Curtobacterium sp. MCBD17_026,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtobacterium sp. 458,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucobacter sp. Psy1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucobacter insecticola,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucobacter tenebrionis,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frigoribacterium sp. SL97,2,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Ruicaihuangia caeni,2,3,NA,NA,7,NA,NA,NA,3,NA,NA,NA
Herbiconiux sp. L3-i23,1,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Microcella sp.,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frondihabitans sp. PAMC 28766,1,6,NA,NA,NA,9,NA,NA,7,2,1,NA
Lysinibacter sp. HNR,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevibacterium aurantiacum,4,6,NA,2,94,42,NA,NA,NA,NA,NA,2
Brevibacterium spongiae,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevibacterium sp. CBA3109,1,1,NA,NA,254,12,NA,NA,NA,NA,1520,9
Brevibacterium casei,1,9,NA,1,NA,NA,NA,NA,NA,1,NA,NA
Brevibacterium zhoupengii,1,4,NA,NA,32,3,NA,NA,NA,NA,NA,2
Brevibacterium oceani,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Georgenia sp. TF02-10,8,15,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Georgenia yuyongxinii,2,12,1,NA,NA,2,NA,NA,NA,NA,NA,NA
Cellulomonas sp. NS3,2,12,NA,NA,NA,3,NA,NA,NA,3,NA,NA
Cellulomonas sp. ES6,2,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Cellulomonas sp. PSBB021,1,16,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Cellulomonas dongxiuzhuiae,1,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Cellulomonas wangleii,1,12,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Cellulomonas fimi,1,36,NA,NA,NA,3,NA,NA,NA,1,NA,NA
Pseudactinotalea sp. HY158,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Luteimicrobium xylanilyticum,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pengzhenrongella phosphoraccumulans,1,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Pengzhenrongella sicca,1,16,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
Xylanimonas cellulosilytica,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xylanimonas protaetiae,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cellulosimicrobium sp. JZ28,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA
Cellulosimicrobium cellulans,1,28,NA,NA,105,1,NA,NA,NA,1,NA,NA
Janibacter sp. YB324,2,10,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
Janibacter sp. DB-40,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Janibacter limosus,1,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Intrasporangium calvum,1,26,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Allobranchiibius sp. GilTou73,4,12,NA,NA,NA,50,NA,NA,NA,1,NA,NA
Yimella sp. cx-51,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ornithinimicrobium ciconiae,2,10,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Ornithinimicrobium avium,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinicoccus hydrothermalis,1,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Occultella kanbiaonis,2,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Ruania zhangjianzhongii,2,6,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Dermabacter jinjuensis,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Devriesea agamarum,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sanguibacter keddieii,1,9,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
Jonesia denitrificans,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,73,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-8,7,18,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Mycobacterium sp. ITM-2016-00318,1,44,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Mycobacterium sp. JS623,1,43,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Mycobacterium sp. DL,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium intracellulare,49,38,NA,NA,NA,24,NA,NA,NA,NA,NA,NA
Mycobacterium mantenii,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium avium,1,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium paragordonae,29,13,NA,5,NA,NA,NA,NA,1,NA,NA,NA
Mycobacterium paraterrae,16,7,NA,NA,NA,1,NA,NA,1,2,NA,NA
Mycobacterium europaeum,9,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Mycobacterium parmense,2,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium saskatchewanense,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium lentiflavum,1,8,NA,NA,NA,1,NA,1,NA,NA,NA,NA
Mycobacterium gallinarum,3,18,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Mycobacterium dioxanotrophicus,1,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Candidatus Mycobacterium methanotrophicum,1,16,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Mycobacterium noviomagense,1,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium conspicuum,1,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mycobacterium basiliense,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Mycobacterium adipatum,1,20,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium lacus,1,10,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
Mycobacterium branderi,1,17,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Mycolicibacterium mageritense,20,15,NA,NA,NA,1,NA,NA,NA,1,NA,1
Mycolicibacterium novocastrense,15,23,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Mycolicibacterium austroafricanum,18,29,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Mycolicibacterium parafortuitum,5,25,NA,NA,NA,2,NA,NA,NA,NA,NA,1
Mycolicibacterium sp. TUM20985,2,31,NA,1,NA,3,NA,NA,1,3,NA,NA
Mycolicibacterium sp. MU0050,1,12,NA,NA,NA,2,NA,NA,NA,NA,NA,1
Mycolicibacterium sp. MU0053,1,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium gadium,5,19,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycolicibacterium litorale,5,35,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Mycolicibacterium diernhoferi,3,6,NA,NA,1,2,NA,NA,NA,NA,NA,NA
Mycolicibacterium farcinogenes,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium nivoides,3,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium rufum,4,20,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycolicibacterium phocaicum,4,14,NA,NA,NA,NA,NA,NA,9,NA,NA,NA
Mycolicibacterium fluoranthenivorans,2,16,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mycolicibacterium rhodesiae,2,50,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Mycolicibacterium phlei,2,12,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mycolicibacterium boenickei,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium madagascariense,1,18,NA,2,NA,1,NA,NA,NA,1,NA,NA
Mycolicibacterium chubuense,1,26,NA,NA,1,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium aurum,1,21,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Mycolicibacterium hassiacum,1,27,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycolicibacterium septicum,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
