species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Bradyrhizobium sp. CCGE-LA001,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,14,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. ISC25,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium muleiense,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,42,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga roseola,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium currus,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,27,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas sp. WHRI 8082,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas pavanii,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter courvalinii,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter gandensis,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rouxiella chamberiensis,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,30,NA,NA,NA,18,15,NA,NA,NA,NA,NA,NA
Pseudomonas syringae,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thiocapsa bogorovii,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shewanella halifaxensis,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,526,257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. WGS1538,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,130,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidovorax temperans,29,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,14
Acidovorax sp. 1608163,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ralstonia mannitolilytica,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrivivax gelatinosus,15,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bergeriella denitrificans,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Palauibacter sp.,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga pollutisoli,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacunisphaera limnophila,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. SL250,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeoliella mucimassa,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singulisphaera acidiphila,10,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edaphobacter paludis,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,12,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,4152,7792,12536,16887,1950,720,978,368,91,804,300,608
Malassezia restricta,390,521,1737,558,NA,NA,NA,NA,NA,NA,NA,71
Aspergillus chevalieri,31,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
Penicillium digitatum,11,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,429,4906,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
Dioscorea cayenensis,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
