species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Stenotrophomonas maltophilia,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dokdonella koreensis,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter lanii,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Sedimenticola sp. (ex Thyasira tokunagai),104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,25,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,44,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium currus,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nisaea acidiphila,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,544,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,54,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium contig00001,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenuifilaceae bacterium CYCD,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmatimonadota bacterium,33,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Manganitrophus sp.,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minicystis rosea,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicinamibacterales bacterium,43,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apiospora kogelbergensis,1369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apiospora phragmitis,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beauveria bassiana,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticillium dahliae,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venustampulla echinocandica,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyaloscypha bicolor,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollisia scopiformis,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium pulvis,1577,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium longicatenatum,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus glaucus,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxophila tyrrhenica,415,42,NA,NA,48,NA,NA,NA,NA,NA,NA,NA
Neohortaea acidophila,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dissoconium aciculare,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cercospora sojina,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria viburni,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria arbusti,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria rosae,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trematosphaeria pertusa,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malassezia restricta,360,525,1754,508,NA,NA,NA,NA,NA,NA,NA,73
Malassezia globosa,75,201,166,105,NA,NA,NA,NA,223,NA,NA,NA
Homo sapiens,3689,6915,11307,16051,1824,492,769,361,NA,762,80,561
Symphalangus syndactylus,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphiprion ocellaris,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Timema cristinae,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinopora horrida,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus cavaleriei,343,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,89,1179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
