species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Mycobacterium sp. M23085,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium paragordonae,17,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium europaeum,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium saskatchewanense,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium noviomagense,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium gadium,12,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium parafortuitum,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium litorale,5,24,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium celeriflavum,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium moriokaense,1,9,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycolicibacterium hassiacum,2,16,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycolicibacterium aurum,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacter terrae,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia rubripertincta,87,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Gordonia insulae,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia sp. KTR9,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia iterans,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia cyriacigeorgica,33,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sp. NBC_00511,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia iowensis,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia huaxiensis,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Rhodococcus opacus,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcoides fascians,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Prescottella equi,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tsukamurella pulmonis,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis carbonis,227,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Amycolatopsis acidiphila,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saccharomonospora viridis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00057,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. SCSIO ZS0520,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00457,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NL15-2K,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00370,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces davaonensis,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces cadmiisoli,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Streptomyces venezuelae,1,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces collinus,1,5,NA,1,NA,1,NA,NA,NA,1,NA,NA
Streptacidiphilus sp. PB12-B1b,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parafrankia sp. EAN1pec,10,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Frankia sp. ArI3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora sp. WMMD1155,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora echinaurantiaca,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoplanes sp. L3-i22,1,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Actinoplanes teichomyceticus,1,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Plantactinospora sp. ZYX-F-223,1,7,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Dactylosporangium sp. NBC_01737,1,13,NA,NA,NA,1,NA,NA,NA,3,NA,NA
Schaalia sp. 19OD2882,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schaalia meyeri,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schaalia odontolytica,1,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Nanchangia anserum,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinomadura luteofluorescens,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermomonospora curvata,1,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nonomuraea glycinis,1,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Kineococcus sp. DHX-1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bifidobacterium animalis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jiangella alkaliphila,1,16,NA,1,NA,NA,NA,NA,NA,1,NA,NA
Actinomarinicola tropica,3,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ilumatobacter coccineus,2,19,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Acidimicrobium ferrooxidans,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermophilibacter mediterraneus,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euzebya pacifica,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrobacter tropicus,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,50,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus pedocola,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus algicola,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cytobacillus firmus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Metabacillus halosaccharovorans,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Psychrobacillus sp. L4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oceanobacillus sp. FSL K6-2867,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anoxybacillus sp. PDR2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clostridium tetani,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Intestinimonas butyriciproducens,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfosporosinus meridiei,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
[Ruminococcus] torques,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,38,348,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Prochlorococcus marinus,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Phototrophicus methaneseepsis,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,426,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. WGS1538,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. NLF5-7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes aquatilis,28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Achromobacter seleniivolatilans,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Achromobacter pestifer,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Castellaniella ginsengisoli,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia fungorum,77,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia sp. 22B1P,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia sp. FT54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia terricola,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia xenovorans,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia sprentiae,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Cupriavidus necator,62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus neocaledonicus,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burkholderia vietnamiensis,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burkholderia sp. PAMC 28687,1,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
Ralstonia insidiosa,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycoavidus cysteinexigens,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herminiimonas arsenitoxidans,106,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massilia sp. R2A-15,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Massilia endophytica,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Pseudoduganella flava,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Collimonas pratensis,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Caldimonas aquatica,38,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrivivax gelatinosus,11,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,9,49,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
uncultured Rhodoferax sp.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodoferax sediminis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eleftheria terrae,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Methylophilus methylotrophus,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacillus flagellatus,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrosospira sp. Is2,5,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrosomonas sp. Is79A3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfuritortus calidifontis,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ferrigenium kumadai,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Sulfurimicrobium lacus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aquitalea aquatilis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,156,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella quasipneumoniae,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella pneumoniae,85,40,NA,25,40,NA,NA,NA,NA,NA,NA,NA
Raoultella terrigena,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enterobacter hormaechei,3,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA
Franconibacter daqui,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Serratia liquefaciens,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dickeya chrysanthemi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoluteimonas lycopersici,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. MC1750,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arenimonas daejeonensis,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella telluris,24,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Dyella japonica,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Dyella caseinilytica,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
Dokdonella koreensis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. CS-2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter venetianus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella sp. K02,19,NA,NA,1,NA,NA,NA,NA,NA,6,NA,NA
Moraxella osloensis,16,24,9,37,NA,2,NA,3,NA,27,1,4
Neptuniibacter halophilus,46,NA,NA,1,27,7,5,NA,NA,2,11,1
Vreelandella aquamarina,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Vreelandella subglaciescola,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,34,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylomonas sp. LL1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylomonas rapida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas oryzihabitans,3,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Pseudomonas putida,3,16,NA,2,NA,NA,40,6,94,6,9,4
Pseudomonas sp. Z003-0.4C(8344-21),4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas fluorescens,1,9,NA,2,NA,1,NA,2,NA,NA,NA,1
Pseudomonas huanghezhanensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas vranovensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas siliginis,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,483,NA
Ferrimonas sp. YFM,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shewanella oneidensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoalteromonas carrageenovora,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Catenovulum sediminis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeromonas bestiarum,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vibrio aerogenes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Immundisolibacter cernigliae,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Legionella jordanis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,112,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 170,2,66,NA,NA,NA,1,NA,NA,NA,NA,NA,1
Bradyrhizobium sp. 26S5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCBAU 53338,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,66,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium lablabi,2,14,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Bradyrhizobium diazoefficiens,6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium roseum,1,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium symbiodeficiens,1,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Bradyrhizobium paxllaeri,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,8,19,NA,NA,NA,4,NA,NA,NA,1,NA,NA
Microvirga sp. RSM25,126,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. VF16,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Microvirga sp. 17 mud 1-3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,37,69,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Microvirga roseola,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium nodulans,25,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Methylobacterium aquaticum,2,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pararhizobium sp. A13,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agrobacterium tumefaciens,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shinella zoogloeoides,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Peteryoungia desertarenae,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. DCY119,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,4,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium camelthorni,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mesorhizobium erdmanii,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitratireductor mangrovi,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chelativorans sp. AA-79,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bosea sp. PAMC 26642,3,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bosea vaviloviae,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylosinus trichosporium,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phreatobacter cathodiphilus,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Starkeya sp. ORNL1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrys taiwanensis,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderseniella sp. Alg231-50,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blastochloris viridis,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stappia sp. ES.058,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingobium yanoikuyae,92,7,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
Sphingobium sp. JS3065,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,9,5,NA,NA,NA,3,NA,NA,NA,7,NA,NA
Sphingomonas sp. R1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. Y38-1Y,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Sphingomonas sp. CL5.1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sabuli,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingorhabdus lacus,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Novosphingobium sp. Gsoil 351,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Tsuneonella mangrovi,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tsuneonella sp. CC-YZS046,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azospirillum argentinense,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruegeria sp. YS9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oceanicola sp. D3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Silicimonas algicola,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caulobacter sp. 73W,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caulobacter mirabilis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tistrella bauzanensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga sancti,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga horti,13,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Chitinophaga caeni,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenobacter sp. BRD67,7,1,NA,NA,NA,NA,NA,NA,5,1,NA,NA
Prosthecochloris sp. CIB 2401,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmatimonas phototrophica,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopirellula sp. P2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lignipirellula cremea,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosistilla carotiformis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pirellulimonas nuda,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacipirellula limnantheis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomyces sp. SH-PL14,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gimesia panareensis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. SL250,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. LG18,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Termitidicoccus mucosus,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Edaphobacter paludis,14,1,NA,NA,1,5,NA,NA,NA,NA,NA,NA
Edaphobacter sp. 4G125,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Tunturibacter gelidoferens,1,3,NA,NA,8,10,NA,NA,NA,NA,NA,NA
Terriglobus roseus,1,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,8,68,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Cystobacter fuscus,14,6,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Anaeromyxobacter dehalogenans,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichlorobacter lovleyi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geomonas paludis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfobulbus propionicus,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfovibrio subterraneus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dictyoglomus thermophilum,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oceanispirochaeta crateris,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deinococcus deserti,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,3347,6573,10626,14820,1620,488,819,343,22,718,234,542
Haloferax gibbonsii,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haloprofundus sp. MHR1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
