species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Streptomyces sp. NBC_00996,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01186,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces venezuelae,73,22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces luteogriseus,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces pristinaespiralis,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces davaonensis,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces cadmiisoli,1,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces aurantiacus,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces collinus,3,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces tsukubensis,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces paludis,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces radiopugnans,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces chartreusis,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptacidiphilus sp. PB12-B1b,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Kitasatospora sp. NBC_01560,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geodermatophilus sp. DSM 44513,41,10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Parafrankia sp. EAN1pec,18,13,NA,NA,NA,6,NA,NA,NA,1,NA,NA
Micromonospora sp. WMMD998,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora sp. NBC_01796,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora sp. FIMYZ51,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora sp. NBC_01699,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Micromonospora craniellae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytohabitans suffuscus,3,12,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Jatrophihabitans sp. GAS493,11,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Actinomadura sp. WMMB 499,1,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Actinomadura verrucosospora,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermomonospora curvata,1,22,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Sphaerisporangium sp. NBC_01403,1,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nonomuraea glycinis,1,15,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Nocardiopsis exhalans,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scardovia inopinata,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Bifidobacterium coryneforme,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinomyces slackii,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Schaalia cardiffensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arcanobacterium wilhelmae,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nakamurella multipartita,1,51,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Natronoglycomyces albus,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermoleophilum album,22,14,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Conexibacter sp. S30A1,6,5,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Baekduia soli,2,59,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Svornostia abyssi,1,34,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
Actinomycetota bacterium,7,46,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Acidimicrobiales bacterium,4,39,NA,NA,1,2,NA,NA,NA,NA,NA,NA
Acidimicrobium ferrooxidans,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidimicrobiia bacterium,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrobacter xylanophilus,5,10,NA,NA,NA,2,NA,NA,1,NA,NA,NA
Eggerthella lenta,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xiamenia xianingshaonis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermophilibacter immobilis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacillus sp. PPSBB_11,15,NA,NA,NA,2,9,1,NA,NA,NA,1,NA
Bacillus velezensis,1,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Geobacillus sp. LC300,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peribacillus frigoritolerans,2,12,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Pseudalkalibacillus hwajinpoensis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anoxybacillus flavithermus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oceanobacillus sp. FSL K6-2867,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gottfriedia acidiceleris,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evansella sp. LMS18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus pedocola,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus sp. FSL R7-0216,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus sp. FSL F4-0100,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus peoriae,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillaceae bacterium GAS479,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cohnella herbarum,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solibacillus sp. FSL W8-0372,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Staphylospora marina,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,52,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
Alkalibacterium putridalgicola,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermocaproicibacter melissae,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Faecalibacterium sp. IP-3-29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Caproiciproducens sp.,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eubacterium limosum,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfosporosinus orientis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christensenellaceae bacterium,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Borkfalkia faecavium,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcoleus vaginatus,47,523,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Oscillatoria nigro-viridis,25,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichocoleus desertorum,31,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allocoleopsis franciscana,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nostoc commune,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Cylindrospermum stagnale,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Candidatus Gastranaerophilales bacterium,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalococcoidia bacterium,1,71,NA,1,NA,7,NA,NA,NA,1,NA,NA
Anaerolineales bacterium,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pelolinea submarina,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aggregatilineales bacterium,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Vulcanimicrobium alpinum,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Eremiobacterota bacterium,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Abditibacteriota bacterium,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deinococcus taeanensis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,77,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,51,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. MC1750,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,77,12,NA,4,NA,6,NA,4,NA,2,NA,6
Stenotrophomonas sp. ESTM1D_MKCIP4_1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas pavanii,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas aracearum,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter sp. S4-A87,53,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter lycopersici,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter soli,3,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Pseudoxanthomonas sp.,46,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp. X-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas sp. NCPPB 3005,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas vesicatoria,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermomonas sp. XSG,16,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Thermomonas aquatica,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolysobacter antarcticus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dokdonella koreensis,39,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella terrae,10,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Dyella sp. BiH032,2,3,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Dyella caseinilytica,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
Tahibacter amnicola,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteibacter pinisoli,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteibacter flocculans,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,89,11,NA,3,NA,NA,NA,6,NA,NA,NA,NA
Acinetobacter haemolyticus,60,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,39,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter lanii,23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter venetianus,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella sp. K02,17,NA,NA,2,NA,NA,NA,NA,NA,3,NA,NA
Moraxella osloensis,20,25,9,41,NA,3,NA,4,NA,30,1,4
Aquirhabdus parva,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella sp. A52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia albertii,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,5,18,NA,4,NA,6,74,NA,NA,NA,NA,NA
Candidatus Stammera capleta,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pluralibacter gergoviae,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rouxiella chamberiensis,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serratia symbiotica,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serratia plymuthica,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edwardsiella piscicida,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hafnia paralvei,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Dickeya fangzhongdai,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erwinia sp. HDF1-3R,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Sedimenticola sp. (ex Thyasira tokunagai),78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thiocapsa bogorovii,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marichromatium purpuratum,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Pseudomonas syringae,23,4,NA,NA,NA,1,NA,NA,NA,NA,NA,1
Pseudomonas sp. KU26590,2,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Pseudomonas sp. gcc21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. 2hn,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas oryzihabitans,2,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA
Pseudomonas putida,2,21,NA,7,NA,NA,46,2,114,8,6,2
Pseudomonas koreensis,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas marginalis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,61,137
Pseudomonas oryzae,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas chlororaphis,1,5,NA,2,NA,NA,NA,NA,NA,NA,2,1
Pseudomonas laurentiana,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Pseudomonas palleroniana,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas phytophila,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Stutzerimonas stutzeri,2,7,NA,3,NA,1,NA,NA,NA,NA,NA,1
Azotobacter chroococcum,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
uncultured Pseudomonadales bacterium,8,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,38,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylomonas sp. LL1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
