species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Hyaloscypha bicolor,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollisia scopiformis,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium pulvis,1694,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium longicatenatum,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium taxi,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus viridinutans,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus glaucus,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA
Endocarpon pusillum,22,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxophila tyrrhenica,499,58,NA,NA,49,NA,NA,NA,NA,NA,NA,NA
Neohortaea acidophila,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dissoconium aciculare,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cercospora sojina,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocercospora fijiensis,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria viburni,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria arbusti,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria rosae,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trematosphaeria pertusa,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malassezia restricta,375,555,1810,525,NA,NA,NA,NA,NA,NA,NA,73
Malassezia globosa,80,211,168,108,NA,NA,NA,NA,220,NA,NA,NA
Moesziomyces antarcticus,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantharellus anzutake,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptococcus tetragattii,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,3807,7217,11500,16293,2016,559,779,381,NA,788,87,572
Symphalangus syndactylus,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcebus murinus,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandromys fortis,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mus musculus,48,144,NA,NA,115,82,NA,NA,NA,NA,118,NA
Heterocephalus glaber,73,108,30,NA,35,41,NA,NA,NA,NA,NA,NA
Sus scrofa,48,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elgaria multicarinata,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apteryx mantelli,71,91,NA,NA,NA,45,NA,NA,20,NA,NA,NA
Protopterus annectens,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solea solea,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphiprion ocellaris,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stegastes partitus,46,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA
Pungitius pungitius,72,65,NA,NA,NA,NA,NA,NA,48,NA,NA,NA
Hippocampus zosterae,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danio rerio,29,76,NA,NA,NA,48,NA,NA,20,NA,NA,NA
Amia calva,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Timema monikensis,95,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Timema cristinae,90,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicrocoelium dendriticum,93,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ylistrum balloti,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinopora horrida,47,25,NA,NA,59,NA,NA,NA,NA,NA,NA,NA
Citrus cavaleriei,390,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,96,1220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitis retordii,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salvia hispanica,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Musa acuminata,29,25,NA,NA,NA,39,NA,NA,NA,NA,NA,NA
Natronococcus sp. CG52,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Natronorubrum aibiense,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermoplasmatales archaeon,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ackermannviridae sp.,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caudoviricetes sp.,60,77,38,66,NA,29,NA,NA,NA,NA,NA,NA
