species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Jatrophihabitans sp. GAS493,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermoleophilum album,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,49,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. ISC25,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium muleiense,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga roseola,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,39,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium currus,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,13,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,26,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas sp. WHRI 8082,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas pavanii,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter courvalinii,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter gandensis,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella aerogenes,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rouxiella chamberiensis,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas syringae,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thiocapsa bogorovii,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,508,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. WGS1538,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,122,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidovorax temperans,26,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA
Acidovorax sp. 1608163,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ralstonia mannitolilytica,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrivivax gelatinosus,15,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bergeriella denitrificans,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacunisphaera limnophila,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. SL250,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singulisphaera acidiphila,10,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeoliella mucimassa,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Palauibacter sp.,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chitinophaga pollutisoli,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edaphobacter paludis,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,12,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,4037,7636,12355,16748,1878,683,964,367,69,795,289,599
Malassezia restricta,386,512,1698,544,NA,NA,NA,NA,NA,NA,NA,70
Aspergillus chevalieri,31,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
Citrus sinensis,411,4843,NA,18,NA,NA,NA,NA,NA,NA,NA,NA
Dioscorea cayenensis,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
