species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Cercospora sojina,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria viburni,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria arbusti,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria rosae,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curvularia lunata,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trematosphaeria pertusa,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malassezia restricta,358,519,1754,507,NA,NA,NA,NA,NA,NA,NA,73
Malassezia globosa,75,193,166,105,NA,NA,NA,NA,222,18,NA,NA
Homo sapiens,3672,6891,11273,16034,1812,423,769,357,NA,753,79,550
Pan troglodytes,11,60,367,120,NA,20,NA,NA,NA,NA,NA,21
Symphalangus syndactylus,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcebus murinus,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandromys fortis,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mus musculus,11,35,NA,11,NA,20,NA,NA,NA,NA,52,NA
Heterocephalus glaber,10,30,28,16,NA,11,NA,NA,NA,NA,NA,NA
Equus caballus,29,49,NA,25,NA,14,NA,NA,NA,NA,NA,NA
Pterocles gutturalis,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apteryx mantelli,10,24,NA,NA,NA,14,NA,NA,NA,NA,NA,NA
Elgaria multicarinata,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphiprion ocellaris,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Timema cristinae,32,27,NA,NA,NA,35,NA,NA,NA,NA,NA,NA
Timema monikensis,17,22,NA,NA,NA,40,NA,NA,NA,NA,NA,NA
Echinopora horrida,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus cavaleriei,342,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,89,1135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Severe acute respiratory syndrome-related coronavirus,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
