species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Bradyrhizobium sp. ORS 278,18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. NC92,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCBAU 051011,5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,133,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium diazoefficiens,23,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium lablabi,8,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium ontarionense,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,18,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,16,43,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,94,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. B2-1-1,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,53,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. SRDI969,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,41,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium etli,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pararhizobium sp. A13,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,56,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,43,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium currus,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenggangzhangella methanolivorans,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aurantimonas sp. HBX-1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosea sp. PAMC 26642,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyphomicrobium sp. DMF-1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfitobacter sp. S190,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nisaea acidiphila,21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Lichenicoccus sp.,11,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,20,15,NA,NA,NA,NA,NA,NA,NA,9,NA,NA
Alteraurantiacibacter sp.,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,498,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. 1735tsa3,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,40,81,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
Acidovorax temperans,33,26,NA,13,NA,12,NA,18,NA,12,NA,13
Rhodoferax koreense,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,31,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ralstonia mannitolilytica,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ralstonia solanacearum,6,57,NA,NA,15,NA,7,NA,8,NA,7,NA
Rubrivivax gelatinosus,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chromobacterium vaccinii,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrosospira sp. Is2,8,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrogenophilus thermoluteolus,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium contig00001,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured bacterium,50,870,NA,NA,NA,183,NA,NA,NA,NA,NA,NA
Tenuifilaceae bacterium CYCD,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rufibacter radiotolerans,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmatimonadota bacterium,33,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudogemmatithrix spongiicola,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vicinamibacterales bacterium,43,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea pratensis,12,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteitalea sp. TBR-22,6,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paludibaculum fermentans,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Paludibaculum sp.,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryobacterales bacterium,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidobacteriota bacterium,7,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Manganitrophus sp.,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minicystis rosea,54,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorangium cellulosum,20,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polyangium aurulentum,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeoliella mucimassa,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bremerella sp. P1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Singulisphaera acidiphila,9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomyces sp. SH-PL14,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phycisphaerales bacterium,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Planctomycetes bacterium Pan216,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseimicrobium sp. ORNL1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteolibacter sp. SL250,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opitutus terrae,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Nanosynbacter sp. HMT-348_TM7c-JB,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Nanogingivalaceae bacterium,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spirochaetia bacterium,12,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apiospora kogelbergensis,1367,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apiospora phragmitis,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apiospora aurea,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pestalotiopsis fici,14,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beauveria bassiana,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verticillium dahliae,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaetomium globosum,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venustampulla echinocandica,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyaloscypha bicolor,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mollisia scopiformis,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium pulvis,1575,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium longicatenatum,34,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium odoratum,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium hordei,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium digitatum,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium cosmopolitanum,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium verrucosum,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penicillium crustosum,5,34,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
Penicillium solitum,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspergillus glaucus,28,9,NA,NA,NA,NA,NA,NA,NA,NA,18,12
Aspergillus chevalieri,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rasamsonia emersonii,5,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA
Endocarpon pusillum,19,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saxophila tyrrhenica,414,40,NA,NA,48,12,NA,NA,NA,NA,NA,NA
Neohortaea acidophila,95,NA,NA,NA,11,16,NA,NA,NA,NA,NA,NA
Baudoinia panamericana,16,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA
Dissoconium aciculare,47,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Cercospora sojina,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudocercospora fijiensis,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria viburni,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria arbusti,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alternaria rosae,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curvularia lunata,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trematosphaeria pertusa,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Westerdykella ornata,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phyllosticta capitalensis,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malassezia restricta,358,515,1754,507,NA,NA,NA,NA,NA,NA,NA,70
Malassezia globosa,75,187,166,105,NA,NA,NA,NA,217,17,NA,NA
Malassezia sympodialis,7,17,NA,34,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomicrostroma glucosiphilum,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cantharellus anzutake,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Homo sapiens,3671,6847,11226,16026,1797,404,742,351,21,743,78,546
Pan troglodytes,11,60,367,120,6,19,NA,12,NA,7,NA,21
Symphalangus syndactylus,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcebus murinus,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexandromys fortis,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mus musculus,11,34,7,11,5,19,NA,5,10,NA,52,NA
Heterocephalus glaber,10,30,28,16,5,11,NA,NA,NA,NA,NA,NA
Equus caballus,22,49,NA,25,NA,14,NA,NA,NA,NA,NA,NA
Sus scrofa,12,17,6,NA,6,9,NA,NA,NA,NA,NA,NA
Pterocles gutturalis,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apteryx mantelli,10,24,NA,NA,5,13,NA,NA,NA,NA,5,NA
Elgaria multicarinata,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amphiprion ocellaris,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Betta splendens,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carassius gibelio,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Danio rerio,9,18,NA,NA,NA,9,NA,6,8,NA,NA,NA
Strongylocentrotus purpuratus,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Timema cristinae,30,22,NA,NA,NA,17,NA,NA,NA,NA,NA,NA
Timema monikensis,16,18,NA,NA,NA,19,NA,NA,NA,NA,NA,NA
Penaeus monodon,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ylistrum balloti,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dicrocoelium dendriticum,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Echinopora horrida,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus cavaleriei,342,267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citrus sinensis,89,1134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cannabis sativa,11,34,NA,NA,NA,14,15,5,7,NA,NA,NA
Salvia hispanica,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chamaecyparis obtusa,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermoplasmatales archaeon,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Severe acute respiratory syndrome-related coronavirus,29,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA
