species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Nocardia sp. NBC_00416,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sp. NBC_01388,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia cyriacigeorgica,3,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nocardia otitidiscaviarum,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia huaxiensis,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Rhodococcoides fascians,15,14,NA,NA,NA,2,NA,NA,NA,NA,NA,2
Rhodococcus sp. P-2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcus sp. B7740,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcus sp. USK13,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gordonia insulae,11,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gordonia sp. NB41Y,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia iterans,6,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Tomitella gaofuii,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis carbonis,190,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis aidingensis,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hoggarensis,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hymeniacidonis,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saccharomonospora marina,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kutzneria buriramensis,1,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Saccharopolyspora pogona,1,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Kibdelosporangium phytohabitans,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces anthocyanicus,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. SJL17-4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00457,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. CB01881,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00459,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01186,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00996,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00358,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. 147326,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00414,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00963,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01465,1,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Streptomyces sp. TLI_053,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00829,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00090,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces luteogriseus,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Streptomyces yatensis,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces davaonensis,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces venezuelae,2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces collinus,2,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces globisporus,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces cadmiisoli,1,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces paludis,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces decoyicus,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces chartreusis,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces tsukubensis,1,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Kitasatospora sp. NBC_01560,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kitasatospora purpeofusca,3,22,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptacidiphilus sp. PB12-B1b,2,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Geodermatophilus sp. DSM 44513,40,11,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Micromonospora sp. WMMD998,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora craniellae,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Longispora sp. K20-0274,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dactylosporangium sp. AC04546,2,17,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Dactylosporangium sp. NBC_01737,1,18,NA,NA,NA,1,NA,NA,NA,3,NA,NA
Plantactinospora sp. ZYX-F-223,1,8,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Phytohabitans suffuscus,1,19,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Actinoplanes sp. L3-i22,1,16,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Parafrankia sp. EAN1pec,18,14,NA,NA,NA,4,NA,NA,NA,1,NA,NA
Jatrophihabitans sp. GAS493,15,4,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Bifidobacterium sp. ESL0790,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bifidobacterium coryneforme,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scardovia inopinata,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Sphaerisporangium sp. NBC_01403,1,17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Microbispora hainanensis,1,19,NA,NA,NA,4,NA,NA,NA,1,NA,NA
Nonomuraea glycinis,1,19,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Actinomadura verrucosospora,1,11,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Schaalia cardiffensis,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinomyces slackii,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nakamurella multipartita,1,56,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Thermoleophilum album,20,21,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Baekduia soli,4,65,NA,NA,NA,3,NA,NA,NA,2,NA,NA
Svornostia abyssi,1,44,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
Ilumatobacter sp.,4,26,NA,NA,NA,3,NA,NA,NA,1,NA,NA
Ilumatobacter coccineus,1,35,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Candidatus Poriferisodalis sp.,4,35,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Aquihabitans sp. G128,3,56,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Acidimicrobium ferrooxidans,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrobacter xylanophilus,6,11,NA,NA,NA,2,NA,NA,2,NA,NA,NA
Granulicatella adiacens,54,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
Alkalibacterium putridalgicola,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacillus sp. PPSBB_11,11,NA,NA,NA,1,8,1,NA,NA,NA,3,NA
Bacillus velezensis,3,18,NA,NA,3,7,NA,NA,NA,NA,NA,NA
Niallia oryzisoli,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Evansella sp. LMS18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporosarcina sp. FSL K6-3508,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solibacillus sp. FSL W8-0372,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus sp. FSL F4-0100,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus sp. SI8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus sp. FSL R7-0216,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus peoriae,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Staphylospora marina,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anoxybacillus sp. PDR2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Listeria innocua,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Caproiciproducens sp.,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermocaproicibacter melissae,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Desulfosporosinus orientis,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blautia hansenii,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,48,454,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Microcoleus anatoxicus,1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Synechococcus sp. CBW1107,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allocoleopsis franciscana,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,44,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseiflexus sp. RS-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pelolinea submarina,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,46,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,18,9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Bradyrhizobium sp. NC92,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 111,7,7,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCBAU 051011,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. Ash2021,3,22,NA,1,NA,NA,NA,NA,NA,1,NA,NA
Bradyrhizobium sp. 26S5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. I71,2,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 170,2,83,NA,1,NA,2,NA,NA,NA,3,NA,1
Bradyrhizobium sp. 200,2,49,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. sBnM-33,2,30,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Bradyrhizobium sp. STM 3557,1,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Bradyrhizobium sp. CCBAU 51753,1,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCBAU 53338,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB82,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. NP1,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 86,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. A5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. 1(2017),1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB3481,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Bradyrhizobium arachidis,149,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Bradyrhizobium lablabi,13,18,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Bradyrhizobium zhanjiangense,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium erythrophlei,3,48,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Bradyrhizobium ontarionense,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bradyrhizobium symbiodeficiens,1,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Bradyrhizobium huanghuaihaiense,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,12,23,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Nitrobacter sp. TKz-YC01,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrobacter sp. NHB1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,8,32,NA,NA,NA,4,NA,NA,NA,2,NA,NA
Variibacter gotjawalensis,1,4,NA,2,1,2,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. ISC25,40,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,43,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mesorhizobium sp. L-2-11,23,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. DCY119,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2,8,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1,5,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Mesorhizobium sp. AaZ16,3,13,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mesorhizobium sp. 8,2,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. B4-1-4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. ORM16,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. 131-3-5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. ANAO-SY3R2,1,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium muleiense,77,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium koreense,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium amorphae,1,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga sp. RSM25,138,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Microvirga sp. 17 mud 1-3,3,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Microvirga sp. M2,2,10,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Microvirga ossetica,40,88,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Microvirga roseola,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,21,8,NA,1,NA,2,NA,NA,NA,NA,NA,NA
Methylobacterium currus,32,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium nodulans,3,8,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Methylorubrum extorquens,1,33,NA,3,NA,3,NA,NA,NA,3,NA,NA
Rhizobium leguminosarum,25,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. 32-5/1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. Pop5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. ZK1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agrobacterium vaccinii,37,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
