species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Nocardioides cynanchi,1,51,NA,1,NA,1,NA,NA,NA,2,NA,NA
Nocardioidaceae bacterium,12,14,NA,1,NA,2,NA,NA,NA,1,NA,NA
Aeromicrobium choanae,2,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Aeromicrobium sp. Leaf245,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aeromicrobium chenweiae,1,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Pimelobacter simplex,2,46,NA,NA,NA,3,NA,1,NA,NA,NA,NA
Micropruina glycogenica,1,19,1,NA,1,1,NA,NA,NA,NA,NA,NA
Rothia mucilaginosa,679,24,NA,6,NA,NA,NA,1,NA,1,NA,6
Arthrobacter sulfonylureivorans,11,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthrobacter sp. FB24,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1
Arthrobacter sp. QXT-31,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
Arthrobacter sp. OVS8,3,56,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
Arthrobacter sp. MN05-02,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthrobacter crystallopoietes,1,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Paenarthrobacter sp. R1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenarthrobacter aurescens,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4364,2
Citricoccus sp. I39-566,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Pseudarthrobacter oxydans,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glutamicibacter mishrai,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paeniglutamicibacter sp. Y32M11,1,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
Agromyces aureus,59,26,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
Agromyces sp. H17E-10,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agromyces flavus,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agromyces larvae,1,17,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Microbacterium sp. CGR1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium sp. LWS13-1.2,1,22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Microbacterium sp. 10M-3C3,1,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Microbacterium sp. NIBRBAC000506063,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Microbacterium sp. zg-Y625,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium imperiale,9,7,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Microbacterium atlanticum,5,9,NA,NA,NA,2,NA,NA,NA,NA,1,NA
Microbacterium hydrocarbonoxydans,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium esteraromaticum,3,8,NA,NA,NA,1,NA,NA,NA,1,NA,2
Microbacterium arborescens,2,9,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Microbacterium phyllosphaerae,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium rhizosphaerae,1,9,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Microbacterium elymi,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agrococcus sp. Marseille-Q4369,21,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salinibacterium hongtaonis,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtobacterium sp. TC1,4,NA,NA,NA,NA,1,NA,NA,NA,3,NA,NA
Curtobacterium sp. MCBD17_026,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtobacterium sp. 458,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leifsonia sp. NPDC080035,5,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Leifsonia xyli,1,19,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Leucobacter sp. Psy1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leucobacter insecticola,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frigoribacterium sp. SL97,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Ruicaihuangia caeni,1,2,NA,NA,4,NA,NA,NA,1,NA,NA,NA
Microcella sp.,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Frondihabitans sp. PAMC 28766,1,6,NA,NA,NA,9,NA,NA,5,2,1,NA
Brevibacterium aurantiacum,4,6,NA,2,93,40,NA,NA,NA,NA,NA,2
Brevibacterium spongiae,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevibacterium sp. CBA3109,1,1,NA,NA,251,11,NA,NA,NA,NA,1459,9
Brevibacterium zhoupengii,1,3,NA,NA,32,3,NA,NA,NA,NA,NA,2
Georgenia sp. TF02-10,6,12,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Georgenia yuyongxinii,2,9,1,NA,NA,2,NA,NA,NA,NA,NA,NA
Xylanimonas cellulosilytica,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xylanimonas protaetiae,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cellulosimicrobium cellulans,1,25,NA,NA,51,NA,NA,NA,NA,1,NA,NA
Luteimicrobium xylanilyticum,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pengzhenrongella phosphoraccumulans,1,12,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Cellulomonas sp. NS3,1,12,NA,NA,NA,3,NA,NA,NA,3,NA,NA
Cellulomonas dongxiuzhuiae,1,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Cellulomonas wangleii,1,11,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Cellulomonas fimi,1,29,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Ornithinimicrobium ciconiae,2,10,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Ornithinimicrobium avium,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinicoccus hydrothermalis,1,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Occultella kanbiaonis,2,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Ruania zhangjianzhongii,2,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Janibacter sp. YB324,2,11,NA,NA,NA,NA,NA,NA,NA,6,NA,NA
Janibacter limosus,1,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Allobranchiibius sp. GilTou73,1,9,NA,NA,NA,49,NA,NA,NA,1,NA,NA
Yimella sp. cx-51,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dermabacter jinjuensis,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Sanguibacter keddieii,1,9,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
Jonesia denitrificans,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,77,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. ITM-2016-00318,1,42,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Mycobacterium sp. DL,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium intracellulare,48,42,NA,NA,NA,25,NA,NA,NA,NA,NA,NA
Mycobacterium mantenii,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium avium,1,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium paragordonae,25,12,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium paraterrae,17,7,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Mycobacterium europaeum,7,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Mycobacterium saskatchewanense,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium parmense,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium lentiflavum,1,8,NA,NA,NA,1,NA,1,NA,NA,NA,NA
Mycobacterium gallinarum,3,18,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Candidatus Mycobacterium methanotrophicum,1,12,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium dioxanotrophicus,1,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium basiliense,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Mycobacterium adipatum,2,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium lacus,1,7,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
Mycolicibacterium mageritense,21,15,NA,NA,NA,1,NA,NA,NA,1,NA,1
Mycolicibacterium novocastrense,14,21,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Mycolicibacterium gadium,5,19,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycolicibacterium parafortuitum,5,24,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Mycolicibacterium sp. TUM20985,2,30,NA,1,NA,3,NA,NA,1,3,NA,NA
Mycolicibacterium sp. MU0050,1,11,NA,NA,NA,2,NA,NA,NA,NA,NA,1
Mycolicibacterium farcinogenes,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium nivoides,4,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium litorale,3,35,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Mycolicibacterium phocaicum,3,12,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
Mycolicibacterium fluoranthenivorans,2,15,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mycolicibacterium rhodesiae,2,49,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Mycolicibacterium austroafricanum,10,28,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Mycolicibacterium phlei,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium monacense,1,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium aurum,1,20,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Mycolicibacterium rufum,1,18,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Mycolicibacterium septicum,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium gilvum,24,152,NA,9,NA,NA,NA,NA,NA,21,NA,NA
Mycolicibacterium hassiacum,1,25,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycolicibacterium diernhoferi,1,6,NA,NA,3,2,NA,NA,NA,NA,NA,NA
Mycolicibacterium chubuense,1,25,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium madagascariense,1,17,NA,2,NA,1,NA,NA,NA,1,NA,NA
Mycobacteroides abscessus,50,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacter terrae,30,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacter sp. MU0083,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,171,69,2,33,NA,NA,NA,1,NA,2,NA,NA
Corynebacterium kefirresidentii,27,46,249,9,NA,NA,NA,NA,NA,3,NA,2
Corynebacterium pseudokroppenstedtii,26,9,4533,12,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium genitalium,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium provencense,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium doosanense,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Corynebacterium kroppenstedtii,3,27,6794,20,NA,1,NA,NA,NA,1,NA,NA
Corynebacterium sp. FDAARGOS 1242,2,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium matruchotii,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium ulcerans,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium resistens,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium striatum,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium minutissimum,1,10,NA,5,NA,NA,NA,1,NA,1,NA,NA
Corynebacterium mustelae,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium heidelbergense,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium macginleyi,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Corynebacterium confusum,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sputorum,49,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Nocardia salmonicida,21,26,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Nocardia sp. NBC_00511,2,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Nocardia sp. NBC_00565,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nocardia sp. PE-7,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sp. NBC_01329,1,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Nocardia sp. NBC_00416,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sp. CS682,1,14,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Nocardia nova,5,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nocardia cyriacigeorgica,5,17,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Nocardia otitidiscaviarum,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia huaxiensis,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Nocardia asteroides,1,27,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Nocardia terpenica,1,11,NA,NA,NA,1,NA,1,NA,NA,NA,NA
Nocardia vinacea,1,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Rhodococcus sp. P-2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcus sp. W8901,7,13,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Rhodococcus sp. JS3073,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
Rhodococcus sp. USK13,1,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Rhodococcus sp. B7740,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Rhodococcus qingshengii,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcus globerulus,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Rhodococcus sovatensis,1,3,NA,NA,1788,1,NA,NA,NA,NA,NA,NA
Rhodococcus ruber,6,21,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Rhodococcoides fascians,16,16,NA,NA,NA,2,NA,NA,NA,NA,NA,2
Gordonia insulae,8,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gordonia polyisoprenivorans,7,7,NA,NA,NA,NA,NA,NA,NA,5,1,NA
Gordonia sp. NB41Y,2,7,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Gordonia iterans,4,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Gordonia bronchialis,1,2,NA,1,NA,3,NA,NA,NA,NA,NA,NA
Tsukamurella paurometabola,2,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Tsukamurella pulmonis,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dietzia kunjamensis,2,7,NA,1,NA,NA,NA,NA,NA,1,NA,NA
Tomitella gaofuii,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Segniliparus rotundus,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01235,68,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. JL1001,118,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00525,44,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. SJL17-4,20,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00459,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01167,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. CB01881,10,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00457,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NL15-2K,4,8,NA,NA,NA,1,NA,NA,NA,NA,1,NA
Streptomyces sp. NBC_00414,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00385,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. SN-593,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01426,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01186,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01723,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01351,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. 891-h,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00658,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. TLI_053,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00996,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00886,2,10,NA,NA,NA,NA,6,NA,1,NA,NA,NA
Streptomyces sp. NBC_01294,2,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00090,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. Je 1-332,1,5,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00096,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. RerS4,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00358,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01506,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00425,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01439,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. So13.3,1,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. MST-110588,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01612,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01754,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01788,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00899,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00637,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00829,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01498,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00963,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces venezuelae,139,36,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces pristinaespiralis,130,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces luteogriseus,16,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Streptomyces anulatus,5,43,NA,NA,266,6,NA,NA,NA,NA,NA,NA
Streptomyces globisporus,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces cyaneofuscatus,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces zaomyceticus,6,17,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Streptomyces xanthii,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces davaonensis,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces griseoviridis,3,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces cadmiisoli,1,13,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces aurantiacus,1,9,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Streptomyces radiopugnans,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces carpaticus,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces niveus,2,18,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
Streptomyces cynarae,2,3,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Streptomyces collinus,2,20,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Streptomyces sudanensis,1,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Streptomyces lydicamycinicus,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces vilmorinianum,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces mirabilis,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces angustmyceticus,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces antibioticus,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces chartreusis,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces lavendulae,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Streptomyces tsukubensis,1,9,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Streptomyces bathyalis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces celluloflavus,1,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces genisteinicus,1,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Streptomyces vinaceus,1,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Streptomyces uncialis,1,7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
Streptomyces xinghaiensis,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces paludis,1,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Kitasatospora sp. NBC_01560,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kitasatospora sp. CM 4170,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kitasatospora purpeofusca,2,31,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Kitasatospora albolonga,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptacidiphilus sp. PB12-B1b,2,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Embleya sp. NBC_00896,2,12,NA,NA,4,1,NA,NA,NA,NA,NA,NA
Peterkaempfera bronchialis,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. 2-15,205,14,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. cg13,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. 2-2,2,17,NA,1,NA,1,NA,NA,NA,NA,NA,1
Amycolatopsis sp. FDAARGOS 1241,1,8,NA,NA,NA,3,NA,NA,NA,2,NA,NA
Amycolatopsis sp. NBC_01480,1,12,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. NBC_01488,1,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. CA-230715,1,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Amycolatopsis aidingensis,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis albispora,1,8,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Actinoalloteichus hoggarensis,28,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Actinoalloteichus hymeniacidonis,24,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Saccharopolyspora spinosa,3,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Saccharopolyspora pogona,1,9,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Saccharopolyspora gloriosae,1,10,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Saccharopolyspora rosea,1,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Saccharothrix espanaensis,1,10,NA,NA,NA,3,NA,NA,NA,1,NA,NA
