species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Ruania zhangjianzhongii,11,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Occultella kanbiaonis,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevibacterium aurantiacum,4,6,NA,2,121,41,NA,NA,NA,NA,NA,2
Brevibacterium spongiae,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brevibacterium sp. BDJS002,1,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,3
Brevibacterium koreense,1,1,NA,NA,272,11,NA,NA,NA,NA,1435,9
Brevibacterium linens,1,19,NA,NA,37,1,NA,NA,NA,NA,NA,NA
Cellulomonas sp. ES6,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cellulomonas sp. NS3,1,13,NA,NA,NA,4,NA,NA,NA,2,NA,NA
Cellulomonas sp. NTE-D12,1,10,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Cellulomonas dongxiuzhuiae,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cellulomonas fimi,1,29,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Ornithinimicrobium ciconiae,2,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Ornithinimicrobium pratense,1,3,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
Ornithinimicrobium avium,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serinicoccus hydrothermalis,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allobranchiibius sp. GilTou73,1,9,NA,1,NA,51,NA,NA,NA,1,NA,NA
Yimella sp. cx-51,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteipulveratus mongoliensis,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Janibacter limosus,1,7,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Terrabacter sp. BE26,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cellulosimicrobium cellulans,1,23,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
Sanguibacter keddieii,1,11,NA,NA,2,1,NA,NA,NA,NA,NA,NA
Pengzhenrongella phosphoraccumulans,1,10,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Jonesia denitrificans,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01235,72,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. JL1001,158,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. SJL17-4,26,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01186,52,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. SCSIO ZS0520,10,8,NA,NA,NA,1,NA,1,NA,NA,NA,NA
Streptomyces sp. NBC_01167,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00385,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00457,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00459,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. CB01881,26,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00414,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NL15-2K,3,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
Streptomyces sp. NBC_01351,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01723,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. TLI_053,28,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. 147326,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01294,2,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00996,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces sp. RerS4,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00637,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01506,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00358,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00090,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00963,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. So13.3,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00829,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_00658,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. SudanB91_2054,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces sp. NBC_01465,1,3,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Streptomyces anthocyanicus,126,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces venezuelae,110,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces yatensis,70,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces lavendulae,23,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Streptomyces luteogriseus,22,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Streptomyces albidoflavus,5,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces xanthii,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces davaonensis,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces globisporus,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces griseoviridis,3,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces carpaticus,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces decoyicus,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces collinus,2,26,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Streptomyces cynarae,2,2,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Streptomyces cadmiisoli,1,11,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces angustmyceticus,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces uncialis,1,9,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
Streptomyces tsukubensis,1,10,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces mirabilis,2,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces niveus,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces chartreusis,1,16,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Streptomyces paludis,1,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Streptomyces sudanensis,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kitasatospora sp. CM 4170,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kitasatospora sp. NBC_01560,3,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Kitasatospora albolonga,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kitasatospora purpeofusca,7,35,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Actinacidiphila reveromycinica,25,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptacidiphilus sp. PB12-B1b,4,4,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Embleya sp. NBC_00896,1,12,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,87,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. 20KCMC460,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. Aquia_216,4,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium sp. PDNC021,3,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. M23085,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. ITM-2016-00318,1,45,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Mycobacterium sp. Aquia_213,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium sp. DL,1,13,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Mycobacterium intracellulare,43,42,NA,NA,NA,24,NA,NA,NA,NA,NA,NA
Mycobacterium avium,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium europaeum,29,9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
Mycobacterium saskatchewanense,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium lentiflavum,1,6,NA,NA,NA,1,NA,NA,NA,NA,3,NA
Mycobacterium paragordonae,23,13,NA,4,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium paraterrae,18,8,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Mycobacterium basiliense,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium gallinarum,2,19,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Mycobacterium lacus,1,8,NA,NA,NA,NA,NA,NA,NA,NA,9,NA
Mycobacterium adipatum,2,19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Mycobacterium methanotrophicum,1,12,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacterium dioxanotrophicus,1,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium mageritense,19,16,NA,NA,NA,1,NA,NA,NA,1,NA,1
Mycolicibacterium parafortuitum,5,25,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium litorale,5,28,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Mycolicibacterium sp. TUM20985,2,30,NA,1,NA,1,NA,NA,1,2,NA,NA
Mycolicibacterium sp. YH-1,1,21,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium farcinogenes,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium nivoides,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium rhodesiae,2,36,NA,NA,NA,2,NA,NA,NA,1,NA,NA
Mycolicibacterium austroafricanum,8,19,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Mycolicibacterium fluoranthenivorans,2,16,NA,NA,4,NA,NA,NA,NA,1,NA,NA
Mycolicibacterium phlei,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium gilvum,1,11,NA,1,NA,NA,NA,NA,NA,2,NA,NA
Mycolicibacterium diernhoferi,1,8,NA,NA,2,2,NA,NA,NA,NA,NA,NA
Mycolicibacterium hassiacum,1,28,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycolicibacterium monacense,1,17,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacterium rufum,1,18,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Mycolicibacterium celeriflavum,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium doricum,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium madagascariense,1,18,NA,2,NA,1,NA,NA,NA,1,NA,NA
Mycolicibacterium chubuense,1,30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycobacteroides abscessus,52,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Mycolicibacter terrae,30,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
[Mycobacterium] kokjensenii,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
[Mycobacterium] wendilense,1,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,151,68,5,33,NA,NA,NA,NA,NA,2,NA,NA
Corynebacterium marquesiae,50,12,6,7,NA,NA,NA,1,NA,NA,NA,NA
Corynebacterium kroppenstedtii,25,44,13149,44,NA,1,NA,NA,NA,1,NA,NA
Corynebacterium sp. FDAARGOS 1242,1,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium sp. LaCa54,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium genitalium,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium doosanense,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Corynebacterium matruchotii,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium ulcerans,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium dentalis,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium mustelae,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium kefirresidentii,8,34,148,6,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium confusum,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium striatum,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium minutissimum,1,9,NA,3,NA,NA,NA,1,NA,NA,NA,NA
Corynebacterium simulans,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sputorum,54,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Nocardia salmonicida,23,25,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Nocardia sp. NBC_01388,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sp. PE-7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sp. NBC_00511,2,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Nocardia sp. NBC_00416,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sp. NBC_01329,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sp. CS682,1,14,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Nocardia nova,6,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nocardia cyriacigeorgica,4,18,NA,NA,NA,2,NA,1,NA,NA,NA,NA
Nocardia huaxiensis,2,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Nocardia otitidiscaviarum,2,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Nocardia vinacea,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Rhodococcus sp. P-2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcus sp. B7740,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Rhodococcus ruber,8,17,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
Rhodococcoides fascians,18,18,NA,NA,NA,3,NA,NA,NA,NA,NA,2
Prescottella equi,1,21,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gordonia insulae,10,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Gordonia sp. NB41Y,3,9,NA,NA,NA,1,NA,NA,NA,1,NA,NA
Gordonia iterans,4,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Dietzia kunjamensis,3,8,NA,1,NA,NA,NA,NA,NA,1,NA,NA
Tsukamurella pulmonis,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tsukamurella paurometabola,1,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Tomitella gaofuii,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Segniliparus rotundus,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Amycolatopsis carbonis,202,14,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. cg13,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. CA-230715,1,15,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. FDAARGOS 1241,1,10,NA,NA,NA,3,NA,NA,NA,2,NA,NA
Amycolatopsis nalaikhensis,1,12,1,1,NA,1,NA,NA,NA,NA,NA,1
Amycolatopsis aidingensis,1,14,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Actinoalloteichus hoggarensis,26,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Actinoalloteichus hymeniacidonis,25,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Saccharopolyspora spinosa,3,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Saccharopolyspora rosea,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Saccharopolyspora pogona,1,9,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Kibdelosporangium phytohabitans,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saccharothrix sp. 6-C,1,24,NA,NA,NA,3,NA,NA,NA,NA,NA,1
Saccharomonospora marina,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudonocardia petroleophila,1,19,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Kutzneria buriramensis,1,11,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Micromonospora sp. WMMD998,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Verrucosispora sp. NA02020,6,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Micromonospora sp. WMMD1155,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora sp. NBC_01796,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora sp. DPT,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora craniellae,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora globbae,2,8,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Micromonospora purpureochromogenes,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora cathayae,1,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Micromonospora echinospora,1,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Longispora sp. K20-0274,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoplanes sp. L3-i22,2,16,NA,NA,NA,3,NA,NA,NA,1,NA,NA
Actinoplanes sp. OR16,2,12,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
Actinoplanes teichomyceticus,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytohabitans suffuscus,4,26,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Dactylosporangium sp. NBC_01737,1,30,NA,NA,NA,3,NA,NA,NA,3,NA,NA
Dactylosporangium sp. AC04546,1,26,NA,NA,NA,3,NA,NA,NA,1,NA,NA
Plantactinospora sp. ZYX-F-223,1,9,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
Geodermatophilus sp. DSM 44513,41,12,NA,NA,NA,1,NA,NA,NA,2,NA,NA
Parafrankia sp. EAN1pec,18,24,NA,NA,NA,5,NA,NA,NA,1,NA,NA
Frankia sp. ArI3,2,12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
Candidatus Protofrankia datiscae,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jiangella alkaliphila,20,24,NA,1,NA,2,NA,NA,NA,NA,1,NA
Actinomadura sp. NAK00032,4,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
Actinomadura sp. WMMB 499,4,8,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Actinomadura verrucosospora,1,17,NA,NA,NA,3,NA,NA,NA,1,NA,NA
Thermomonospora amylolytica,1,12,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
Nonomuraea fuscirosea,2,20,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
Nonomuraea glycinis,1,22,NA,NA,NA,1,NA,NA,NA,1,NA,NA
