species,D1RP_S9,D1SG_S1,D2RP_S10,D2SG_S2,L1RP_S13,L1SG_S5,L2RP_S14,L2SG_S6,S1RP_S11,S1SG_S3,S2RP_S12,S2SG_S4
Streptomyces venezuelae,162,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces anulatus,15,91,NA,NA,461,NA,NA,NA,NA,NA,NA,NA
Streptomyces luteogriseus,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces zaomyceticus,13,21,NA,NA,NA,118,NA,NA,NA,NA,NA,NA
Streptomyces xanthii,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces lavendulae,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Streptomyces vinaceus,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kitasatospora sp. NBC_01560,17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Embleya sp. NBC_00896,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rothia mucilaginosa,695,26,NA,6,NA,NA,NA,NA,NA,NA,NA,6
Arthrobacter sulfonylureivorans,13,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Citricoccus sp. I39-566,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agromyces aureus,100,27,NA,NA,NA,24,NA,NA,NA,NA,NA,NA
Agrococcus sp. Marseille-Q4369,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium imperiale,14,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium atlanticum,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microbacterium esteraromaticum,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salinibacterium hongtaonis,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leifsonia sp. NPDC080035,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtobacterium sp. TC1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgenia sp. TF02-10,9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimicrobium xylanilyticum,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium sp. SMC-2,82,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium intracellulare,55,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium paragordonae,31,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium paraterrae,17,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacterium europaeum,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycobacteroides abscessus,137,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium mageritense,22,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium novocastrense,18,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium austroafricanum,23,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacterium parafortuitum,6,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycolicibacter terrae,32,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium tuberculostearicum,178,75,NA,35,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium kefirresidentii,28,52,252,10,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium pseudokroppenstedtii,28,11,4637,13,NA,NA,NA,NA,NA,NA,NA,NA
Corynebacterium genitalium,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sputorum,51,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia salmonicida,30,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia sp. NBC_00511,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia nova,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nocardia cyriacigeorgica,8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcus sp. W8901,15,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcus sp. P-2,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodococcoides fascians,17,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia polyisoprenivorans,16,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gordonia insulae,11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. 2-15,212,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amycolatopsis sp. cg13,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hymeniacidonis,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinoalloteichus hoggarensis,30,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saccharopolyspora gloriosae,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jiangella alkaliphila,52,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geodermatophilus sp. DSM 44513,42,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Micromonospora sp. WMMD998,21,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytohabitans suffuscus,6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinomadura sp. WMMB 499,17,10,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
Actinomadura sp. NAK00032,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parafrankia sp. EAN1pec,18,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jatrophihabitans sp. GAS493,17,7,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
Nakamurella multipartita,7,77,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
Catenulispora acidiphila,5,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capillimicrobium parvum,67,128,NA,NA,10,10,NA,NA,NA,NA,NA,NA
Conexibacter sp. S30A1,61,14,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
Thermoleophilum album,23,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Actinomycetota bacterium,9,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidimicrobiales bacterium,9,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrobacter xylanophilus,6,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacillus sp. PPSBB_11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacillus sp. Cs-700,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudalkalibacillus hwajinpoensis,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aciduricibacillus chroicocephali,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ureibacillus thermophilus,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenisporosarcina sp. FSL H8-0542,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paenibacillus pedocola,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Granulicatella adiacens,55,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
Lentilactobacillus parabuchneri,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limosilactobacillus portuensis,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anaerocolumna sp. AGMB13020,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermocaproicibacter melissae,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Caproiciproducens sp.,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christensenellaceae bacterium,5,7,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
Erysipelotrichaceae bacterium,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sporomusa termitida,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Limnochorda sp. LNt,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trichocoleus desertorum,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microcoleus vaginatus,61,681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oscillatoria nigro-viridis,27,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nostoc sp. MS1,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalogenimonas etheniformans,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dehalococcoidia bacterium,8,161,NA,NA,NA,26,NA,NA,NA,5,NA,NA
Anaerolineales bacterium,5,19,NA,NA,7,NA,NA,NA,NA,NA,NA,NA
Abditibacteriota bacterium,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deinococcus gobiensis,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Escherichia coli,460,133,NA,NA,NA,93,95,NA,NA,NA,NA,NA
Klebsiella aerogenes,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Klebsiella variicola,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leclercia sp. S52,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Enterobacter cloacae,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dickeya fangzhongdai,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pantoea alhagi,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rouxiella chamberiensis,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Serratia symbiotica,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Providencia rustigianii,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stutzerimonas stutzeri,378,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas koreensis,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas fluorescens,10,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas syringae,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. KU26590,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas sp. Ost2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas solani,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudomonas mendocina,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Pseudomonadales bacterium,21,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas yindakuii,79,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteimonas sp. R10,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stenotrophomonas maltophilia,94,50,NA,NA,NA,26,NA,NA,NA,NA,NA,NA
Stenotrophomonas pavanii,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthomonas hydrangeae,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter sp. S4-A87,27,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysobacter sp. 5GHs7-4,7,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
Lysobacter capsici,39,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoxanthomonas sp.,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thermomonas sp. XSG,17,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
Dyella telluris,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyella terrae,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dokdonella koreensis,42,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luteibacter pinisoli,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tahibacter amnicola,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter haemolyticus,131,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter johnsonii,109,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter sp. KS-LM10,45,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter lanii,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acinetobacter venetianus,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella sp. K02,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moraxella osloensis,22,29,10,45,NA,NA,NA,NA,NA,39,NA,NA
Aquirhabdus parva,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chromohalobacter canadensis,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neptuniibacter halophilus,26,6,NA,NA,46,8,NA,NA,NA,NA,10,NA
Marinomonas posidonica,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA
Marinomonas sp. THO17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Amphritea sp.,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Sedimenticola sp. (ex Thyasira tokunagai),106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thiocapsa bogorovii,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marichromatium purpuratum,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylocaldum szegediense,39,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Methylospira mobilis,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steroidobacter denitrificans,35,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shewanella halifaxensis,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cognaticolwellia beringensis,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ferrimonas sp. YFM,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bathymodiolus thermophilus thioautotrophic gill symbiont,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Reidiella endopervernicosa,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gammaproteobacteria bacterium,16,46,NA,NA,NA,NA,NA,NA,29,NA,NA,NA
Legionella anisa,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thiohalobacter sp. IOR34,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. I71,179,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1015,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCGE-LA001,68,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CB1650,44,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. ORS 278,17,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. B097,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. Ash2021,7,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. NC92,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium sp. CCBAU 051011,5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium arachidis,147,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium diazoefficiens,46,185,NA,NA,NA,55,NA,NA,NA,NA,NA,NA
Bradyrhizobium ontarionense,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradyrhizobium lablabi,12,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodopseudomonas palustris,29,56,NA,NA,NA,16,NA,NA,NA,NA,NA,NA
Nitrobacter hamburgensis,18,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. L-2-11,97,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. B2-1-1,25,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium onobrychidis,58,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mesorhizobium erdmanii,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium beringeri,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. SRDI969,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium sp. Pop5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium leguminosarum,39,66,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
Rhizobium rhizogenes,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizobium etli,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pararhizobium sp. A13,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga lotononidis,92,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Microvirga ossetica,46,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium currus,40,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylobacterium nodulans,12,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenggangzhangella methanolivorans,79,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nordella sp. HKS 07,30,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudolabrys taiwanensis,16,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Labrys sp. KNU-23,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosea sp. ANAM02,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosea sp. PAMC 26642,6,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phreatobacter cathodiphilus,16,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyphomicrobium sp. DMF-1,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aurantimonas sp. HBX-1,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Roseibium sp.,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sulfitobacter sp. S190,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalassovita sp.,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paracoccus zhejiangensis,74,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paracoccus pantotrophus,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseomonas haemaphysalidis,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
uncultured Lichenicoccus sp.,51,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA
Nisaea acidiphila,27,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingobium yanoikuyae,130,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingomonas sp. PAMC26645,16,15,NA,NA,NA,NA,NA,NA,NA,11,NA,NA
Novosphingobium sp. ES2-1,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhizorhabdus phycosphaerae,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sphingosinicella microcystinivorans,22,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alteraurantiacibacter sp.,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hyphomonas sp. FCG-A18,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes faecalis,506,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. SORT26,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaligenes sp. 1735tsa3,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bordetella sp. H567,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herminiimonas arsenitoxidans,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudoduganella aquatica,26,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Herbaspirillum sp. meg3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Undibacterium cyanobacteriorum,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraburkholderia sp. SUR17,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cupriavidus necator,33,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ralstonia mannitolilytica,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ralstonia solanacearum,8,61,NA,NA,12,NA,10,NA,8,NA,7,NA
Polynucleobacter sp. MWH-Braz-FAM2G,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Variovorax paradoxus,68,93,NA,NA,NA,22,NA,NA,NA,NA,NA,NA
Variovorax sp. RKNM96,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acidovorax temperans,30,21,NA,15,NA,14,NA,18,NA,13,NA,14
Acidovorax sp. 1608163,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Simplicispira suum,23,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
Ramlibacter tataouinensis,8,32,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
Rhodoferax koreense,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Leptothrix cholodnii,13,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubrivivax gelatinosus,11,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrosospira sp. Is2,9,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nitrosomonas sp. Is79A3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylotenera sp.,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Methylophilus methylotrophus,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chromobacterium vaccinii,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hydrogenophilus thermoluteolus,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alistipes senegalensis,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tenuifilaceae bacterium CYCD,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteroides nordii,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bacteroides fragilis,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paramuribaculum intestinale,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parabacteroides goldsteinii,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prevotella sp. GTC17254,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dokdonia sp. MED134,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Euzebyella marina,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nonlabens ulvanivorans,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenobacter sp. APR13,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hymenobacter canadensis,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rufibacter radiotolerans,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aquiflexum balticum,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmatimonadota bacterium,79,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudogemmatithrix spongiicola,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gemmatimonas groenlandica,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Candidatus Hydrogenedentota bacterium,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Akkermansiaceae bacterium,252,5,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
Luteolibacter sp. SL250,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roseimicrobium sp. ORNL1,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opitutus terrae,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Opitutus sp. GAS368,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lacunisphaera limnophila,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coraliomargarita algicola,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
